ticker,CWID US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,1.4706000000000001
2000-01-24,0.0
2000-03-24,0.0
2000-03-27,0.3623
2000-04-28,1.083
2000-05-24,0.0
2000-06-19,1.4285999999999999
2000-06-28,0.0
2000-07-07,0.0
2000-07-11,0.0
2000-09-26,0.0
2000-12-14,1.4085
2001-02-16,-86.1111
2001-02-26,60.0
2001-07-12,50.0
2001-11-26,20.8333
2002-04-29,162.7586
2002-05-03,10.4987
2002-05-08,-20.9026
2002-05-09,1.3514
2002-05-22,7.4074
2002-06-14,0.6897
2002-07-15,4.1096
2002-10-09,0.0
2003-10-27,3.2895
2003-11-11,27.3885
2003-11-28,-14.0
2003-12-05,5.2326
2003-12-10,-3.8674
2003-12-18,1.1494
2004-08-09,5.6818
2004-08-17,0.3226
2004-08-18,0.0
2004-08-25,1.3505
2004-08-26,0.4653
2004-10-06,0.0
2004-10-11,1.5789
2004-10-12,1.3472
2004-10-13,12.4744
2004-11-24,-7.2727
2005-07-13,-3.9215999999999998
2005-07-21,0.0
2005-08-04,8.1633
2005-09-09,0.0
2005-09-19,0.0
2005-12-21,1.8868
2006-01-04,5.1852
2006-05-11,1.6724999999999999
2006-05-12,3.8961
2006-05-15,-3.75
2006-05-16,-1.5584
2006-05-17,-5.0132
2006-05-18,-0.9259
2006-05-22,-1.8692
2006-05-23,0.0
2006-05-24,-0.4762
2006-05-25,-2.3923
2006-05-26,-0.9804
2006-05-30,0.0
2006-05-31,8.9109
2006-06-02,-5.4545
2006-06-05,0.4808
2006-06-06,-0.9569
2006-06-07,-0.4831
2006-06-08,0.0971
2006-06-09,-1.0669
2006-06-12,1.9607999999999999
2006-06-13,-0.8654
2006-06-15,0.194
2006-06-19,-0.2904
2006-06-20,0.2913
2006-07-13,-0.2904
2006-07-14,0.2913
2006-08-23,-0.0968
2006-08-24,-1.938
2006-08-25,2.7668
2006-08-28,-1.4423
2006-08-30,0.0
2006-08-31,0.0
2006-09-05,-0.9756
2006-09-13,4.4335
2006-09-14,10.3774
2006-09-15,2.1368
2006-09-27,-0.7531
2006-10-11,-12.3103
2006-12-04,7.6923
2007-01-11,1.7856999999999998
2007-01-29,0.0
2007-02-09,5.2632
2007-03-13,-1.6667
2007-08-08,1.6949
2007-08-16,0.0
2007-09-17,3.3333
2007-09-19,3.2258
2007-09-24,-6.25
2007-09-25,0.0
2007-09-27,3.3333
2007-10-17,-2.8226
2007-11-20,-17.0124
2007-11-21,-3.6
2007-11-23,-6.639
2007-11-28,8.8889
2007-11-29,0.0
2007-11-30,26.5306
2007-12-04,-16.129
2007-12-05,5.7692
2007-12-10,10.9091
2007-12-14,-7.377
2007-12-19,5.3097
2008-01-17,0.4202
2008-02-11,-4.1841
2008-09-03,3.0568
2008-09-05,6.7797
2008-10-30,-5.9524
2008-11-11,4.6414
2008-12-23,0.7258
2009-02-10,-3.9231
2009-07-15,6.6667
2009-10-06,5.4688
2011-05-26,48.1481
2011-06-03,-4.0
2011-06-07,-0.5833
2011-07-21,-14.0821
2011-08-05,-6.0976
2011-09-22,-14.2857
2011-10-13,-5.303
2012-03-26,-1.6
2012-04-04,2.439
2012-09-13,-2.4
2012-10-18,-1.6393
2012-11-06,1.6667
2012-12-03,0.4115
2012-12-04,0.0
2013-03-20,-4.918
2013-04-24,5.1724
2013-05-07,0.0
2013-05-20,-1.6393
2013-06-18,8.3333
2013-07-10,23.0769
2013-09-06,0.0
2013-11-15,0.3135
2013-12-31,0.814
2014-04-29,3.5448
2014-08-05,2.2249
2014-10-13,1.7765
2014-10-15,0.5664
2014-12-30,-0.5172
2014-12-31,-0.6355
2015-08-28,1.1628
2015-09-25,4.1729
2016-08-02,-21.4341
2016-08-10,7.7465
2016-09-26,-0.6536
2016-10-19,0.0
2016-11-08,5.2632
2016-12-20,15.0
2016-12-22,-14.1304
2016-12-29,1.8987
2017-10-13,-0.6211
2018-02-07,1.25
2018-09-12,-8.642
2019-03-15,4.0541
2019-03-18,0.0
