ticker,IDDR US Equity
2016-09-20,0.0
2016-09-21,-3.3333
2016-09-22,0.5747
2016-09-23,-6.6071
2016-09-26,7.0746
2016-09-27,-3.4286
2016-09-28,5.9172
2016-09-29,0.5587
2016-09-30,1.6667
2016-10-03,0.0
2016-10-04,0.7514
2016-10-05,0.0678
2016-10-06,-6.7751
2016-10-07,-7.4491
2016-10-10,38.2018
2016-10-11,1.3636
2016-10-12,-14.8543
2016-10-13,0.0658
2016-10-14,-7.9605
2016-10-17,-2.8592
2016-10-18,-26.4165
2016-10-19,-11.2
2016-10-20,-0.9009
2016-10-21,1.8182
2016-10-24,6.9754000000000005
2016-10-25,0.1565
2016-10-26,-18.9063
2016-10-27,2.7617000000000003
2016-10-28,5.0
2016-10-31,-28.5714
2016-11-01,0.0
2016-11-02,-13.3333
2016-11-03,21.5385
2016-11-04,-11.3924
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,7.1429
2016-11-10,-6.6667
2016-11-11,-10.0
2016-11-14,2.9762
2016-11-15,-38.343
2016-11-16,-4.6875
2016-11-17,-21.3115
2016-11-18,-16.6667
2016-11-21,0.0
2016-11-22,-20.0
2016-11-25,0.0
2016-11-28,-2.1875
2016-11-29,27.7955
2016-11-30,-20.0
2016-12-01,0.0
2016-12-02,-2.5
2016-12-05,0.0
2016-12-06,-23.0769
2016-12-07,12.0833
2016-12-08,-28.6245
2016-12-09,3.125
2016-12-12,77.7778
2016-12-13,172.7273
2016-12-14,-0.8333
2016-12-15,-17.647100000000002
2016-12-16,-14.2857
2016-12-19,-11.9048
2016-12-20,8.1081
2016-12-21,0.0
2016-12-22,-7.5
2016-12-23,0.0
2016-12-27,2.7027
2016-12-28,2.9605
2016-12-29,-10.5431
2016-12-30,42.8571
2017-01-03,20.0
2017-01-04,-16.6667
2017-01-05,0.0
2017-01-06,9.25
2017-01-09,-1.1442
2017-01-10,1.1574
2017-01-11,-3.2037
2017-01-12,-2.3641
2017-01-13,-1.2107
2017-01-17,-5.0245
2017-01-18,-0.9032
2017-01-19,-8.8542
2017-01-20,12.857099999999999
2017-01-23,1.2658
2017-01-24,0.0
2017-01-25,-21.75
2017-01-26,-23.3227
2017-01-27,-8.3333
2017-01-30,-12.7273
2017-01-31,-8.3333
2017-02-01,-8.5227
2017-02-02,-0.6211
2017-02-03,-8.125
2017-02-06,32.9932
2017-02-07,10.4859
2017-02-08,-7.4074
2017-02-09,4.0
2017-02-10,-2.4038
2017-02-13,-8.6207
2017-02-14,28.841
2017-02-15,0.0
2017-02-16,-3.1381
2017-02-17,-7.7754
2017-02-21,-13.8173
2017-02-22,-2.1739
2017-02-23,1.6667
2017-02-24,45.9016
2017-02-27,-10.1124
2017-02-28,-3.3333
2017-03-01,1.2931
2017-03-02,-14.8936
2017-03-03,1.5
2017-03-06,2.4631
2017-03-07,-23.0769
2017-03-08,4.0625
2017-03-09,0.9009
2017-03-10,-2.6786
2017-03-13,7.6453
2017-03-14,-18.1818
2017-03-15,5.5556
2017-03-16,5.2632
2017-03-17,4.0625
2017-03-20,-1.5015
2017-03-21,1.5244
2017-03-22,-3.9039
2017-03-23,-4.0625
2017-03-24,4.2345
2017-03-28,-10.0
2017-03-29,0.0
2017-03-30,-2.0833
2017-03-31,-14.1844
2017-04-03,5.7851
2017-04-04,-3.125
2017-04-05,-2.4194
2017-04-06,12.3967
2017-04-07,11.7647
2017-04-10,5.2632
2017-04-11,-5.625
2017-04-12,0.0
2017-04-13,0.6623
2017-04-18,-10.526299999999999
2017-04-19,-2.9412000000000003
2017-04-20,-2.2727
2017-04-21,-3.876
2017-04-24,12.9032
2017-04-25,-7.1429
2017-04-26,-7.6923
2017-04-27,-13.3333
2017-04-28,-17.3077
2017-05-01,30.2326
2017-05-02,-10.7143
2017-05-03,-21.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-08,-29.1139
2017-05-09,-28.5714
2017-05-10,3.75
2017-05-11,9.6386
2017-05-12,14.2857
2017-05-15,10.5769
2017-05-16,13.913
2017-05-17,2.2901
2017-05-18,-10.4478
2017-05-19,-4.1667
2017-05-22,18.2609
2017-05-23,5.8824
2017-05-24,0.0
2017-05-25,-11.1111
2017-05-26,-12.5
2017-05-30,-14.2857
2017-05-31,8.3333
2017-06-01,-7.6923
2017-06-02,2.0833
2017-06-05,-10.2041
2017-06-06,1.8182
2017-06-07,23.2143
2017-06-08,-5.7971
2017-06-09,-7.6923
2017-06-12,0.0
2017-06-14,-15.0
2017-06-16,17.647100000000002
2017-06-19,-33.3333
2017-06-21,25.0
2017-06-22,4.0
2017-06-23,9.6154
2017-06-26,-12.2807
2017-06-27,0.0
2017-06-28,-18.0
2017-06-29,28.0488
2017-06-30,6.6667
2017-07-03,-28.5714
2017-07-05,-15.0
2017-07-06,0.0
2017-07-07,-2.9412000000000003
2017-07-10,-24.2424
2017-07-11,-4.0
2017-07-12,4.1667
2017-07-13,46.2
2017-07-14,-34.3365
2017-07-17,50.0
2017-07-19,2.7778
2017-07-20,35.1351
2017-07-21,10.0
2017-07-24,-12.7273
2017-07-25,0.0
2017-07-26,-37.5
2017-07-27,6.6667
2017-08-01,56.25
2017-08-02,0.0
2017-08-03,-30.0
2017-08-04,2.8571
2017-08-07,0.0
2017-08-08,11.1111
2017-08-09,-27.5
2017-08-10,0.0
2017-08-11,3.4483
2017-08-14,-10.0
2017-08-15,11.1111
2017-08-16,-3.3333
2017-08-17,3.4483
2017-08-18,-16.6667
2017-08-21,36.0
2017-08-22,-14.7059
2017-08-23,-20.7241
2017-08-24,30.4915
2017-08-25,0.0
2017-08-28,-33.3333
2017-08-29,0.0
2017-08-30,175.0
2017-08-31,223.6364
2017-09-01,-18.5393
2017-09-05,-23.4483
2017-09-06,-52.2523
2017-09-07,-5.6604
2017-09-08,-24.0
2017-09-11,-10.526299999999999
2017-09-12,-11.7647
2017-09-13,-13.3333
2017-09-14,-11.538499999999999
2017-09-15,26.087
2017-09-18,0.0
2017-09-19,-13.7931
2017-09-20,-20.0
2017-09-21,-10.0
2017-09-22,22.2222
2017-09-25,-4.5455
2017-09-26,0.0
2017-09-27,-9.5238
2017-09-28,-10.526299999999999
2017-09-29,9.4118
2017-10-02,12.9032
2017-10-03,9.5238
2017-10-04,13.0435
2017-10-05,-38.4615
2017-10-06,12.5
2017-10-09,-5.5556
2017-10-10,-5.8824
2017-10-11,0.0
2017-10-12,-12.5
2017-10-13,-14.2857
2017-10-16,-11.6667
2017-10-17,-15.0943
2017-10-18,-11.1111
2017-10-19,0.0
2017-10-20,6.25
2017-10-23,-11.7647
2017-10-24,-6.6667
2017-10-25,-5.7143
2017-10-26,-9.0909
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,16.6667
2017-11-01,-28.5714
2017-11-02,60.0
2017-11-03,-12.5
2017-11-06,-14.2857
2017-11-07,-16.6667
2017-11-08,-20.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,-2.5
2017-11-14,-23.0769
2017-11-15,-30.6667
2017-11-16,44.2308
2017-11-17,33.3333
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,25.0
2017-11-24,-20.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,-25.0
2017-11-30,0.0
2017-12-01,-33.3333
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,-50.0
2017-12-13,100.0
2017-12-14,0.0
2017-12-15,-50.0
2017-12-18,100.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,-50.0
2017-12-22,0.0
2017-12-26,100.0
2017-12-27,-50.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,100.0
2018-01-04,-50.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,100.0
2018-01-24,0.0
2018-01-25,-50.0
2018-01-26,100.0
2018-01-29,-50.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,100.0
2018-02-20,-50.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,-90.0
2018-03-27,900.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-16,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-20,0.0
2018-06-22,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-07-02,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-23,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-03,0.0
2018-08-09,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-27,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-09-06,0.0
2018-09-11,0.0
2018-09-20,0.0
2018-09-27,0.0
2018-09-28,-99.0
2018-10-01,9900.0
2018-10-02,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-16,0.0
2018-10-17,100.0
2018-10-18,-50.0
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,0.0
2018-10-29,0.0
2018-10-31,0.0
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-14,0.0
2018-11-19,0.0
2018-11-30,0.0
2018-12-10,0.0
2018-12-11,-99.0
2018-12-12,9900.0
2018-12-13,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-21,0.0
2018-12-26,0.0
2018-12-28,0.0
2018-12-31,-90.0
2019-01-02,900.0
2019-01-03,0.0
2019-01-08,0.0
2019-01-10,0.0
2019-01-16,0.0
2019-01-17,0.0
2019-01-22,0.0
2019-01-29,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-07,0.0
2019-02-11,0.0
2019-02-15,0.0
2019-02-21,0.0
2019-02-26,0.0
2019-02-28,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-13,-99.0
2019-03-14,9900.0
2019-03-15,0.0
2019-03-19,0.0
2019-03-26,0.0
2019-03-27,-99.0
2019-03-28,9900.0
2019-04-01,0.0
2019-04-02,-99.0
2019-04-03,9900.0
2019-04-04,0.0
2019-04-09,-99.0
2019-04-11,9900.0
2019-04-30,0.0
2019-05-02,0.0
2019-05-14,0.0
2019-05-15,-99.0
2019-05-16,0.0
2019-05-23,9900.0
2019-05-29,-99.0
2019-05-30,9900.0
2019-05-31,-99.0
2019-06-03,9900.0
2019-06-04,0.0
2019-06-05,-99.0
2019-06-06,9900.0
2019-06-07,-99.0
2019-06-10,9900.0
2019-06-17,0.0
2019-06-19,-99.0
2019-06-20,9900.0
2019-06-21,0.0
2019-06-25,-99.0
2019-06-27,9900.0
2019-07-01,0.0
2019-07-22,0.0
2019-07-23,-50.0
2019-07-25,-98.0
2019-07-26,9900.0
2019-08-16,-99.0
2019-08-19,9900.0
2019-08-21,0.0
2019-08-27,0.0
2019-10-04,-99.0
2019-10-11,9900.0
2019-10-17,0.0
2019-10-22,0.0
2019-10-24,0.0
2019-10-28,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-12-12,-99.0
2019-12-20,9900.0
2019-12-27,-99.0
2019-12-30,9900.0
2019-12-31,0.0
2020-01-06,0.0
2020-01-15,0.0
2020-02-05,-99.0
2020-02-06,9900.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-14,0.0
2020-03-12,-99.0
2020-03-13,9900.0
2020-03-16,0.0
2020-03-20,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-21,-99.0
2020-04-22,9900.0
2020-04-23,0.0
2020-05-19,-99.0
2020-05-20,9900.0
2020-05-26,0.0
2020-06-05,-99.0
2020-06-08,0.0
2020-06-09,9900.0
2020-06-10,0.0
2020-06-17,0.0
2020-06-23,0.0
2020-07-14,0.0
2020-07-27,-99.0
2020-07-28,0.0
2020-07-29,9900.0
