ticker,GRBK US Equity
2007-11-01,-3.0965
2007-11-02,-2.0677
2007-11-05,-1.3436
2007-11-06,1.1673
2007-11-07,1.1538
2007-11-08,5.3232
2007-11-09,-7.7617
2007-11-12,-4.3053
2007-11-13,-4.7035
2007-11-14,6.2232
2007-11-15,-1.2121
2007-11-16,2.2495
2007-11-19,-6.8
2007-11-20,-7.7253
2007-11-21,-1.8605
2007-11-23,-4.2654
2007-11-26,3.4653
2007-11-27,2.0096
2007-11-28,-1.2664
2007-11-29,14.9644
2007-11-30,3.0992
2007-12-03,2.2044
2007-12-04,3.1373
2007-12-05,1.3308
2007-12-06,-3.0019
2007-12-07,-3.675
2007-12-10,5.0201
2007-12-11,2.8681
2007-12-12,1.6729
2007-12-13,3.4735
2007-12-14,7.7739
2007-12-17,2.2951
2007-12-18,-0.1603
2007-12-19,1.9262000000000001
2007-12-20,8.3465
2007-12-21,3.0523
2007-12-24,2.8209
2007-12-26,-2.6063
2007-12-27,-2.8169
2007-12-28,-1.0145
2007-12-31,2.9283
2008-01-02,-0.7112
2008-01-03,3.7249
2008-01-04,-0.4144
2008-01-07,0.2774
2008-01-08,0.6916
2008-01-09,-3.9835000000000003
2008-01-10,-0.1431
2008-01-11,-2.5788
2008-01-14,-1.0294
2008-01-15,-3.7147
2008-01-16,1.8519
2008-01-17,0.9091
2008-01-18,-4.0541
2008-01-22,0.939
2008-01-23,-0.9302
2008-01-24,0.939
2008-01-25,0.7752
2008-01-28,0.0
2008-01-29,-0.1538
2008-01-30,-0.7704
2008-01-31,0.1553
2008-02-01,0.0
2008-02-04,-1.8605
2008-02-05,-1.8957000000000002
2008-02-06,-0.161
2008-02-07,0.0
2008-02-08,1.129
2008-02-11,-0.7974
2008-02-12,-9.9678
2008-02-13,-3.0357
2008-02-14,4.0516
2008-02-15,5.1327
2008-02-19,6.734
2008-02-20,-0.7886
2008-02-21,-4.1335
2008-02-22,-3.6484
2008-02-25,-1.2048
2008-02-26,0.1742
2008-02-27,0.0
2008-02-28,0.0
2008-02-29,-2.7826
2008-03-03,-5.1878
2008-03-04,-9.3396
2008-03-05,0.9365
2008-03-06,-9.2784
2008-03-07,-3.4091
2008-03-10,-3.5294
2008-03-11,7.3171
2008-03-12,1.1364
2008-03-13,-3.3708
2008-03-14,-6.8372
2008-03-17,-1.6475
2008-03-18,4.5685
2008-03-19,-7.2816
2008-03-20,7.3298
2008-03-24,8.7805
2008-03-25,0.8969
2008-03-26,2.0
2008-03-27,3.4858000000000002
2008-03-28,1.8947
2008-03-31,-5.3719
2008-04-01,3.7118
2008-04-02,-0.4211
2008-04-03,0.4228
2008-04-04,0.0
2008-04-07,-0.4211
2008-04-08,-1.2685
2008-04-09,-3.212
2008-04-10,1.3274
2008-04-11,-1.7467000000000001
2008-04-14,-5.1111
2008-04-15,-2.8103
2008-04-16,-2.6506
2008-04-17,1.9802
2008-04-18,0.0
2008-04-21,-0.2427
2008-04-22,-6.0827
2008-04-23,7.513
2008-04-24,-2.4096
2008-04-25,3.7037
2008-04-28,-3.5714
2008-04-29,-3.7037
2008-04-30,2.3077
2008-05-01,-0.2506
2008-05-02,4.5226
2008-05-05,-5.2885
2008-05-06,-0.7614
2008-05-07,0.7673
2008-05-08,-4.0609
2008-05-09,0.2646
2008-05-12,0.7916
2008-05-13,2.356
2008-05-14,-6.9054
2008-05-15,-2.4725
2008-05-16,-5.6338
2008-05-19,9.2537
2008-05-20,3.5519
2008-05-21,4.2216
2008-05-22,2.5285
2008-05-23,3.2131
2008-05-27,-1.6745999999999999
2008-05-28,1.4599
2008-05-29,0.4796
2008-05-30,4.2959
2008-06-02,-1.6018
2008-06-03,15.3488
2008-06-04,-8.2661
2008-06-05,3.0769
2008-06-06,1.0661
2008-06-09,-7.1756
2008-06-10,-7.7247
2008-06-11,-3.9409
2008-06-12,-24.1026
2008-06-13,5.4054
2008-06-16,6.4103
2008-06-17,-7.5301
2008-06-18,-4.5603
2008-06-19,4.0956
2008-06-20,0.3279
2008-06-23,-1.9607999999999999
2008-06-24,-2.3333
2008-06-25,-10.5802
2008-06-26,-1.9083999999999999
2008-06-27,1.1673
2008-06-30,-1.9231
2008-07-01,1.9607999999999999
2008-07-02,0.0
2008-07-03,0.0
2008-07-07,2.6875
2008-07-08,-0.3652
2008-07-09,-3.388
2008-07-10,-1.9455
2008-07-11,-0.3968
2008-07-14,0.7968
2008-07-15,-0.3953
2008-07-16,3.1746
2008-07-17,-3.4615
2008-07-18,3.9840999999999998
2008-07-21,-1.1494
2008-07-22,-1.5504
2008-07-23,2.3622
2008-07-24,-3.0769
2008-07-25,0.3968
2008-07-28,1.1858
2008-07-29,-1.5625
2008-07-30,0.005
2008-07-31,1.9790999999999999
2008-08-01,-0.7782
2008-08-04,-0.3922
2008-08-05,-1.1811
2008-08-06,0.0
2008-08-07,1.992
2008-08-08,1.5625
2008-08-11,-3.0769
2008-08-12,-63.0952
2008-08-13,39.7849
2008-08-14,38.4615
2008-08-15,-11.1111
2008-08-18,-12.5078
2008-08-19,-2.8395
2008-08-20,-5.1558
2008-08-21,-5.4264
2008-08-22,-2.459
2008-08-25,-4.2017
2008-08-26,-0.8772
2008-08-27,-6.1947
2008-08-28,12.2642
2008-08-29,19.3277
2008-09-02,-9.1549
2008-09-03,-0.7752
2008-09-04,-4.6973
2008-09-05,0.83
2008-09-08,1.626
2008-09-09,-16.0
2008-09-10,-3.8095
2008-09-11,-2.9703
2008-09-12,3.0612
2008-09-15,-6.9307
2008-09-16,-3.1915
2008-09-17,-20.9341
2008-09-18,22.3072
2008-09-19,3.4091
2008-09-22,-5.5082
2008-09-23,-8.1262
2008-09-24,-10.1266
2008-09-25,-4.2254
2008-09-26,-2.9412000000000003
2008-09-29,-9.1098
2008-09-30,-9.9812
2008-10-01,5.5556
2008-10-02,1.7544
2008-10-03,-18.9655
2008-10-06,12.766
2008-10-07,0.0
2008-10-08,-11.2972
2008-10-09,-12.7892
2008-10-10,2.3171
2008-10-13,4.8868
2008-10-14,0.0
2008-10-15,-13.6364
2008-10-16,-2.6316
2008-10-17,2.4324
2008-10-20,8.1794
2008-10-21,2.6829
2008-10-22,-0.2375
2008-10-23,21.4286
2008-10-24,-7.8431
2008-10-27,-4.2553
2008-10-28,33.3333
2008-10-29,6.6667
2008-10-30,-20.3125
2008-10-31,1.8873
2008-11-03,-3.7768
2008-11-04,14.025
2008-11-05,28.0421
2008-11-06,-12.3288
2008-11-07,-10.752
2008-11-10,-24.7182
2008-11-11,4.5349
2008-11-12,-15.4616
2008-11-13,21.0526
2008-11-14,-4.3478
2008-11-17,2.2727
2008-11-18,-13.3333
2008-11-19,-20.5128
2008-11-20,7.3589
2008-11-21,2.0094
2008-11-24,17.673000000000002
2008-11-25,-2.378
2008-11-26,-2.5641
2008-11-28,10.526299999999999
2008-12-01,-21.4286
2008-12-02,18.1818
2008-12-03,2.5641
2008-12-04,-15.0
2008-12-05,17.647100000000002
2008-12-08,7.75
2008-12-09,-7.1926
2008-12-10,7.5
2008-12-11,-6.2791
2008-12-12,-8.0955
2008-12-15,-2.8012
2008-12-16,19.4444
2008-12-17,-11.6279
2008-12-18,10.526299999999999
2008-12-19,0.0
2008-12-22,11.9048
2008-12-23,-12.766
2008-12-24,-22.9573
2008-12-26,29.7982
2008-12-29,-7.3171
2008-12-30,-7.8947
2008-12-31,0.0
2009-01-02,11.4286
2009-01-05,5.1282
2009-01-06,7.3171
2009-01-07,2.2727
2009-01-08,4.4444
2009-01-09,-4.2553
2009-01-12,4.4444
2009-01-13,-2.1277
2009-01-14,-15.2174
2009-01-15,20.5128
2009-01-16,-2.1277
2009-01-20,-15.2174
2009-01-21,12.8205
2009-01-22,-9.0909
2009-01-23,2.5
2009-01-26,-2.3171
2009-01-27,-0.1248
2009-01-28,0.5
2009-01-29,-0.4975
2009-01-30,2.5
2009-02-02,2.439
2009-02-03,-2.3810000000000002
2009-02-04,0.0
2009-02-05,-3.5061
2009-02-06,-9.0047
2009-02-09,16.3889
2009-02-10,-4.6241
2009-02-11,-4.9109
2009-02-12,7.8947
2009-02-13,0.0
2009-02-17,-14.6341
2009-02-18,-11.4286
2009-02-19,29.0323
2009-02-20,-7.5
2009-02-23,-13.4797
2009-02-24,-0.039
2009-02-25,0.0
2009-02-26,3.8672
2009-02-27,-3.7232
2009-03-02,9.375
2009-03-03,-11.4286
2009-03-04,3.2258
2009-03-05,-1.5234
2009-03-06,11.067
2009-03-09,-17.1429
2009-03-10,0.0
2009-03-11,-10.0
2009-03-12,14.9425
2009-03-13,16.6667
2009-03-16,-2.8571
2009-03-17,-8.8235
2009-03-18,6.4919
2009-03-19,12.0788
2009-03-20,2.7365
2009-03-23,-0.0329
2009-03-24,-5.2632
2009-03-25,2.7778
2009-03-26,4.0541
2009-03-27,-1.2987
2009-03-30,-5.2632
2009-03-31,2.7778
2009-04-01,-8.1081
2009-04-02,0.0
2009-04-03,-11.7647
2009-04-06,10.0
2009-04-07,-3.0303
2009-04-08,-9.375
2009-04-09,8.0603
2009-04-13,2.2138
2009-04-14,-9.4634
2009-04-15,10.3448
2009-04-16,-6.25
2009-04-17,0.0
2009-04-20,0.0
2009-04-21,-5.0
2009-04-22,-12.2807
2009-04-23,23.875
2009-04-24,-9.5863
2009-04-27,14.2857
2009-04-28,0.0
2009-04-29,0.0
2009-04-30,-3.125
2009-05-01,3.2258
2009-05-04,-2.6562
2009-05-05,50.8828
2009-05-06,34.0426
2009-05-07,14.2857
2009-05-08,68.0556
2009-05-11,19.8347
2009-05-12,-17.7802
2009-05-13,-16.9489
2009-05-14,-19.2021
2009-05-15,1.25
2009-05-18,-16.0494
2009-05-19,7.2518
2009-05-20,9.6923
2009-05-21,-8.75
2009-05-22,-6.3014
2009-05-26,2.3392
2009-05-27,3.3571
2009-05-28,-4.6303
2009-05-29,-13.0435
2009-06-01,8.3333
2009-06-02,-4.6154
2009-06-03,-1.6129
2009-06-04,0.0
2009-06-05,-1.6393
2009-06-08,-0.6667
2009-06-09,5.7047
2009-06-10,14.2857
2009-06-11,15.2778
2009-06-12,1.2048
2009-06-15,-1.1905000000000001
2009-06-16,-3.6145
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,-8.75
2009-06-22,-10.9589
2009-06-23,6.1538
2009-06-24,-15.942
2009-06-25,8.6207
2009-06-26,3.1746
2009-06-29,-3.0769
2009-06-30,-0.7937
2009-07-01,20.0
2009-07-02,-4.0417
2009-07-06,-8.2762
2009-07-07,1.4959
2009-07-08,-7.4627
2009-07-09,-3.2258
2009-07-10,0.0
2009-07-13,1.6667
2009-07-14,3.2787
2009-07-15,-9.5238
2009-07-16,3.5088
2009-07-17,3.3898
2009-07-20,-1.6393
2009-07-21,-3.3333
2009-07-22,0.0
2009-07-23,1.7241
2009-07-24,6.7797
2009-07-27,-6.3492
2009-07-28,5.0847
2009-07-29,-1.6431
2009-07-30,-4.8888
2009-07-31,3.4483
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,-1.6667
2009-08-07,-1.6949
2009-08-10,8.6207
2009-08-11,0.7937
2009-08-12,6.8701
2009-08-13,1.6762000000000001
2009-08-14,-5.7971
2009-08-17,-7.6923
2009-08-18,10.0
2009-08-19,-3.0303
2009-08-20,-3.125
2009-08-21,0.0
2009-08-24,9.6774
2009-08-25,-5.8824
2009-08-26,-0.7812
2009-08-27,-2.3622
2009-08-28,0.0
2009-08-31,-1.6129
2009-09-01,4.918
2009-09-02,-4.6875
2009-09-03,1.6393
2009-09-04,0.0
2009-09-08,24.1935
2009-09-09,-2.5974
2009-09-10,-1.3333
2009-09-11,-2.7702999999999998
2009-09-14,-4.1001
2009-09-15,4.3478
2009-09-16,6.9444
2009-09-17,-1.2987
2009-09-18,-10.526299999999999
2009-09-21,0.0
2009-09-22,4.4118
2009-09-23,-5.6338
2009-09-24,0.0
2009-09-25,0.7463
2009-09-28,2.2222
2009-09-29,4.3478
2009-09-30,-5.5556
2009-10-01,50.0
2009-10-02,2.9412000000000003
2009-10-05,-12.381
2009-10-06,-7.663
2009-10-07,0.0589
2009-10-08,-1.1985000000000001
2009-10-09,10.1436
2009-10-12,9.1757
2009-10-13,21.7973
2009-10-14,0.0
2009-10-15,-5.6911000000000005
2009-10-16,-0.8621
2009-10-19,8.6957
2009-10-20,10.4
2009-10-21,8.6957
2009-10-22,-14.6667
2009-10-23,-2.5293
2009-10-26,-2.2142
2009-10-27,-6.5574
2009-10-28,-5.7292
2009-10-29,8.8689
2009-10-30,1.7094
2009-11-02,5.042
2009-11-03,-4.0
2009-11-04,2.9896000000000003
2009-11-05,2.7612
2009-11-06,5.5118
2009-11-09,8.209
2009-11-10,4.1379
2009-11-11,7.2848
2009-11-12,11.7284
2009-11-13,-25.9669
2009-11-16,10.4478
2009-11-17,0.0211
2009-11-18,-3.3988
2009-11-19,0.6993
2009-11-20,5.5556
2009-11-23,-3.9474
2009-11-24,13.6901
2009-11-25,20.491
2009-11-27,1.9
2009-11-30,-5.2993
2009-12-01,37.8238
2009-12-02,34.2105
2009-12-03,-12.3249
2009-12-04,-7.0288
2009-12-07,16.4948
2009-12-08,-0.295
2009-12-09,5.3254
2009-12-10,5.8989
2009-12-11,-3.4483
2009-12-14,-12.3626
2009-12-15,3.4483
2009-12-16,-5.7576
2009-12-17,3.533
2009-12-18,-3.4124
2009-12-21,-1.2822
2009-12-22,-5.2156
2009-12-23,0.3436
2009-12-24,0.2333
2009-12-28,-6.0411
2009-12-29,4.3636
2009-12-30,-3.8327999999999998
2009-12-31,-1.8115999999999999
2010-01-04,10.3321
2010-01-05,16.0535
2010-01-06,0.5764
2010-01-07,-6.5903
2010-01-08,4.8044
2010-01-11,20.8795
2010-01-12,-7.9902999999999995
2010-01-13,-5.2632
2010-01-14,-6.9444
2010-01-15,0.597
2010-01-19,-0.5935
2010-01-20,-3.8806000000000003
2010-01-21,3.4161
2010-01-22,-5.4054
2010-01-25,-3.8095
2010-01-26,3.9604
2010-01-27,-1.9048
2010-01-28,0.9709
2010-01-29,-1.2821
2010-02-01,-1.2987
2010-02-02,8.5526
2010-02-03,-4.5455
2010-02-04,-2.8571
2010-02-05,-9.4771
2010-02-08,2.5271
2010-02-09,6.338
2010-02-10,-6.6225000000000005
2010-02-11,-0.7092
2010-02-12,-1.4285999999999999
2010-02-16,2.8986
2010-02-17,-1.4085
2010-02-18,-1.0714
2010-02-19,0.361
2010-02-22,7.554
2010-02-23,-1.3378
2010-02-24,-1.0169
2010-02-25,-3.4247
2010-02-26,2.8369
2010-03-01,-4.8276
2010-03-02,1.087
2010-03-03,1.4337
2010-03-04,-0.3534
2010-03-05,3.5461
2010-03-08,0.6849
2010-03-09,-4.0816
2010-03-10,-2.4823
2010-03-11,4.0
2010-03-12,1.049
2010-03-15,-1.3841
2010-03-16,-0.7018
2010-03-17,-1.0601
2010-03-18,1.0714
2010-03-19,0.0
2010-03-22,5.3004
2010-03-23,7.047
2010-03-24,-2.8213
2010-03-25,-4.8387
2010-03-26,-0.339
2010-03-29,4.7619
2010-03-30,6.4935
2010-03-31,-10.3659
2010-04-01,-1.0162
2010-04-05,7.8991
2010-04-06,-1.5924
2010-04-07,-3.5599
2010-04-08,1.5709
2010-04-09,-0.8858
2010-04-12,1.3333
2010-04-13,-1.9737
2010-04-14,0.3356
2010-04-15,0.0
2010-04-16,-1.6722000000000001
2010-04-19,1.0204
2010-04-20,-1.6835
2010-04-21,-2.3973
2010-04-22,1.0526
2010-04-23,1.3845
2010-04-26,-1.7124000000000001
2010-04-27,-1.7379
2010-04-28,-2.8369
2010-04-29,-0.7299
2010-04-30,-3.6765
2010-05-03,-9.542
2010-05-04,-10.5485
2010-05-05,-1.8868
2010-05-06,-5.2885
2010-05-07,1.0152
2010-05-10,25.1256
2010-05-11,-3.6145
2010-05-12,7.0833
2010-05-13,1.1673
2010-05-14,-13.8462
2010-05-17,-1.7856999999999998
2010-05-18,-2.2727
2010-05-19,-8.8372
2010-05-20,-12.2545
2010-05-21,5.244
2010-05-24,-2.2099
2010-05-25,-6.2147
2010-05-26,7.2289
2010-05-27,20.7865
2010-05-28,-4.6512
2010-06-01,-7.8049
2010-06-02,4.2328
2010-06-03,1.5228000000000002
2010-06-04,-4.5
2010-06-07,-6.8063
2010-06-08,-16.8539
2010-06-09,4.7297
2010-06-10,9.0323
2010-06-11,-2.3669000000000002
2010-06-14,2.4242
2010-06-15,0.5917
2010-06-16,1.7647
2010-06-17,-3.4682
2010-06-18,-0.5988
2010-06-21,-4.8193
2010-06-22,8.2278
2010-06-23,1.1696
2010-06-24,-8.0925
2010-06-25,-2.5157
2010-06-28,-5.8065
2010-06-29,-6.8493
2010-06-30,-2.2059
2010-07-01,-5.2632
2010-07-02,-6.3492
2010-07-06,-6.7797
2010-07-07,8.1818
2010-07-08,3.7815
2010-07-09,0.4049
2010-07-12,0.8065
2010-07-13,-2.4
2010-07-14,-1.6393
2010-07-15,31.6667
2010-07-16,-6.962
2010-07-19,-8.1633
2010-07-20,7.4074
2010-07-21,-1.3793
2010-07-22,1.3986
2010-07-23,8.9655
2010-07-26,-7.5949
2010-07-27,3.4247
2010-07-28,3.3113
2010-07-29,-3.8462
2010-07-30,3.3333
2010-08-02,-2.5887000000000002
2010-08-03,-9.264
2010-08-04,-5.8394
2010-08-05,0.7752
2010-08-06,-6.1538
2010-08-09,0.8197
2010-08-10,-6.5041
2010-08-11,10.4022
2010-08-12,2.3924
2010-08-13,3.8462
2010-08-16,-3.7037
2010-08-17,-2.3077
2010-08-18,4.7244
2010-08-19,-2.2556
2010-08-20,-0.7692
2010-08-23,0.7752
2010-08-24,-4.6154
2010-08-25,-2.4194
2010-08-26,-2.4793
2010-08-27,-2.5423999999999998
2010-08-30,3.4783
2010-08-31,-1.6806999999999999
2010-09-01,1.7094
2010-09-02,0.0
2010-09-03,1.6806999999999999
2010-09-07,4.9587
2010-09-08,-1.5748
2010-09-09,-3.2
2010-09-10,2.4793
2010-09-13,0.0
2010-09-14,-0.8065
2010-09-15,-4.065
2010-09-16,-0.8475
2010-09-17,-0.8547
2010-09-20,15.5172
2010-09-21,47.7612
2010-09-22,0.6881
2010-09-23,-5.6994
2010-09-24,-10.6117
2010-09-27,32.1035
2010-09-28,-7.6577
2010-09-29,-3.4146
2010-09-30,0.5051
2010-10-01,-6.5327
2010-10-04,4.8387
2010-10-05,23.0769
2010-10-06,17.9167
2010-10-07,2.8269
2010-10-08,-4.811
2010-10-11,-1.8051
2010-10-12,2.9412000000000003
2010-10-13,-1.0714
2010-10-14,-5.2708
2010-10-15,-3.2012
2010-10-18,-6.2992
2010-10-19,-6.7227
2010-10-20,1.8018
2010-10-21,-0.4425
2010-10-22,-5.3333
2010-10-25,-1.8779
2010-10-26,-3.3493
2010-10-27,7.9208
2010-10-28,6.422
2010-10-29,-3.4483
2010-11-01,-8.482099999999999
2010-11-02,0.0
2010-11-03,-0.9756
2010-11-04,9.3596
2010-11-05,-2.2523
2010-11-08,-0.4551
2010-11-09,3.6977
2010-11-10,-2.6786
2010-11-11,1.3761
2010-11-12,-4.5249
2010-11-15,0.0
2010-11-16,-4.2713
2010-11-17,0.0062
2010-11-18,1.4851
2010-11-19,-6.8293
2010-11-22,-1.0471
2010-11-23,-7.4074
2010-11-24,1.7143000000000002
2010-11-26,2.809
2010-11-29,-3.2787
2010-11-30,-6.2147
2010-12-01,-0.6024
2010-12-02,-10.303
2010-12-03,-6.0811
2010-12-06,17.9856
2010-12-07,-1.2195
2010-12-08,-3.0864
2010-12-09,3.1847
2010-12-10,4.9383
2010-12-13,-3.5368
2010-12-14,-4.8708
2010-12-15,-2.5641
2010-12-16,1.9737
2010-12-17,10.9677
2010-12-20,11.0465
2010-12-21,4.1885
2010-12-22,-16.5829
2010-12-23,0.0
2010-12-27,-2.4096
2010-12-28,3.6921
2010-12-29,-2.3701
2010-12-30,-1.2195
2010-12-31,7.4074
2011-01-03,-6.3218
2011-01-04,4.1794
2011-01-05,-0.4785
2011-01-06,-7.1006
2011-01-07,-3.8217
2011-01-10,-0.6623
2011-01-11,-2.6667
2011-01-12,-4.7945
2011-01-13,-2.1583
2011-01-14,1.4706000000000001
2011-01-18,-4.3478
2011-01-19,-3.0303
2011-01-20,-11.7285
2011-01-21,0.0111
2011-01-24,-3.5398
2011-01-25,-3.6696999999999997
2011-01-26,23.8095
2011-01-27,2.3077
2011-01-28,-6.7669
2011-01-31,-8.0645
2011-02-01,-5.2632
2011-02-02,0.9259
2011-02-03,0.0
2011-02-04,-13.7615
2011-02-07,-12.766
2011-02-08,8.5366
2011-02-09,25.4705
2011-02-10,-5.9719
2011-02-11,0.0
2011-02-14,-5.7143
2011-02-15,-4.0404
2011-02-16,0.0
2011-02-17,-3.1579
2011-02-18,3.5326
2011-02-22,-0.2625
2011-02-23,-2.1053
2011-02-24,-3.2124
2011-02-25,-2.2358000000000002
2011-02-28,-2.2727
2011-03-01,0.0
2011-03-02,5.814
2011-03-03,4.2102
2011-03-04,0.6854
2011-03-07,4.7326
2011-03-08,-2.3
2011-03-09,-4.8106
2011-03-10,-4.3212
2011-03-11,0.0351
2011-03-14,-3.3984
2011-03-15,-6.9632
2011-03-16,1.25
2011-03-17,3.7037
2011-03-18,-4.7619
2011-03-21,5.8281
2011-03-22,1.5798
2011-03-23,1.1628
2011-03-24,-0.5747
2011-03-25,-1.5029
2011-03-28,3.2864
2011-03-29,-7.9545
2011-03-30,2.0987999999999998
2011-03-31,-0.8464
2011-04-01,-0.6098
2011-04-04,-6.7331
2011-04-05,-3.5685000000000002
2011-04-06,3.6835
2011-04-07,0.0164
2011-04-08,0.0
2011-04-11,-5.9365
2011-04-12,-2.0979
2011-04-13,-2.1429
2011-04-14,-6.177
2011-04-15,-1.8185
2011-04-18,0.4259
2011-04-19,0.9962
2011-04-20,3.125
2011-04-21,-0.7576
2011-04-25,12.9771
2011-04-26,-4.1892
2011-04-27,0.141
2011-04-28,1.2676
2011-04-29,0.1391
2011-05-02,-0.6944
2011-05-03,4.8951
2011-05-04,-0.6833
2011-05-05,-3.3395
2011-05-06,-1.3889
2011-05-09,0.7306
2011-05-10,-0.7079
2011-05-11,-5.6504
2011-05-12,-8.9552
2011-05-13,-1.6393
2011-05-16,-5.0
2011-05-17,-5.2632
2011-05-18,3.3333
2011-05-19,-1.0753
2011-05-20,1.4493
2011-05-23,-4.4643
2011-05-24,4.6729
2011-05-25,11.607099999999999
2011-05-26,-8.8
2011-05-27,5.0877
2011-05-31,3.5058
2011-06-01,-3.5181
2011-06-02,0.0
2011-06-03,-3.0613
2011-06-06,-5.152
2011-06-07,1.8182
2011-06-08,-5.0223
2011-06-09,5.2879
2011-06-10,-2.5223
2011-06-13,-6.572
2011-06-14,3.9215999999999998
2011-06-15,-2.2406
2011-06-16,0.3619
2011-06-17,-4.8077
2011-06-20,-5.0505
2011-06-21,-4.2287
2011-06-22,4.4154
2011-06-23,1.4894
2011-06-24,-10.8753
2011-06-27,3.499
2011-06-28,-5.6818
2011-06-29,-0.6024
2011-06-30,-0.1667
2011-07-01,4.4165
2011-07-05,2.3256
2011-07-06,-4.517
2011-07-07,0.0595
2011-07-08,2.2896
2011-07-11,-0.6977
2011-07-12,-1.6101
2011-07-13,-0.0298
2011-07-14,3.5714
2011-07-15,-5.7759
2011-07-18,-4.849
2011-07-19,-2.5641
2011-07-20,3.9474
2011-07-21,-3.75
2011-07-22,4.3893
2011-07-25,-4.252
2011-07-26,5.2632
2011-07-27,0.0
2011-07-28,-0.5781
2011-07-29,-2.4674
2011-08-01,-1.9981
2011-08-02,-0.0329
2011-08-03,5.0
2011-08-04,-12.0301
2011-08-05,-0.2849
2011-08-08,-14.2857
2011-08-09,5.0
2011-08-10,4.6627
2011-08-11,2.7866999999999997
2011-08-12,-8.5208
2011-08-15,3.5484
2011-08-16,5.5685
2011-08-17,-1.8258999999999999
2011-08-18,-3.8136
2011-08-19,-6.25
2011-08-22,0.0
2011-08-23,3.0417
2011-08-24,0.2831
2011-08-25,-10.9274
2011-08-26,5.0249
2011-08-29,-1.0345
2011-08-30,-2.439
2011-08-31,1.0714
2011-09-01,-1.0601
2011-09-02,0.7589
2011-09-06,0.3101
2011-09-07,4.5495
2011-09-08,-5.3654
2011-09-09,-0.7143
2011-09-12,3.9119
2011-09-13,0.3894
2011-09-14,3.1034
2011-09-15,-4.0134
2011-09-16,-9.4077
2011-09-19,4.2788
2011-09-20,3.2734
2011-09-21,-8.0357
2011-09-22,-2.9126
2011-09-23,-20.0
2011-09-26,0.0
2011-09-27,-1.4375
2011-09-28,1.4585
2011-09-29,-9.8125
2011-09-30,5.3361
2011-10-03,-6.0526
2011-10-04,-12.0448
2011-10-05,4.4586
2011-10-06,9.5655
2011-10-07,7.5826
2011-10-10,23.1167
2011-10-11,0.8403
2011-10-12,8.3333
2011-10-13,-7.6923
2011-10-14,1.25
2011-10-17,-5.3498
2011-10-18,8.6957
2011-10-19,-7.6
2011-10-20,-2.5974
2011-10-21,-2.2778
2011-10-24,-2.2172
2011-10-25,2.3256
2011-10-26,-4.5455
2011-10-27,17.4702
2011-10-28,54.041
2011-10-31,34.2105
2011-11-01,-13.7255
2011-11-02,-2.2727
2011-11-03,20.9302
