ticker,CYDY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-18,223.0769
2005-11-21,26.1905
2005-11-22,3.7736
2005-11-23,-12.7273
2005-11-25,-2.0833
2005-11-28,7.4468
2005-11-29,-16.8317
2005-11-30,14.2857
2005-12-01,-16.6667
2005-12-02,-5.0
2005-12-05,0.0
2005-12-06,18.4211
2005-12-07,-33.3333
2005-12-08,36.6667
2005-12-09,-14.6341
2005-12-12,-8.5714
2005-12-13,18.75
2005-12-14,5.2632
2005-12-15,-5.0
2005-12-21,-15.7895
2005-12-22,9.375
2005-12-23,8.5714
2005-12-27,-7.8947
2005-12-29,0.0
2005-12-30,5.7143
2006-01-05,-5.4054
2006-01-06,8.5714
2006-01-09,0.0
2006-01-10,-5.2632
2006-01-11,0.0
2006-01-12,0.0
2006-01-13,5.5556
2006-01-17,0.0
2006-01-19,0.0
2006-01-20,-5.2632
2006-01-24,0.0
2006-01-25,0.0
2006-01-26,-5.5556
2006-01-30,0.0
2006-01-31,-5.8824
2006-02-01,0.0
2006-02-02,-15.625
2006-02-03,14.8148
2006-02-06,0.0
2006-02-07,-12.9032
2006-02-08,11.1111
2006-02-09,3.3333
2006-02-10,0.0
2006-02-13,6.4516
2006-02-14,9.0909
2006-02-15,25.0
2006-02-16,0.0
2006-02-17,0.0
2006-02-21,4.4444
2006-02-22,-2.1277
2006-02-23,0.8696
2006-02-24,5.6034
2006-02-27,0.0
2006-02-28,2.0408
2006-03-01,0.0
2006-03-02,0.0
2006-03-03,0.0
2006-03-06,0.0
2006-03-07,4.0
2006-03-08,0.0
2006-03-09,0.0
2006-03-10,3.8462
2006-03-13,0.0
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,0.0
2006-03-17,0.0
2006-03-20,-0.7407
2006-03-21,0.0
2006-03-22,4.4776
2006-03-23,0.0
2006-03-24,3.5714
2006-03-27,0.0
2006-03-28,3.4483
2006-03-29,-0.6667
2006-03-30,-1.0067
2006-03-31,-5.4237
2006-04-03,8.9606
2006-04-04,-0.6579
2006-04-05,-1.3245
2006-04-06,0.0
2006-04-07,0.6711
2006-04-10,-0.6667
2006-04-11,0.0
2006-04-12,0.0
2006-04-13,0.0
2006-04-17,-0.3356
2006-04-19,-5.7239
2006-04-20,0.0
2006-04-26,-1.7856999999999998
2006-04-27,-9.0909
2006-04-28,4.0
2006-05-01,0.0
2006-05-02,0.0
2006-05-03,-5.7692
2006-05-08,-14.2857
2006-05-09,16.6667
2006-05-10,14.2857
