ticker,CBDS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-23,0.0
2010-06-21,-33.3333
2010-06-25,0.0
2010-07-06,1.0
2010-12-30,23.7624
2011-03-10,-19.2
2011-03-22,-25.7426
2012-02-22,40.0
2012-03-12,-76.1905
2012-03-26,104.0
2012-03-27,0.0
2012-03-30,47.0588
2012-04-19,-65.3333
2012-04-20,96.1538
2012-04-25,0.0
2012-05-25,0.0
2012-05-30,0.0
2012-05-31,0.0
2012-06-13,0.0
2012-06-18,0.0
2012-09-14,0.0
2012-11-12,65.2941
2013-04-29,-39.5018
2013-08-29,39.2157
2013-12-12,76.0563
2013-12-13,0.0
2013-12-16,0.0
2013-12-24,-20.0
2013-12-26,0.0
2013-12-31,-25.0
2014-01-02,186.6667
2014-01-03,22.7907
2014-01-06,45.8333
2014-01-07,192.2078
2014-01-08,-28.8889
2014-01-09,18.75
2014-01-10,12.0
2014-01-13,-15.3195
2014-01-14,3.7736
2014-01-15,12.2995
2014-01-16,54.8571
2014-01-17,-23.6777
2014-01-21,7.9774
2014-01-22,19.4776
2014-01-23,-6.3086
2014-01-24,-8.5333
2014-01-27,-19.8251
2014-01-28,-2.7273
2014-01-29,-15.7944
2014-01-30,5.4384
2014-01-31,2.1053
2014-02-03,8.2474
2014-02-04,-5.5238
2014-02-05,3.8306
2014-02-06,-0.4854
2014-02-07,-2.439
2014-02-10,-5.5
2014-02-11,-21.6931
2014-02-12,-6.7568
2014-02-13,1.9565000000000001
2014-02-14,31.059
2014-02-18,6.833
2014-02-19,-3.5533
2014-02-20,-6.8421
2014-02-21,1.6949
2014-02-24,2.2222
2014-02-25,0.1087
2014-02-26,45.494
2014-02-27,-13.9552
2014-02-28,-4.5967
2014-03-03,-8.6364
2014-03-04,9.4527
2014-03-05,18.1818
2014-03-06,-9.2308
2014-03-07,-3.8136
2014-03-10,7.9295
2014-03-11,-1.2245
2014-03-12,-1.8182
2014-03-13,-7.4074
2014-03-14,-4.5455
2014-03-17,5.2381
2014-03-18,4.5249
2014-03-19,0.6061
2014-03-20,-10.9294
2014-03-21,-3.3816
2014-03-24,-10.0
2014-03-25,1.8889
2014-03-26,-4.0349
2014-03-27,-7.6136
2014-03-28,-0.369
2014-03-31,-3.0864
2014-04-01,-17.1975
2014-04-02,17.6923
2014-04-03,3.9215999999999998
2014-04-04,-5.7862
2014-04-07,-3.8718
2014-04-08,-5.5556
2014-04-09,4.4118
2014-04-10,-7.7465
2014-04-11,4.9618
2014-04-14,-4.7273
