ticker,ALTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-01,40.8462
2017-11-02,-4.9153
2017-11-03,11.2579
2017-11-06,-2.065
2017-11-07,2.8466
2017-11-08,4.3567
2017-11-09,0.1965
2017-11-10,1.7647
2017-11-13,4.6243
2017-11-14,2.9466
2017-11-15,5.0537
2017-11-16,1.9157
2017-11-17,0.919
2017-11-20,2.4834
2017-11-21,-1.0501
2017-11-22,-2.2857
2017-11-24,4.01
2017-11-27,-9.0361
2017-11-28,5.3863
2017-11-29,-7.2476
2017-11-30,1.1292
2017-12-01,4.7789
2017-12-04,-6.6495999999999995
2017-12-05,-1.5525
2017-12-06,-2.5046
2017-12-07,5.6137
2017-12-08,-2.7027
2017-12-11,6.8519
2017-12-12,-3.2929
2017-12-13,-3.9427
2017-12-14,-2.0522
2017-12-15,1.2381
2017-12-18,6.444
2017-12-19,-0.1768
2017-12-20,2.8773999999999997
2017-12-21,4.9484
2017-12-22,-5.1661
2017-12-26,-0.4323
2017-12-27,2.5185
2017-12-28,2.9648
2017-12-29,-1.6042999999999998
2018-01-02,1.4632
2018-01-03,3.2138
2018-01-04,-0.519
2018-01-05,0.321
2018-01-08,1.6400000000000001
2018-01-09,4.6832
2018-01-10,5.2256
2018-01-11,-5.502
2018-01-12,-2.155
2018-01-16,-1.1592
2018-01-17,-2.8147
2018-01-18,2.6146000000000003
2018-01-19,4.8608
2018-01-22,-4.0
2018-01-23,0.8956
2018-01-24,-1.6982
2018-01-25,-1.806
2018-01-26,5.038
2018-01-29,-3.997
2018-01-30,4.1237
2018-01-31,1.2947
2018-02-01,3.3459
2018-02-02,-1.9644
2018-02-05,-0.5566
2018-02-06,-1.4179
2018-02-07,0.3785
2018-02-08,-4.638
2018-02-09,-0.1977
2018-02-12,1.9809999999999999
2018-02-13,-0.0777
2018-02-14,0.3499
2018-02-15,2.8284000000000002
2018-02-16,1.1304
2018-02-20,-2.5708
2018-02-21,-0.956
2018-02-22,0.0
2018-02-23,1.0039
2018-02-26,0.9557
2018-02-27,0.8709
2018-02-28,-1.2012
2018-03-01,-0.266
2018-03-02,0.8762
2018-03-05,0.0378
2018-03-06,3.02
2018-03-07,9.857099999999999
2018-03-08,-2.4683
2018-03-09,0.5472
2018-03-12,2.415
2018-03-13,-1.6938
2018-03-14,-1.3176
2018-03-15,0.9928
2018-03-16,0.2712
2018-03-19,0.0
2018-03-20,7.6741
2018-03-21,-1.2245
2018-03-22,-2.7654
2018-03-23,-0.9153
