ticker,WLDN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-19,-0.2058
2007-04-20,0.0
2007-04-23,0.3093
2007-04-24,1.0277
2007-04-25,0.7121
2007-04-26,0.9091
2007-04-27,0.6006
2007-04-30,-0.597
2007-05-01,-1.4014
2007-05-02,-0.8122
2007-05-03,0.8188
2007-05-04,-4.5685
2007-05-07,-0.9574
2007-05-08,0.9667
2007-05-09,0.5319
2007-05-10,0.0
2007-05-11,-0.1058
2007-05-14,-0.4237
2007-05-15,-2.0213
2007-05-16,0.2172
2007-05-17,2.9252000000000002
2007-05-18,0.0
2007-05-21,-1.0526
2007-05-22,-0.2128
2007-05-24,-0.8529
2007-05-25,1.2903
2007-05-29,-1.2739
2007-05-30,-0.4301
2007-05-31,0.0
2007-06-01,-0.6479
2007-06-04,-1.7391
2007-06-05,-0.4425
2007-06-06,0.0
2007-06-07,0.3333
2007-06-08,0.2215
2007-06-11,1.768
2007-06-12,0.76
2007-06-13,1.0776
2007-06-14,4.1578
2007-06-15,1.8424
2007-06-18,0.5025
2007-06-19,-0.5
2007-06-20,0.3015
2007-06-21,0.9018
2007-06-22,-1.3902999999999999
2007-06-25,-2.2155
2007-06-26,-1.6478000000000002
2007-06-27,-0.8377
2007-06-28,0.3168
2007-06-29,4.1053
2007-07-02,-0.91
2007-07-03,-0.8163
2007-07-05,-0.4115
2007-07-06,-1.0318
2007-07-09,0.2075
2007-07-10,1.9792
2007-07-11,1.43
2007-07-12,-1.3092
2007-07-13,-0.8163
2007-07-16,-1.1317
2007-07-17,0.5203
2007-07-18,1.5528
2007-07-19,0.3058
2007-07-20,0.4065
2007-07-23,0.2024
2007-07-24,0.5051
2007-07-25,-1.005
2007-07-26,-0.9137
2007-07-27,-0.2049
2007-07-30,1.8479999999999999
2007-07-31,-0.7056
2007-08-01,-0.1015
2007-08-02,5.8943
2007-08-03,-2.2073
2007-08-06,-1.8646
2007-08-07,-0.7
2007-08-08,0.9063
2007-08-09,-0.1996
2007-08-10,-3.1
2007-08-13,0.2064
2007-08-14,1.5448
2007-08-15,1.217
2007-08-16,-1.002
2007-08-17,0.8097
2007-08-20,-0.2008
2007-08-21,0.9054
2007-08-22,1.4955
2007-08-23,-0.5894
2007-08-24,1.2846
2007-08-27,1.1707
2007-08-28,0.9643
2007-08-29,0.191
2007-08-30,-1.7159
2007-08-31,0.679
2007-09-04,-1.7341
2007-09-05,0.5882
2007-09-06,0.7797
2007-09-07,-2.2244
2007-09-10,1.3848
2007-09-11,-0.2927
2007-09-12,-0.4892
2007-09-13,-0.1967
2007-09-14,0.7882
2007-09-17,0.2933
2007-09-18,-0.4873
2007-09-19,0.4897
2007-09-20,0.0975
2007-09-21,-0.5842
2007-09-24,-0.0979
2007-09-25,0.0
2007-09-26,-0.098
2007-09-27,-0.1963
2007-09-28,0.1967
2007-10-01,0.3925
2007-10-02,0.2933
2007-10-03,-0.4873
2007-10-04,-1.665
2007-10-05,-0.498
2007-10-08,-0.2002
2007-10-09,0.4012
2007-10-10,0.3084
2007-10-11,2.5807
2007-10-12,0.0
2007-10-15,0.0
2007-10-16,0.9709
2007-10-17,-0.6731
2007-10-18,-0.8712
2007-10-19,-0.7813
2007-10-22,-1.8700999999999999
2007-10-24,-0.7021
2007-10-25,-2.4242
2007-10-26,0.8385
2007-10-29,-1.8580999999999999
2007-10-30,-5.9623
2007-10-31,-0.0222
2007-11-01,0.5785
2007-11-05,-3.4292
2007-11-06,-10.4238
2007-11-07,-4.0921
2007-11-08,-1.2
2007-11-09,2.1592000000000002
2007-11-12,-3.963
2007-11-13,3.7138999999999998
2007-11-14,-9.0186
2007-11-15,-2.3324
2007-11-16,0.597
2007-11-19,-1.3353
2007-11-20,-2.1053
2007-11-21,-2.3041
2007-11-26,-0.4717
2007-11-27,2.5276
2007-11-28,-0.7704
2007-11-30,-1.8634
2007-12-03,-0.1582
2007-12-04,3.0111
2007-12-05,-2.1538
2007-12-06,0.1572
2007-12-07,0.314
2007-12-10,0.0
2007-12-11,6.4163
2007-12-12,2.2059
2007-12-13,-0.1439
2007-12-14,-5.9078
2007-12-17,1.8377
2007-12-18,0.4511
2007-12-19,-0.1497
2007-12-20,2.6987
2007-12-21,1.3139
2007-12-24,0.0
2007-12-26,4.8991
2007-12-27,-0.2747
2007-12-28,-2.0661
2007-12-31,-3.2349
2008-01-02,0.0
2008-01-03,-3.0523
2008-01-04,3.1484
2008-01-07,-0.8721
2008-01-08,-2.1994
2008-01-09,-2.5487
2008-01-10,-3.0769
2008-01-11,-1.4285999999999999
2008-01-14,-0.4831
2008-01-15,1.6181
2008-01-16,0.7962
2008-01-17,-3.6334999999999997
2008-01-18,-1.6393
2008-01-22,-1.6667
2008-01-23,-0.339
2008-01-24,-0.3401
2008-01-25,2.0478
2008-01-28,-1.7559
2008-01-29,1.1064
2008-01-30,1.0101
2008-01-31,-0.6667
2008-02-01,1.6779
2008-02-04,-0.33
2008-02-05,-1.0596
2008-02-06,0.4016
2008-02-07,-0.1667
2008-02-08,-0.5008
2008-02-11,0.1678
2008-02-12,0.67
2008-02-13,-1.8303
2008-02-15,4.0678
2008-02-19,-2.1173
2008-02-20,1.9967000000000001
2008-02-21,-0.4894
2008-02-22,-4.7541
2008-02-25,1.2048
2008-02-26,1.3605
2008-02-28,-1.0067
2008-02-29,0.1695
2008-03-03,-2.3689
2008-03-04,0.6932
2008-03-06,-3.6145
2008-03-07,0.0
2008-03-10,0.0
2008-03-12,-3.5
2008-03-13,-1.5544
2008-03-14,-2.0677
2008-03-17,-1.3436
2008-03-18,-2.7237
2008-03-19,0.2
2008-03-20,9.98
2008-03-24,0.726
2008-03-25,-0.9009
2008-03-26,0.1818
2008-03-27,2.3593
2008-03-28,4.4326
2008-03-31,0.6791
2008-04-01,0.0
2008-04-02,-0.5059
2008-04-03,0.339
2008-04-04,-0.6757
2008-04-07,0.0
2008-04-08,0.8503
2008-04-09,-0.8432
2008-04-10,-0.8503
2008-04-11,0.0
2008-04-14,-0.3431
2008-04-15,0.0
2008-04-16,0.3442
2008-04-17,0.0
2008-04-18,1.3721999999999999
2008-04-21,-0.3384
2008-04-22,0.0
2008-04-23,0.3396
2008-04-24,0.0
