ticker,SVVC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-20,46.8254
2011-04-21,42.1622
2011-04-25,-16.3498
2011-04-26,-3.8636
2011-04-27,-5.4374
2011-04-28,0.0
2011-04-29,-0.55
2011-05-02,-9.1503
2011-05-03,-5.9768
2011-05-04,11.7128
2011-05-05,-1.2118
2011-05-06,-3.9947
2011-05-09,-0.0049
2011-05-10,-4.6118
2011-05-11,-0.8474
2011-05-12,1.2541
2011-05-13,-3.237
2011-05-16,-4.0767
2011-05-17,3.5813
2011-05-18,2.5765000000000002
2011-05-19,-2.2353
2011-05-20,0.1203
2011-05-23,0.6611
2011-05-24,-0.0597
2011-05-25,-0.5369
2011-05-26,1.3806
2011-05-27,-1.4809999999999999
2011-05-31,2.2249
2011-06-01,-2.9412000000000003
2011-06-02,-1.2121
2011-06-03,-0.184
2011-06-06,-1.0441
2011-06-07,-0.0008
2011-06-08,1.2422
2011-06-09,-1.6564
2011-06-10,0.3743
2011-06-13,-6.2337
2011-06-14,2.2735
2011-06-15,-2.722
2011-06-16,-1.7255
2011-06-17,1.6202
2011-06-20,-2.2682
2011-06-21,2.3891
2011-06-22,-2.2
2011-06-23,-1.9768
2011-06-24,-0.1391
2011-06-27,0.9749
2011-06-28,-0.2759
2011-06-29,0.5533
2011-06-30,4.5392
2011-07-01,0.2632
2011-07-05,-2.4934
2011-07-06,4.7106
2011-07-07,-2.5707
2011-07-08,0.066
2011-07-11,0.4614
2011-07-12,2.0341
2011-07-13,1.2862
2011-07-14,1.9683000000000002
2011-07-15,-0.3736
2011-07-18,3.4375
2011-07-19,0.423
2011-07-20,-3.1889
2011-07-21,-0.425
2011-07-22,-2.6316
2011-07-25,4.2308
2011-07-26,0.0615
2011-07-27,-1.5366
2011-07-28,-0.6242
2011-07-29,-1.8216
2011-08-01,0.5118
2011-08-02,-1.2094
2011-08-03,0.5155
2011-08-04,0.8333
2011-08-05,0.1271
2011-08-08,-7.746
2011-08-09,-0.1376
2011-08-10,13.7147
2011-08-11,10.6667
2011-08-12,-1.0405
2011-08-15,-2.269
2011-08-16,-5.436
2011-08-17,-0.479
2011-08-18,0.7822
2011-08-19,-0.8955
2011-08-22,-2.3494
2011-08-23,2.0975
2011-08-24,-1.5106000000000002
2011-08-25,0.9202
2011-08-26,-1.5198
2011-08-29,-1.1111
2011-08-30,-0.9988
2011-08-31,-2.2383
2011-09-01,1.5800999999999998
2011-09-02,-0.6349
2011-09-06,0.7029
2011-09-07,1.9036
