ticker,ANCE US Equity
2018-01-02,72.973
2018-01-03,-31.25
2018-01-04,3.4091
2018-01-05,12.033
2018-01-08,7.896
2018-01-09,-5.4545
2018-01-10,-13.461500000000001
2018-01-11,-22.2222
2018-01-12,-14.2857
2018-01-16,-13.3333
2018-01-17,15.3846
2018-01-18,-16.6667
2018-01-19,-28.0
2018-01-22,-16.6667
2018-01-23,0.0
2018-01-24,20.0
2018-01-25,-5.5556
2018-01-29,0.0
2018-01-30,76.4706
2018-01-31,0.0
2018-02-01,1.6667
2018-02-02,11.4754
2018-02-05,-39.7059
2018-02-06,17.0244
2018-02-07,-27.0529
2018-02-08,14.2857
2018-02-09,0.0
2018-02-12,-12.5
2018-02-13,14.2857
2018-02-14,80.5
2018-02-15,-25.2078
2018-02-16,24.0741
2018-02-20,-23.8806
2018-02-21,17.647100000000002
2018-02-22,-26.6667
2018-02-23,13.6364
2018-02-26,30.0
2018-02-27,0.0
2018-02-28,-1.5385
2018-03-01,-21.875
2018-03-02,-14.0
2018-03-05,4.6512
2018-03-06,28.8889
2018-03-07,-1.7241
2018-03-09,-21.0526
2018-03-12,-8.8889
2018-03-13,-24.3902
2018-03-14,12.9032
2018-03-15,28.5714
2018-03-19,-4.4444
2018-03-20,16.7442
2018-03-21,-12.3506
2018-03-22,-15.9091
2018-03-23,-8.1081
2018-03-27,13.5294
2018-03-28,-19.6891
2018-03-29,22.5806
2018-04-02,2.6316
2018-04-03,0.0
2018-04-04,-23.0769
2018-04-05,-10.0
2018-04-06,14.8148
2018-04-09,-16.129
2018-04-10,-7.6923
2018-04-13,0.0
2018-04-16,20.8333
2018-04-18,13.7931
2018-04-20,12.1212
2018-04-26,-16.2162
2018-04-27,-22.5806
2018-05-01,16.6667
2018-05-02,-10.7143
2018-05-03,0.0
2018-05-04,-20.0
2018-05-09,10.0
2018-05-10,22.7273
2018-05-16,-50.0
2018-05-17,151.8519
2018-05-18,11.7647
2018-05-21,-21.0526
2018-05-22,20.0
2018-05-24,2.7778
2018-05-25,-18.9189
2018-05-29,3.3333
2018-05-30,-3.2258
2018-05-31,-26.6667
2018-06-01,68.1818
2018-06-04,0.0
2018-06-05,8.1081
2018-06-06,-25.0
2018-06-07,30.0
2018-06-08,0.0
2018-06-11,-46.1538
2018-06-12,-23.8095
2018-06-14,18.75
2018-06-19,5.2632
2018-06-21,45.0
2018-06-22,3.4483
2018-06-26,-43.3333
2018-06-27,17.647100000000002
2018-06-28,20.0
2018-07-02,-29.1667
2018-07-05,0.0
2018-07-09,29.4118
2018-07-11,-45.4545
2018-07-17,16.6667
2018-07-23,36.4286
2018-07-24,4.712
2018-07-27,0.0
2018-07-30,0.0
2018-08-03,-35.0
2018-08-08,15.3846
2018-08-09,33.3333
2018-08-14,-25.0
2018-08-15,24.6667
2018-08-17,-30.4813
2018-08-20,9.6154
2018-08-21,5.2632
2018-08-24,-13.3333
2018-08-27,-7.6923
2018-08-29,-16.6667
2018-08-30,30.0
2018-09-04,-23.0769
2018-09-05,0.0
2018-09-06,0.0
2018-09-10,10.0
2018-09-11,-9.0909
2018-09-14,30.0
2018-09-18,7.6923
2018-09-20,-21.4286
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,63.6364
2018-10-01,-22.2222
2018-10-02,-21.4286
2018-10-03,0.0
2018-10-09,-9.0909
2018-10-10,73.0
2018-10-16,-19.0751
2018-10-17,-21.4286
2018-10-18,0.0
2018-10-19,0.0
2018-10-23,34.5455
2018-11-05,-32.4324
2018-11-07,0.0
2018-11-14,28.5
2018-11-19,166.9261
2018-11-20,16.6181
2018-11-21,25.0
2018-11-26,-38.0
2018-11-29,54.8387
2018-11-30,2.0833
2018-12-07,-40.6122
2018-12-17,37.457
2018-12-18,-30.0
2018-12-19,-28.5714
2018-12-21,95.25
2019-01-04,-53.9052
2019-01-15,116.6667
2019-01-17,0.0
2019-01-23,0.0
2019-01-28,-51.2821
2019-01-29,5.2632
2019-02-04,90.0
2019-02-06,-50.0
2019-02-08,90.0
2019-02-13,-16.8975
2019-02-14,20.0
2019-02-19,19.4444
2019-02-20,-27.907
2019-02-21,22.5806
2019-02-25,13.1579
2019-02-26,-6.9767
2019-02-27,0.0
2019-02-28,-25.0
2019-03-01,63.3333
2019-03-04,2.0408
2019-03-05,-2.0
2019-03-06,15.8163
2019-03-07,40.9692
2019-03-08,-25.0
2019-03-11,1.6667
2019-03-12,-18.0328
2019-03-19,-1.0
2019-03-22,-19.1919
2019-03-25,-22.5
2019-03-26,38.7097
2019-03-28,-6.9767
2019-03-29,0.0
2019-04-01,0.0
2019-04-03,-22.5
2019-04-04,-3.2258
2019-04-05,0.0
2019-04-08,-13.3333
2019-04-09,0.0
2019-04-12,13.2308
2019-04-15,-0.5435
2019-04-29,2.1175
2019-05-06,0.3344
2019-05-13,-33.3333
2019-05-14,49.5
2019-05-20,-36.4548
2019-05-21,57.8947
2019-05-29,0.0
2019-05-30,63.3333
2019-05-31,42.8571
2019-06-03,-28.5714
2019-06-04,-20.0
2019-06-05,57.5
2019-06-06,-44.4444
2019-06-07,48.5714
2019-06-10,15.3846
2019-06-11,-46.6667
2019-06-13,78.125
2019-06-14,0.0
2019-06-17,-45.614
2019-06-18,9.6774
2019-06-20,52.3529
2019-06-25,2.3166
2019-06-27,-47.1698
2019-06-28,21.4286
2019-07-01,43.5294
2019-07-08,-36.4754
2019-07-09,29.1613
2019-07-10,0.0
2019-07-15,-27.572400000000002
2019-07-17,41.3793
2019-07-18,-39.0244
2019-07-23,-12.0
2019-08-02,-9.0909
2019-08-05,-45.0
2019-08-06,18.1818
2019-08-07,15.3846
2019-08-08,-13.3333
2019-08-09,15.3846
2019-08-22,6.6667
2019-09-03,18.75
2019-09-04,36.8421
2019-09-05,-15.3846
2019-09-10,-9.0909
2019-09-11,0.0
2019-09-17,3.75
2019-09-19,6.0241
2019-09-20,59.0909
2019-09-24,0.0
2019-10-01,-31.4286
2019-10-03,-16.6667
2019-10-10,-15.0
2019-10-28,-11.7647
2019-11-01,0.0
2019-11-05,-6.6667
2019-11-06,21.4286
2019-11-14,-35.2941
2019-11-15,54.5455
2019-11-19,52.9412
2019-11-22,-46.1538
2019-11-26,55.7143
2019-11-29,-8.2569
2019-12-03,0.0
2019-12-04,-25.0
2019-12-06,-13.3333
2019-12-12,69.2308
2019-12-19,-13.6364
2019-12-27,0.0
2019-12-30,5.2632
2020-01-06,-25.0
2020-01-07,0.0
2020-01-13,53.3333
2020-01-14,6.5217
2020-01-15,6.1224
2020-01-16,0.0
2020-01-23,3.8462
2020-01-29,11.1111
2020-02-03,23.3333
2020-02-04,-2.7027
2020-02-06,-25.0
2020-03-03,-3.7037
2020-03-04,6.1538
2020-03-06,26.8116
2020-03-11,-22.8571
2020-03-16,-7.4074
2020-03-18,-28.0
2020-03-23,-22.2222
2020-03-25,28.5714
2020-04-02,-11.1111
2020-04-06,0.0
2020-04-08,0.0
2020-04-16,75.0
2020-04-17,82.1429
2020-04-20,7.8431
2020-04-21,16.3636
2020-04-22,25.0
2020-04-23,8.75
2020-04-24,-22.9885
2020-04-27,-11.9403
2020-04-28,-7.2881
2020-04-29,-57.0384
2020-04-30,48.9362
2020-05-01,42.8571
2020-05-04,-4.0
2020-05-07,-58.3333
2020-05-13,130.0
2020-05-19,-39.7826
2020-05-20,-38.6282
2020-05-22,194.1176
2020-05-26,-40.0
2020-05-27,66.6667
2020-05-29,0.0
2020-06-01,0.0
2020-06-03,-40.0
2020-06-04,66.6667
2020-06-08,-38.0
2020-06-09,58.0645
2020-06-10,32.6531
2020-06-15,-38.4615
2020-06-16,-6.25
2020-06-17,6.6667
2020-06-23,0.0
2020-06-29,10.0
2020-07-08,-61.3636
2020-07-10,85.2941
2020-07-13,42.8571
2020-07-15,-35.7778
2020-07-16,34.9481
2020-07-20,-58.9744
2020-07-21,-18.75
2020-07-22,61.5385
2020-07-23,59.5238
2020-07-28,4.4776
