ticker,ANCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-24,566.6667
2013-10-25,0.0
2013-10-29,-62.5
2013-11-12,-13.3333
2014-01-08,53.8462
2014-01-13,-65.0
2014-01-14,185.7143
2014-01-17,-49.0
2014-04-14,-21.5686
2014-04-15,0.0
2014-06-27,0.0
2015-01-08,-75.0
2015-03-24,0.0
2015-04-06,0.0
2015-04-22,0.0
2015-05-21,0.0
2015-07-02,-30.0
2015-07-09,-28.5714
2015-08-05,-20.0
2015-08-25,50.0
2015-10-20,0.0
2016-03-17,-50.0
2016-05-20,50.0
2016-07-11,-33.3333
2016-09-21,83.3333
2016-09-22,0.0
2016-10-10,9.0909
2016-10-11,16.6667
2016-10-13,-42.8571
2016-10-14,-25.0
2016-10-26,-50.0
2016-10-28,-56.6667
2016-11-14,100.0
2016-11-25,-53.8462
2016-12-27,60.4167
2016-12-28,523.3766
2017-01-09,-83.125
2017-01-10,462.963
2017-01-11,-47.3684
2017-01-20,-33.3333
2017-01-31,0.0
2017-04-13,150.0
2017-05-03,0.0
2017-05-16,-60.0
2017-05-17,220.0
2017-06-07,-68.75
2017-06-09,45.0
2017-06-22,59.3103
2017-08-07,-73.8095
2017-08-15,725.6198
2017-08-30,-29.9299
2017-08-31,0.0
2017-09-06,0.0
2017-09-08,42.8571
2017-09-26,-20.0
2017-09-27,-40.625
2017-10-02,61.5789
2017-10-05,4.2345
2017-10-06,-40.5
2017-10-13,4.5168
2017-10-16,40.7035
2017-10-17,-4.2857
2017-10-18,4.4776
2017-10-27,28.5714
2017-10-30,33.3333
2017-10-31,0.0
2017-11-01,4.1667
2017-11-06,-60.0
2017-11-07,-1.0
2017-11-09,-9.0909
2017-11-13,11.1111
2017-11-14,-19.6
2017-11-15,0.0
2017-11-16,49.2537
2017-11-17,-31.3333
2017-11-20,21.3592
2017-11-21,0.0
2017-11-22,10.0
2017-11-24,-9.0909
2017-11-27,10.0
2017-11-28,-9.0909
2017-11-29,-10.0
2017-11-30,-11.1111
2017-12-01,0.0
2017-12-04,-2.5
2017-12-05,-10.2564
2017-12-06,-14.2857
2017-12-07,6.6667
2017-12-08,-7.8125
2017-12-11,8.4746
2017-12-12,-62.1875
2017-12-13,65.2893
2017-12-14,-37.5
2017-12-15,-16.8
2017-12-18,15.3846
2017-12-19,-33.3333
2017-12-20,-25.0
2017-12-21,50.0
2017-12-22,55.5556
2017-12-26,-28.5714
2017-12-27,52.0
2017-12-28,0.0
2017-12-29,-51.3158
