ticker,ONB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.1927
2000-01-04,-4.6154
2000-01-05,0.3427
2000-01-06,0.0
2000-01-07,-0.211
2000-01-10,0.0
2000-01-11,0.4228
2000-01-12,0.2105
2000-01-13,0.0
2000-01-14,0.8403
2000-01-18,1.6667
2000-01-19,-2.459
2000-01-20,-2.521
2000-01-21,0.0
2000-01-24,0.2155
2000-01-25,0.0
2000-01-26,0.2151
2000-01-27,0.0
2000-01-28,-0.4292
2000-01-31,-6.4655000000000005
2000-02-01,-0.4608
2000-02-02,1.3889
2000-02-03,-1.3699
2000-02-04,4.3981
2000-02-07,-3.7694
2000-02-08,-3.4562
2000-02-09,1.1933
2000-02-10,-0.9434
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,0.2381
2000-02-16,0.0
2000-02-17,-0.2375
2000-02-18,-2.6189999999999998
2000-02-22,-0.978
2000-02-23,0.9877
2000-02-24,-0.2445
2000-02-25,-0.9804
2000-02-28,1.1683
2000-02-29,-1.4778
2000-03-01,-3.0
2000-03-02,0.2577
2000-03-03,-0.5141
2000-03-06,-0.2584
2000-03-07,-1.0363
2000-03-08,-1.3089
2000-03-09,2.9177999999999997
2000-03-10,0.0
2000-03-13,1.5464
2000-03-14,0.5076
2000-03-15,13.1313
2000-03-16,-3.3482
2000-03-17,4.388
2000-03-20,3.0973
2000-03-21,1.073
2000-03-22,-0.2123
2000-03-23,3.617
2000-03-24,-1.232
2000-03-27,0.6237
2000-03-28,-0.8264
2000-03-29,1.0417
2000-03-30,-0.8247
2000-03-31,9.9792
2000-04-03,-2.552
2000-04-04,-1.6489
2000-04-05,-1.7751000000000001
2000-04-06,2.4096
2000-04-07,1.3725
2000-04-10,-1.354
2000-04-11,0.3922
2000-04-12,1.3672
2000-04-13,4.817
2000-04-14,-4.5956
2000-04-17,-0.9634
2000-04-18,8.1712
2000-04-19,-5.036
2000-04-20,0.0
2000-04-24,0.1894
2000-04-25,-0.189
2000-04-26,-1.5152
2000-04-27,0.1923
2000-04-28,0.1919
2000-05-01,1.1494
2000-05-02,-0.3788
2000-05-03,-0.3802
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-0.5725
2000-05-10,-1.7274
2000-05-11,-0.7813
2000-05-12,-3.1496
2000-05-15,3.0488
2000-05-16,-2.9586
2000-05-17,-1.8293
2000-05-18,0.207
2000-05-19,-1.4463
2000-05-22,0.6289
2000-05-23,-1.4583
2000-05-24,0.5285
