ticker,VDKB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-04,0.0
2016-11-16,0.0
2016-11-17,33.3333
2017-01-11,12.5
2017-01-12,0.0
2017-01-17,0.0
2017-02-14,-32.8889
2017-02-23,0.6623
2017-02-24,-76.6447
2017-03-02,28.169
2017-04-13,231.8681
2017-05-24,2.649
2017-05-26,9.6774
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-07,35.2941
2017-06-14,0.0
2017-06-22,-2.1739
2017-06-23,-22.2222
2017-07-05,0.0
2017-07-10,-2.8571
2017-07-26,-8.2353
2017-07-28,-35.2564
2017-08-10,0.0
2017-09-20,88.1188
2017-10-27,18.4211
2017-11-09,-11.1111
2017-11-10,17.5
2018-01-23,0.0
2018-02-13,-2.1277
2018-03-07,-34.7826
2018-03-08,50.0
2018-04-17,0.0
2018-05-08,11.1111
2018-05-09,6.0
2018-05-10,-43.3962
2018-05-11,100.0
2018-05-17,-8.3333
2018-05-18,13.818200000000001
2018-05-31,-0.9585
2018-07-17,-3.2258
2018-07-24,0.0
2018-08-16,0.0
2018-08-29,0.0
2018-08-30,3.3333
2018-08-31,-8.0645
2018-10-16,-45.614
2018-10-22,67.7419
2018-10-23,0.0
2018-12-17,-23.0769
2018-12-19,50.0
2019-01-24,-10.0
2019-01-25,-25.9259
2019-02-01,-25.0
2019-03-12,100.0
2019-03-15,-1.6667
2019-04-03,0.0
2019-04-29,-32.2034
2019-05-14,37.5
2019-05-17,-46.9091
2019-05-23,0.0
2019-06-05,36.9863
2019-06-06,0.0
2019-06-11,32.5
2019-06-12,0.0
2019-07-09,-24.5283
2019-07-11,-12.5
2019-07-12,-40.5714
2019-07-23,0.0
2019-07-30,0.0
2019-07-31,140.3846
2019-08-02,0.0
2019-08-05,-20.0
2019-08-22,-48.0
2019-10-17,164.4231
2019-10-18,-61.8182
2019-11-04,0.0
2019-11-07,-4.7619
2019-11-08,40.0
2019-11-13,0.0
2019-11-18,0.0
2019-12-05,-10.7143
2019-12-09,20.0
2019-12-11,-3.3333
2020-01-02,-17.931
2020-01-06,0.8403
2020-01-10,0.0
2020-01-22,-10.8333
2020-01-23,25.2336
2020-01-24,0.7463
2020-01-29,0.0
2020-01-30,7.4074
2020-02-04,0.0
2020-02-06,-10.3448
2020-02-07,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,15.3846
2020-02-19,33.3333
2020-02-21,-25.0
2020-02-24,0.0
2020-02-27,0.0
2020-03-02,-23.3333
2020-03-04,-29.5652
2020-03-06,3.7037
2020-03-09,29.7619
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,-8.2569
2020-03-13,0.0
2020-03-18,50.0
2020-03-19,0.0
2020-03-23,-16.6667
2020-03-24,20.0
2020-03-25,-26.6667
2020-03-26,81.8182
2020-03-27,0.0
2020-03-30,50.0
2020-03-31,-33.3333
2020-04-01,24.0
2020-04-02,-19.3548
2020-04-07,5.0
2020-04-08,4.7619
2020-04-09,25.0
2020-04-13,-18.1818
2020-04-16,0.0
2020-04-20,-6.6667
2020-04-29,-4.7619
2020-05-01,-11.25
2020-05-04,-12.6761
2020-05-05,6.4516
2020-05-06,-6.0606
2020-05-08,6.4516
2020-05-11,3.0303
2020-05-18,0.0
2020-05-20,17.647100000000002
2020-05-22,-35.0
2020-05-26,53.8462
2020-05-28,-0.5
2020-06-01,0.5025
2020-06-02,-29.0
2020-06-03,40.8451
2020-06-04,-36.0
2020-06-05,56.25
2020-06-09,0.0
2020-06-12,-20.0
2020-06-16,46.875
2020-06-17,-53.1915
2020-06-18,13.6364
2020-06-19,-20.0
2020-06-22,7.5
2020-06-23,11.6279
2020-06-24,4.1667
2020-06-25,-0.8
2020-06-30,0.0
2020-07-01,-13.7097
2020-07-02,15.8879
2020-07-10,-19.3548
2020-07-13,20.0
2020-07-15,0.8333
2020-07-16,0.8264
2020-07-17,-1.6393
2020-07-20,0.0
2020-07-24,-8.3333
2020-07-28,0.0
2020-07-29,12.7273
