ticker,CCMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-12-23,-87.5
2003-02-05,0.0
2003-05-19,0.0
2003-11-12,0.0
2003-11-17,0.0
2005-03-02,3900.0
2005-03-17,0.0
2005-04-22,100.0
2005-07-06,-50.0
2005-09-26,0.0
2005-10-24,0.0
2005-10-25,100.0
2005-11-01,0.0
2005-12-07,100.0
2005-12-15,0.0
2006-01-30,25.0
2006-02-16,0.0
2006-02-22,0.0
2006-03-20,20.0
2006-03-22,-16.6667
2006-03-28,0.0
2006-05-11,0.0
2006-06-13,40.0
2006-06-20,-14.2857
2006-06-23,0.0
2006-09-11,33.3333
2006-10-02,25.0
2006-10-03,100.0
2006-10-05,-68.0
2006-10-12,0.0
2006-10-16,118.75
2006-10-26,-28.5714
2006-10-30,0.0
2006-10-31,-20.0
2006-11-02,25.0
2006-11-06,-20.0
2006-11-16,0.0
2006-11-20,0.0
2007-01-12,50.0
2007-01-26,-33.3333
2007-02-23,50.0
2007-02-26,16.6667
2007-02-28,0.0
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,-14.2857
2007-03-08,0.0
2007-03-12,0.0
2007-03-15,-31.6667
2007-03-16,2.439
2007-04-09,0.0
2007-05-18,19.0476
2007-06-08,-16.0
2007-06-14,-2.3810000000000002
2007-06-19,-2.439
2007-06-20,2.5
2007-06-28,0.0
2007-07-24,-2.439
2007-08-03,2.5
2007-08-09,21.9512
2007-08-13,-18.0
2007-08-17,34.1463
2007-08-23,-25.4545
2007-09-04,34.1463
2007-09-21,0.0
2007-09-25,-9.0909
2007-11-30,-28.0
2007-12-04,4.1667
2007-12-13,0.0
2007-12-18,-4.0
2007-12-19,1.3889
2008-01-03,-1.3699
2008-01-15,11.1111
2008-01-17,0.0
2008-01-23,-10.0
2008-03-04,-13.8889
2008-03-13,0.0
2008-04-02,0.0
2008-07-02,0.0
2008-07-17,0.0
2008-08-26,0.0
2008-09-12,12.9032
2008-09-16,-11.4286
2008-10-01,12.9032
2008-10-06,-42.8571
2008-10-31,0.0
2008-11-20,0.0
2008-12-15,-25.0
2009-01-21,0.0
2009-03-13,0.0
2009-03-16,0.0
2009-06-05,0.0
2009-09-03,0.0
2009-12-01,0.0
2010-01-22,0.0
2010-03-05,100.0
2010-05-03,-26.6667
2010-05-12,36.3636
2010-05-13,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-28,-16.6667
2010-06-15,-16.0
2010-08-24,-52.381
2010-09-21,10.0
2010-10-08,81.8182
2010-12-23,-25.0
2011-02-10,0.0
2011-02-11,-33.3333
2011-02-28,0.0
2011-08-23,0.0
2011-12-30,0.0
2012-02-15,0.0
2012-02-23,0.0
2012-02-28,0.0
2012-03-26,0.0
2012-09-11,0.0
2012-11-01,0.0
2013-04-11,0.0
2013-05-09,0.0
2013-05-16,0.0
2013-06-24,0.0
2013-12-12,0.0
2013-12-16,0.0
2013-12-27,0.0
2014-07-31,0.0
2014-11-26,100.0
2014-12-16,0.0
2015-04-20,0.0
2016-10-04,0.0
2016-11-14,28.75
2017-02-16,-22.3301
2017-03-15,50.0
2017-05-04,-33.3333
2017-09-18,0.0
2017-11-21,0.0
2017-11-30,0.0
2018-03-14,0.0
2018-08-10,0.0
2018-08-31,0.0
2018-10-22,0.0
2019-02-21,0.5
2019-05-22,24.3781
2019-06-20,-20.0
2019-09-06,-25.0
2019-10-14,-23.3333
2019-10-15,-13.0435
2019-10-16,0.0
2019-10-23,-10.0
2019-10-25,0.0
2019-11-11,-33.3333
2019-11-29,65.0
2019-12-11,-24.2424
2019-12-26,12.0
2019-12-31,19.0476
2020-01-29,100.0
2020-02-10,121.875
2020-02-11,23.9437
2020-02-14,-9.2036
2020-02-18,-34.9193
2020-03-02,0.0
2020-03-10,0.0
2020-03-12,0.0
2020-03-20,0.0
2020-03-23,-23.0769
2020-03-24,4.5120000000000005
2020-03-26,-15.0337
2020-03-30,-9.9099
2020-03-31,-19.85
2020-04-03,118.3406
2020-04-09,-28.5714
2020-04-13,20.0
2020-04-14,-33.3333
2020-04-30,-30.0
2020-05-08,0.7143
2020-06-16,140.4255
2020-06-22,17.9941
2020-06-23,125.0
2020-06-25,0.0
2020-06-26,11.1111
2020-07-01,-39.95
2020-07-02,-0.0833
2020-07-07,50.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,122.2222
2020-07-14,38.75
2020-07-15,4.5045
2020-07-16,0.0
2020-07-17,-4.8276
2020-07-20,-8.5145
2020-07-21,-20.7921
2020-07-22,21.5925
2020-07-23,10.9855
2020-07-24,-18.4883
2020-07-27,-9.1364
2020-07-28,-9.955
2020-07-29,38.8889
2020-07-30,-0.04
2020-07-31,-11.5646
