ticker,AVNI US Equity
2006-09-14,-32.6923
2006-09-22,42.8571
2006-09-26,0.0
2006-09-28,-20.0
2006-10-10,0.0
2006-10-12,0.0
2006-10-13,-25.0
2006-11-09,-30.0
2006-11-20,0.9524
2006-11-22,-5.6604
2006-11-24,50.0
2006-11-27,50.0
2006-11-28,0.0
2006-11-29,11.1111
2006-11-30,0.0
2006-12-01,0.0
2006-12-04,0.0
2006-12-05,-2.0
2006-12-06,-22.449
2006-12-18,5.2632
2006-12-21,-12.5
2007-01-03,0.0
2007-01-05,0.0
2007-01-08,0.0
2007-01-09,0.2857
2007-01-10,-0.2849
2007-01-11,-2.8571
2007-01-16,2.9412000000000003
2007-01-17,-2.8571
2007-01-19,-11.7647
2007-01-22,-16.6667
2007-01-23,20.0
2007-01-24,-9.3333
2007-02-13,10.2941
2007-02-14,13.3333
2007-02-16,-11.7647
2007-03-02,-23.3333
2007-03-09,9.1304
2007-03-13,-18.3267
2007-03-14,21.9512
2007-03-20,0.0
2007-03-27,-40.0
2007-04-03,33.3333
2007-04-05,-25.0
2007-04-09,66.6667
2007-04-10,20.0
2007-04-17,-16.6667
2007-04-25,-48.0
2007-05-10,38.4615
2007-05-11,-5.5556
2007-05-14,-11.7647
2007-05-24,0.0
2007-05-29,0.0
2007-05-31,0.0
2007-06-18,-22.4167
2007-06-27,-14.0709
2007-07-06,50.0
2007-07-10,0.0
2007-07-16,0.0
2007-07-17,0.0
2007-08-01,-33.3333
2007-08-13,0.0
2007-08-21,50.0
2007-08-23,0.0
2007-09-11,0.0
2007-09-14,-33.3333
2007-10-01,-20.0
2007-10-08,87.5
2007-10-10,-46.6667
2007-10-16,0.0
2007-11-02,25.0
2007-11-06,10.0
2007-11-13,-18.1818
2007-11-16,-33.3333
2007-11-28,0.0
2007-12-03,0.0
2007-12-04,33.3333
2007-12-11,-25.0
2007-12-20,-58.3333
2007-12-21,20.0
2007-12-26,-16.6667
2007-12-27,0.0
2007-12-28,20.0
2008-01-08,0.0
2008-01-24,0.0
2008-01-28,-30.0
2008-01-29,0.0
2008-02-01,-4.7619
2008-02-11,0.0
2008-02-20,-50.0
2008-02-21,0.0
2008-02-25,-50.0
2008-03-06,2.5
2008-03-10,0.0
2008-03-14,-2.439
2008-03-19,0.0
2008-04-04,100.0
2008-04-07,-50.0
2008-04-08,0.0
2008-04-17,0.0
2008-04-30,100.0
2008-05-01,0.0
2008-05-02,0.0
2008-05-05,0.0
2008-05-08,0.0
2008-05-12,100.0
2008-05-13,75.0
2008-05-14,14.2857
2008-05-16,87.5
2008-05-23,-46.6667
2008-05-28,0.0
2008-06-02,0.0
2008-06-09,-50.0
2008-06-16,-50.0
2008-07-10,0.0
2008-08-05,100.0
2008-08-06,0.0
2008-08-13,0.0
2008-09-26,0.0
2008-10-01,0.0
2008-10-29,0.0
2008-11-14,0.0
2008-11-18,0.0
2008-11-19,-50.0
2008-12-09,0.0
2008-12-11,0.0
2008-12-19,0.0
2008-12-22,-80.0
2009-01-13,400.0
2009-02-03,10.0
2009-02-26,-9.0909
2009-03-30,-50.0
2009-05-13,60.0
2009-05-18,0.0
2009-05-26,0.0
2009-06-03,12.5
2009-08-10,11.1111
2009-08-13,50.0
2009-08-17,0.0
2009-10-05,33.3333
2009-10-20,0.0
2009-11-06,-5.0
2009-11-12,-47.3684
2009-11-20,0.0
2009-11-23,-50.0
2009-11-24,-76.25
2009-12-28,742.1053
2009-12-29,60.0
2009-12-30,43.75
2009-12-31,-39.1304
2010-01-04,114.2857
2010-01-05,-26.6667
2010-01-06,-9.0909
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,45.0
2010-01-12,-31.0345
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,15.0
2010-01-25,-56.5217
2010-01-26,100.0
2010-01-28,25.0
2010-02-05,-20.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-18,0.0
2010-02-19,25.0
2010-02-26,-20.0
2010-03-02,0.0
2010-03-08,-10.0
2010-03-15,38.8889
2010-03-18,-28.0
2010-03-19,0.0
2010-04-01,0.0
2010-04-05,0.0
2010-04-09,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-05-03,0.0
2010-05-04,38.8889
2010-05-06,-24.0
2010-05-07,5.2632
2010-05-26,0.0
2010-06-29,-17.5
2010-06-30,-1.8939
2010-07-12,1.9304999999999999
2010-07-23,51.5152
2010-07-29,-34.0
2010-07-30,0.0
2010-08-05,172.7273
2010-08-06,-63.3333
2010-08-09,142.4242
2010-08-31,-58.75
2010-09-23,15.1515
2010-09-29,0.0
2010-10-01,163.1579
2010-10-05,-20.0
2010-10-18,-37.5
2010-10-21,50.0
2010-11-05,6.6667
2010-12-09,-75.0
2011-01-04,50.0
2011-03-04,73.3333
2011-03-07,-48.0769
2011-03-14,0.0
2011-03-16,-18.5185
2011-05-11,13.6364
2011-05-27,96.0
2011-06-08,-55.102
2011-06-13,0.0
2011-06-14,0.0
2011-09-08,-9.0909
2011-10-12,-15.0
2011-10-17,-11.7647
2011-10-19,0.0
2011-11-25,0.0
2011-12-13,100.0
2012-02-13,-50.0
2012-02-28,0.0
2012-02-29,33.3333
2012-03-01,12.5
2012-03-05,0.0
2012-03-07,0.0
2012-03-15,0.0
2012-03-22,64.4444
2012-03-27,-32.4324
2012-03-30,0.0
2012-04-18,-40.0
2012-08-03,0.0
2012-08-13,0.0
2012-09-05,100.0
2012-09-06,-46.6667
2012-09-27,0.0
2012-12-04,0.0
2013-01-09,0.0
2013-03-08,0.0
2013-04-05,0.0
2013-04-23,-18.75
2013-05-22,0.0
2013-05-28,0.0
2013-05-31,0.0
2013-07-11,21.5385
2013-07-12,1.2658
2013-07-15,-12.5
2013-10-08,0.0
2013-11-08,0.0
2013-11-14,0.0
2013-11-29,0.0
2013-12-30,-28.5714
2014-01-08,10.0
2014-01-13,0.0
2014-03-21,81.8182
2014-04-29,-25.0
2014-07-01,0.0
2014-08-07,0.0
2014-09-04,6.6667
2014-09-25,-6.25
2014-10-02,20.0
2014-12-31,5.5556
2015-02-04,-5.2632
2015-02-10,38.8889
2015-04-10,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-10,-20.0
2015-08-31,50.0
2015-10-28,-23.3333
2015-11-10,2.1739
2015-12-22,-2.1277
2016-01-14,0.0
2016-03-11,30.4348
2016-03-14,-33.3333
2016-03-21,225.0
2016-03-31,-53.8462
2016-04-01,0.0
2016-05-20,70.0
2016-06-28,-43.1373
2016-07-14,37.931
2016-07-21,0.0
2016-07-28,-42.5
2016-10-31,95.6522
2016-11-03,13.3333
2016-11-04,-11.7647
2016-11-17,22.2222
2016-12-15,0.0
2017-01-09,-7.2727
2017-01-10,-1.9607999999999999
2017-01-19,2.0
2017-02-01,-21.5686
2017-02-14,0.0
2017-03-01,-10.0
2017-04-07,52.7778
2018-03-13,-45.4545
2018-05-09,-66.6667
2018-06-20,900.0
2018-07-23,0.0
2018-07-27,10.0
2018-07-30,36.3636
2018-07-31,-2.6667
2018-08-06,-15.0685
2018-08-08,-18.5484
2018-08-10,0.0
2018-08-17,48.5149
2018-08-23,0.0
2018-09-10,-16.6667
2018-09-17,-20.0
2018-09-18,0.0
2018-09-20,-10.0
2018-11-01,-11.1111
2018-12-20,-31.25
2019-01-07,-1.8182
2019-01-17,0.0
2019-02-06,0.0
2019-02-26,-5.5556
2019-03-25,-21.5686
2019-04-25,32.5
2019-05-14,11.3208
2019-07-10,-13.5593
2019-08-06,11.7647
2019-08-08,-10.526299999999999
2019-10-01,0.0
2019-10-03,-1.9607999999999999
2019-10-08,-14.0
2019-10-24,-41.8605
2019-10-25,20.0
2019-10-29,-70.0
2019-11-11,11.1111
2019-11-13,50.0
2019-12-26,-33.3333
2019-12-30,-10.0
2020-01-03,122.2222
2020-01-08,-40.0
2020-02-24,0.0
2020-03-30,25.0
2020-04-09,-20.0
2020-04-28,0.0
2020-06-18,0.0
2020-06-22,6.25
2020-07-21,96.0784
2020-07-28,0.0
