ticker,AVNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-25,-37.5
2005-05-26,0.0
2005-05-27,8.0
2005-06-01,10.3704
2005-06-03,17.4497
2005-06-06,8.5714
2005-06-14,10.0
2005-06-22,-4.2584
2005-07-05,12.4438
2005-07-06,0.0
2005-07-19,0.4444
2005-08-02,-0.3982
2005-08-15,-0.1555
2005-08-16,0.0222
2005-08-17,1.4235
2005-09-02,5.2632
2005-09-07,-4.1667
2005-09-13,0.0
2005-09-20,0.0
2005-09-21,2.2174
2005-09-27,-12.8031
2005-10-05,16.5854
2005-10-18,-3.7657
2005-10-20,0.0
2005-11-08,-2.1739
2005-11-11,0.0
2005-11-17,-2.2222
2005-12-06,-9.0909
2005-12-15,0.0
2005-12-16,0.0
2006-01-03,-12.5
2006-01-05,14.2857
2006-01-09,-5.05
2006-01-12,5.3186
2006-01-18,-10.0
2006-01-23,9.9167
2006-02-03,1.0867
2006-02-06,2.35
2006-02-07,2.4426
2006-02-13,-0.3338
2006-02-24,-4.3062000000000005
2006-02-27,0.0
2006-03-01,0.5
2006-03-06,3.4826
2006-03-07,0.0
2006-03-08,0.601
2006-03-09,-2.0311
2006-03-10,2.0732
2006-03-14,1.0753
2006-03-17,-1.0638
2006-03-21,-2.0311
2006-03-22,-0.3659
2006-03-23,0.3672
2006-03-24,0.0
2006-03-27,-4.878
2006-03-30,-10.2564
2006-04-04,0.1714
2006-04-05,-0.1711
2006-04-06,0.0
2006-04-07,2.5714
2006-04-10,0.0
2006-04-11,0.0
2006-04-12,0.2786
2006-04-13,-0.2778
2006-04-17,0.0
2006-04-18,0.0
2006-04-19,0.2786
2006-04-21,0.0
2006-04-24,-3.8889
2006-04-26,-0.289
2006-04-28,-1.4493
2006-05-15,-12.3529
2006-05-16,0.6711
2006-05-18,-0.6667
2006-05-26,-9.396
2006-06-01,-7.4074
2006-06-12,-3.2
2006-06-16,-9.0909
2006-06-19,-8.1818
2006-06-26,-25.7426
2006-06-27,0.0
2006-06-28,0.0
2006-06-29,20.0
2006-07-05,-16.6667
2006-07-06,-20.6667
2006-07-07,68.0672
2006-07-10,-35.0
2006-07-11,23.0769
2006-07-12,-9.125
2006-07-13,3.1637
2006-07-18,-20.0
2006-07-21,6.1667
2006-07-31,-37.2057
2006-08-03,13.0
2006-08-04,10.6195
2006-08-07,19.6
2006-08-08,-16.388
2006-08-22,-20.0
2006-08-25,0.0
2006-09-01,24.5
2006-09-05,0.4016
2006-09-06,3.6
2006-09-08,0.3861
