ticker,HWKE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-07,-40.0
2019-10-08,6.6667
2019-10-09,-3.125
2019-10-10,0.0
2019-10-11,4.8387
2019-10-14,10.7692
2019-10-15,-2.5
2019-10-16,-14.5299
2019-10-22,-6.3333
2019-10-24,1.4235
2019-10-25,-11.9298
2019-10-29,13.1474
2019-10-30,2.1127
2019-10-31,-7.2414
2019-11-04,0.3717
2019-11-05,-5.5556
2019-11-06,-38.4314
2019-11-07,84.71340000000001
2019-11-08,-1.7241
2019-11-11,0.0
2019-11-12,-3.5088
2019-11-13,1.8182
2019-11-14,3.5714
2019-11-15,0.0
2019-11-18,-2.4138
2019-11-19,-1.0601
2019-11-20,-1.7856999999999998
2019-11-21,-9.0909
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,3.6
2019-11-27,-5.4054
2019-11-29,-18.3673
2019-12-02,0.0
2019-12-03,-0.5
2019-12-04,-12.0603
2019-12-05,-3.4286
2019-12-06,-8.284
2019-12-09,3.2258
2019-12-10,-6.25
2019-12-11,10.0
2019-12-13,-3.0303
2019-12-16,-6.25
2019-12-17,6.6667
2019-12-18,6.25
2019-12-19,-2.9412000000000003
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,-9.0909
2019-12-27,-3.3333
2019-12-30,-17.2414
2019-12-31,20.0
2020-01-02,-3.4722
2020-01-03,-20.8633
2020-01-06,0.0
2020-01-07,-4.5455
2020-01-08,-2.8571
2020-01-09,-1.9607999999999999
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,-3.0
2020-01-15,-17.5258
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-36.25
2020-01-22,37.2549
2020-01-23,-22.8714
2020-01-24,-22.2078
2020-01-27,33.0476
2020-01-28,-1.5748
2020-01-29,0.0
2020-01-30,-27.2545
2020-01-31,7.4731
2020-02-03,18.6047
2020-02-04,7.8431
2020-02-05,0.0
2020-02-06,18.1818
2020-02-07,-23.0769
2020-02-10,-16.0
2020-02-11,16.6667
2020-02-12,-8.1633
2020-02-13,11.1111
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,-6.0
2020-02-24,-14.8936
2020-02-25,0.0
2020-02-26,9.975
2020-02-27,2.296
2020-02-28,58.8889
2020-03-02,-23.0769
2020-03-03,-25.4545
2020-03-04,21.9512
2020-03-05,-7.0
2020-03-06,-11.3978
2020-03-09,-2.9126
2020-03-10,-20.0
2020-03-11,3.125
2020-03-12,-33.3333
2020-03-13,31.8182
2020-03-16,-13.7931
2020-03-17,-24.0
2020-03-18,-21.0526
2020-03-19,-13.3333
2020-03-20,53.8462
2020-03-23,5.0
2020-03-24,-4.7619
2020-03-25,5.0
2020-03-26,11.9048
2020-03-27,-10.6383
2020-03-30,18.9524
2020-03-31,-0.04
2020-04-01,-7.8895
2020-04-02,0.0
2020-04-03,78.2609
2020-04-06,-32.9268
2020-04-07,9.0909
2020-04-08,-10.0
2020-04-09,-3.7037
2020-04-13,-11.538499999999999
2020-04-14,-30.4348
2020-04-15,31.1875
2020-04-16,19.1043
2020-04-17,8.0
2020-04-20,-7.4074
2020-04-21,-4.0
2020-04-22,4.1667
2020-04-23,2.0
2020-04-24,-1.9607999999999999
2020-04-27,-4.0
2020-04-28,0.0
2020-04-29,4.1667
2020-04-30,-16.0
2020-05-01,-9.5238
2020-05-04,0.0
2020-05-05,26.3158
2020-05-06,-16.4583
2020-05-07,9.7257
2020-05-08,13.6364
2020-05-11,0.0
2020-05-12,-24.0
2020-05-13,15.7895
2020-05-14,-9.0909
2020-05-15,0.0
2020-05-18,2.0
2020-05-19,7.8431
2020-05-20,-13.6364
2020-05-21,21.0526
2020-05-26,-4.3478
2020-05-27,0.0
2020-05-29,-13.6364
2020-06-01,84.2105
2020-06-02,5.7429
2020-06-03,1.2699
2020-06-04,-15.8084
2020-06-05,-11.266
2020-06-08,0.0
2020-06-09,28.5714
2020-06-10,19.4444
2020-06-11,6.9767
2020-06-12,-13.0435
2020-06-15,10.0
2020-06-16,-9.0909
2020-06-17,-15.0
2020-06-18,41.1765
2020-06-19,-12.5
2020-06-22,40.4524
2020-06-23,-15.2399
2020-06-24,-5.6
2020-06-25,-4.6398
2020-06-26,-4.4657
2020-06-29,83.7209
2020-06-30,-20.2532
2020-07-01,0.0
2020-07-02,11.1111
2020-07-06,-8.5714
2020-07-07,-10.9453
2020-07-08,3.8688000000000002
2020-07-09,19.9324
2020-07-10,-9.8592
2020-07-13,-7.8125
2020-07-14,-5.0847
2020-07-15,5.2679
2020-07-16,-1.6115
2020-07-17,3.4483
2020-07-20,11.6667
2020-07-21,-10.4627
2020-07-22,5.851
2020-07-23,-2.3622
2020-07-24,7.0968
2020-07-27,-5.1205
2020-07-28,12.746
2020-07-29,9.1088
2020-07-30,27.729
2020-07-31,9.1019
