ticker,FRSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-02,-11.9048
2005-05-04,8.1081
2005-05-06,0.0
2005-05-09,-2.5
2005-05-10,5.1282
2005-05-11,-2.439
2005-05-19,10.0
2005-05-25,-9.0909
2005-06-01,0.0
2005-06-06,0.0
2005-06-07,0.0
2005-06-16,2.5
2005-06-17,0.0
2005-06-22,-2.439
2005-06-23,-2.5
2005-06-27,-2.5641
2005-06-28,5.2632
2005-07-08,-1.0
2005-07-12,1.0101
2005-07-13,-5.0
2005-07-14,5.2632
2005-07-20,0.0
2005-07-28,-5.0
2005-08-01,2.6316
2005-08-04,10.7692
2005-08-10,-10.1852
2005-08-11,13.4021
2005-08-16,-9.5455
2005-08-18,-2.0101
2005-08-22,-2.0513
2005-08-25,0.0
2005-08-30,0.0
2005-08-31,2.0942
2005-09-01,7.6923
2005-09-08,0.0
2005-09-09,0.0
2005-09-12,0.0
2005-09-13,-7.1429
2005-09-14,2.5641
2005-09-15,5.0
2005-09-16,-7.619
2005-09-19,0.0
2005-09-20,0.0
2005-09-21,8.2474
2005-09-28,1.9048
2005-10-03,-8.8785
2005-10-06,4.6154
2005-10-31,-6.8627
2005-11-01,0.0
2005-11-03,4.2105
2005-11-04,-1.5152
2005-11-07,0.0
2005-11-09,0.0
2005-11-10,0.0
2005-11-11,1.5385
2005-11-14,-6.5657
2005-11-17,8.1081
2005-11-18,7.5
2005-11-21,2.3256
2005-11-28,-5.0
2005-11-30,2.8708
2005-12-01,-2.3256
2005-12-02,0.0
2005-12-05,0.0
2005-12-06,-1.9048
2005-12-15,1.9417
2005-12-23,-4.2857
2005-12-27,3.9801
2005-12-30,0.9569
2006-01-03,-3.3175
2006-01-04,5.3922
2006-01-05,0.0
2006-01-09,-2.3256
2006-01-10,0.0
2006-01-11,2.3810000000000002
2006-01-12,-6.5116
2006-01-18,0.0995
2006-01-23,3.3797
2006-01-26,0.0
2006-01-27,-4.0865
2006-01-30,0.0
2006-01-31,0.0
2006-02-01,0.0
2006-02-08,0.0
2006-02-14,5.2632
2006-02-16,-1.0
2006-02-17,-1.5152
2006-02-21,0.0
2006-03-01,-2.5641
2006-03-09,6.3158
2006-03-16,0.0
2006-03-21,-4.9505
2006-03-22,2.0833
2006-03-28,-0.5102
2006-04-05,3.0769
2006-04-06,0.4975
2006-04-11,-0.495
2006-04-18,-3.4826
2006-04-19,3.6082
2006-04-21,-1.4925
2006-04-26,1.2121
2006-05-01,0.2994
2006-05-03,-0.4975
