ticker,FPAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-01,-8.6957
2008-12-30,-42.8571
2009-01-15,16.6667
2009-01-21,-27.1429
2009-01-28,76.4706
2009-03-05,-16.6667
2009-03-09,-86.6667
2009-03-20,500.0
2009-03-23,0.0
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,33.3333
2009-03-30,-25.0
2009-04-02,16.6667
2009-04-09,-14.2857
2009-04-14,0.0
2009-04-21,16.6667
2009-04-23,0.0
2009-04-30,14.2857
2009-05-01,0.0
2009-05-05,12.5
2009-05-06,11.1111
2009-05-07,0.0
2009-05-08,0.0
2009-05-11,0.0
2009-05-15,-5.0
2009-05-18,-5.2632
2009-05-19,11.1111
2009-05-20,-10.0
2009-05-21,-11.1111
2009-05-22,12.5
2009-05-26,0.0
2009-05-27,-5.5556
2009-05-28,17.647100000000002
2009-05-29,10.0
2009-06-01,9.0909
2009-06-02,4.1667
2009-06-05,0.0
2009-06-16,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-08,0.0
2009-07-10,-16.0
2009-08-04,-14.2857
2009-08-06,-5.5556
2009-08-20,17.647100000000002
2009-08-25,-45.0
2009-08-26,0.0
2009-08-31,-18.1818
2009-09-01,-33.3333
2009-09-02,16.6667
2009-09-03,-14.2857
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-11,0.0
2009-09-16,0.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,3.3333
2009-09-25,-19.3548
2009-09-28,-40.0
2009-09-29,86.6667
2009-09-30,-21.4286
2009-10-01,68.1818
2009-10-05,37.8378
2009-10-09,-41.1765
2009-10-12,100.0
2009-10-13,-1.6667
2009-10-23,0.0
2009-10-26,1.6949
2009-10-27,-41.6667
2009-10-29,85.7143
2009-10-30,0.0
2009-11-02,61.5385
2009-11-09,-14.2857
2009-11-16,-5.5556
2009-11-18,-28.2353
2009-11-19,19.6721
2009-11-20,6.8493
2009-11-23,6.4103
2009-11-24,0.0
2009-11-25,0.0
2009-12-01,-3.6145
2009-12-02,3.75
2009-12-03,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-22,0.0
2009-12-24,0.0
2010-01-05,-9.6386
2010-01-06,0.0
2010-01-08,10.6667
2010-01-19,0.0
2010-01-21,0.0
2010-01-25,0.0
2010-01-27,-15.6627
2010-01-28,0.0
