ticker,FHAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-07-03,400.0
2006-07-05,4.0
2006-07-06,250.0
2006-07-07,119.7802
2006-07-12,125.0
2006-08-31,9900.0
2006-09-01,0.0
2006-09-05,0.0
2006-09-14,6.6667
2006-09-26,-6.25
2006-09-27,7.3333
2006-10-05,-3.1056
2006-10-12,2.5641
2006-10-20,6.25
2006-11-10,0.0
2006-11-17,0.0
2006-11-20,2.3529
2006-11-28,7.4713
2006-12-06,8.0214
2007-02-22,-10.8911
2007-02-26,0.0
2007-02-28,-69.4444
2007-03-01,172.7273
2007-03-06,66.6667
2007-03-07,-29.6
2007-03-20,7.9545
2007-03-21,-2.6316
2007-03-27,-67.5676
2007-03-30,0.0
2007-04-16,-8.3333
2007-05-09,9.0909
2007-08-29,4.1667
2007-10-02,-20.0
2007-10-11,30.0
2007-10-12,15.3846
2007-10-15,0.0
2007-10-18,33.3333
2007-10-24,0.0
2007-10-30,-12.5
2007-11-07,14.2857
2007-11-14,-12.5
2007-12-20,0.0
2008-01-04,-14.2857
2008-03-11,0.0
2008-05-22,6.6667
2008-06-09,-6.25
2008-06-16,0.0
2008-06-30,0.0
2008-09-02,0.0
2008-09-11,33.3333
2008-09-15,0.0
2008-09-17,0.0
2008-09-18,0.0
2008-09-24,0.0
2008-09-30,0.0
2008-10-14,0.0
2008-10-16,0.0
2008-10-27,-2.5
2008-11-06,-23.0769
2008-11-10,0.0
2008-12-12,-32.6667
2008-12-15,0.0
2008-12-17,23.7624
2008-12-18,0.0
2009-04-17,-55.2
2009-04-20,25.0
2009-04-22,120.0
2009-04-24,0.0
2009-04-28,55.8442
2009-04-29,66.6667
2009-04-30,-49.5
2009-05-05,-29.703
2009-05-06,54.9296
2009-05-11,-8.1818
2009-05-13,0.0
2009-07-06,-30.6931
2009-07-10,57.1429
2009-07-16,-22.7273
2009-07-29,-17.647100000000002
2009-08-13,-7.1429
2009-08-14,-21.5385
2009-08-17,0.0
2009-08-18,-11.7647
2009-08-24,-97.1111
2009-08-25,1284.6154
2009-08-26,-27.7778
2009-08-27,-23.0769
2009-08-28,40.0
2009-08-31,-14.2857
2009-09-01,-16.6667
2009-09-02,0.0
2009-09-03,-10.0
2009-09-04,-31.1111
2009-09-08,29.0323
2009-09-09,0.0
2009-09-10,-53.75
2009-09-11,8.1081
2009-09-14,5.0
2009-09-15,7.1429
2009-09-16,-6.6667
2009-09-17,0.0
2009-09-18,0.0
2009-09-21,4.7619
2009-09-22,-9.0909
