ticker,CHCT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-21,3.9474
2015-05-22,1.5190000000000001
2015-05-26,0.4988
2015-05-27,-0.2481
2015-05-28,-2.2388
2015-05-29,-0.2545
2015-06-01,-1.2755
2015-06-02,2.8941
2015-06-03,-0.5525
2015-06-04,-2.0202
2015-06-05,-1.701
2015-06-08,-2.3073
2015-06-09,0.161
2015-06-10,0.7503
2015-06-11,-0.5319
2015-06-12,1.8182
2015-06-15,-0.0525
2015-06-16,-0.3678
2015-06-17,0.4219
2015-06-18,-0.2626
2015-06-19,0.9479
2015-06-22,-0.5216
2015-06-23,0.5768
2015-06-24,-0.365
2015-06-25,-0.314
2015-06-26,1.6273
2015-06-29,-1.4979
2015-06-30,0.9439
2015-07-01,-0.9351
2015-07-02,0.1049
2015-07-06,0.1572
2015-07-07,-0.2615
2015-07-08,0.3671
2015-07-09,-0.6792
2015-07-10,0.0526
2015-07-13,-0.1577
2015-07-14,0.158
2015-07-15,0.1577
2015-07-16,-0.315
2015-07-17,0.1053
2015-07-20,-0.0526
2015-07-21,0.4737
2015-07-22,-0.5238
2015-07-23,0.0
2015-07-24,0.1053
2015-07-27,-1.1573
2015-07-28,0.9047
2015-07-29,-2.7954
2015-07-30,0.3256
2015-07-31,2.0552
2015-08-03,-0.265
2015-08-04,-0.1594
2015-08-05,-0.3193
2015-08-06,-2.0288
2015-08-07,-0.7084
2015-08-10,-0.3842
2015-08-11,-1.3774
2015-08-12,1.0615
2015-08-13,-0.2211
2015-08-14,0.1108
2015-08-17,-0.3874
2015-08-18,0.5667
2015-08-19,-0.5568
2015-08-20,0.3359
2015-08-21,0.279
2015-08-24,-0.5008
2015-08-25,0.4474
2015-08-26,-0.6682
2015-08-27,0.8969
2015-08-28,0.1111
2015-08-31,0.3885
2015-09-01,-0.4975
2015-09-02,0.1111
2015-09-03,1.0544
2015-09-04,-0.8786
2015-09-08,0.0
2015-09-09,-1.7729
2015-09-10,1.6356000000000002
2015-09-11,-1.1099
2015-09-14,0.4489
2015-09-15,0.3352
2015-09-16,-3.9532
2015-09-17,0.2319
2015-09-18,-2.0821
2015-09-21,-1.4767000000000001
2015-09-22,0.0
2015-09-23,2.0384
2015-09-24,0.3525
2015-09-25,-3.8056
2015-09-28,0.1217
2015-09-29,-1.5805
2015-09-30,-1.7912
2015-10-01,0.6289
2015-10-02,-0.125
2015-10-05,1.6896
2015-10-06,1.6615
2015-10-07,5.6901
2015-10-08,2.0619
2015-10-09,0.4489
