ticker,TRUX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-20,8.3333
2006-12-22,0.0
2006-12-26,-5.7692
2006-12-27,2.0408
2006-12-28,4.0
2006-12-29,0.0
2007-01-12,0.0
2007-01-17,3.8462
2007-01-19,-3.7037
2007-01-22,0.3846
2007-01-23,0.0
2007-01-24,-2.2989
2007-01-25,0.7843
2007-01-31,1.1673
2007-02-01,0.0
2007-02-05,0.7692
2007-02-07,0.7634
2007-02-08,-0.6818
2007-02-09,-0.0763
2007-02-13,-1.5267
2007-02-14,-1.1628
2007-02-15,1.9607999999999999
2007-02-21,-1.5385
2007-02-22,0.0
2007-02-28,-2.3438
2007-03-02,4.0
2007-03-06,-1.9231
2007-03-07,1.9607999999999999
2007-03-12,-1.9231
2007-03-14,-3.9215999999999998
2007-03-15,2.449
2007-03-16,3.5857
2007-03-19,-0.3077
2007-03-26,1.0802
2007-03-27,-4.5802
2007-03-28,-4.0
2007-03-29,5.8333
2007-03-30,0.0
2007-04-03,0.0
2007-04-09,2.3622
2007-04-10,0.0
2007-04-17,-1.4615
2007-04-18,1.0929
2007-04-19,2.3166
2007-04-20,-3.3962
2007-04-23,0.0
2007-04-24,1.5625
2007-05-07,-1.5385
2007-05-08,-0.7813
2007-05-09,0.0
2007-05-10,-1.5748
2007-05-14,0.0
2007-05-16,1.6
2007-05-18,2.3622
2007-05-22,0.0
2007-05-30,0.0
2007-06-06,0.0
2007-06-15,-1.1538
2007-06-18,0.0
2007-06-19,-2.7237
2007-06-25,2.8
2007-07-03,-5.8366
2007-07-10,0.0
2007-07-11,0.8264
2007-07-20,-1.6393
2007-07-23,-1.25
2007-07-24,-0.8439
2007-07-25,3.4043
2007-07-26,-6.5844000000000005
2007-07-27,7.489
2007-07-30,-3.6885
2007-08-17,2.1277
2007-08-20,-8.3333
2007-08-21,0.0
2007-08-22,0.0
2007-08-23,-2.2727
2007-09-04,-2.3256
2007-09-12,-3.8095
2007-09-14,4.9505
2007-09-19,3.7736
2007-09-21,-4.5455
2007-09-24,0.0
2007-09-26,-2.3810000000000002
2007-09-28,26.7317
2007-10-04,-19.9384
2007-10-15,1.9231
2007-10-16,3.7736
2007-10-18,9.0909
2007-10-19,8.3333
2007-10-22,0.0
2007-10-25,0.0
2007-10-26,0.0
2007-11-05,-5.7692
2007-11-07,2.0408
2007-11-21,-8.0
2007-11-30,4.3478
2007-12-14,-4.1667
2007-12-31,-4.3478
2008-01-22,2.7273
2008-01-24,1.7699
