ticker,CFSU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-16,-10.0
2007-07-18,0.0
2007-08-03,0.0
2007-08-07,-6.6667
2007-08-14,0.0
2007-08-17,13.0952
2007-08-23,-15.7895
2007-08-27,0.0
2007-08-30,-2.5
2007-08-31,-2.5641
2007-09-12,-21.0526
2007-09-13,13.3333
2007-09-14,0.0
2007-09-17,-5.8824
2007-09-18,-34.375
2007-09-19,33.3333
2007-09-20,-53.5714
2007-09-21,-7.6923
2007-09-24,0.0
2007-09-25,16.6667
2007-09-26,-21.4286
2007-09-28,18.1818
2007-10-01,-15.3846
2007-10-03,45.4545
2007-10-04,0.0
2007-10-05,25.0
2007-10-08,15.0
2007-10-11,-4.3478
2007-10-12,9.0909
2007-10-15,8.3333
2007-10-16,30.7692
2007-10-17,-26.4706
2007-10-18,-20.0
2007-10-19,37.0
2007-10-22,-27.0073
2007-10-23,0.0
2007-10-26,0.0
2007-11-13,25.0
2007-11-21,-40.0
2007-11-27,33.3333
2007-11-28,0.0
2007-12-03,-35.0
2007-12-05,53.8462
2007-12-10,-35.0
2007-12-14,-7.6923
2007-12-18,8.3333
2007-12-19,-7.6923
2007-12-20,8.3333
2007-12-27,7.6923
2007-12-28,14.2857
2007-12-31,25.0
2008-01-02,0.0
2008-01-03,0.0
2008-01-04,0.0
2008-01-07,50.0
2008-01-11,-46.6667
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,6.25
2008-01-17,17.647100000000002
2008-01-18,-15.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,-5.8824
2008-01-29,12.5
2008-01-31,-22.2222
2008-02-01,0.0
2008-02-04,-28.5714
2008-02-05,0.0
2008-02-07,0.0
2008-02-20,40.0
2008-02-21,14.2857
2008-02-22,0.0
2008-02-26,6.25
2008-03-04,0.0
2008-03-11,-5.8824
2008-03-24,-31.25
2008-03-25,81.8182
2008-03-26,-45.0
2008-04-14,36.3636
2008-04-15,13.3333
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,-5.8824
2008-04-25,-6.25
2008-05-02,0.0
2008-05-16,-13.3333
2008-05-19,-7.6923
2008-05-22,91.6667
2008-06-05,-47.8261
2008-06-06,25.0
2008-06-13,0.0
2008-06-23,-26.6667
2008-06-25,18.1818
2008-06-27,-15.3846
2008-07-14,9.0909
2008-07-16,-16.6667
2008-07-17,0.0
2008-07-18,0.0
2008-07-21,-20.0
2008-07-23,212.5
2008-07-25,-20.0
2008-07-30,-56.5
2008-07-31,0.0
