ticker,KPCM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-23,-98.75
2003-07-10,0.0
2003-12-09,0.0
2004-04-22,79900.0
2004-06-24,0.0
2004-07-26,0.0
2004-07-28,0.0
2004-09-09,20.0
2004-09-16,8.3333
2004-09-23,-23.0769
2004-10-19,0.0
2004-10-25,20.0
2004-12-13,0.0
2004-12-17,-41.6667
2004-12-27,21.4286
2005-01-04,-17.647100000000002
2005-03-08,-28.5714
2005-06-14,100.0
2005-07-19,0.0
2005-09-23,-50.0
2006-02-15,0.0
2006-04-17,100.0
2006-04-18,0.0
2006-04-26,0.0
2006-05-01,0.0
2006-05-05,0.0
2006-06-13,-30.0
2006-08-11,0.0
2006-08-17,185.7143
2006-08-22,-10.0
2006-09-19,-44.4444
2006-10-05,0.0
2006-11-09,100.0
2006-11-10,0.0
2006-12-27,50.0
2007-01-03,-43.3333
2007-01-12,0.0
2007-02-05,5.8824
2007-03-05,0.0
2007-03-08,-11.1111
2007-04-04,-6.25
2007-04-16,-71.6667
2007-06-12,252.9412
2007-11-28,-66.6667
2007-12-18,-20.0
2008-01-03,75.0
2008-01-08,0.0
2008-01-30,-14.2857
2008-04-03,8.3333
2008-08-15,-23.0769
2008-08-20,0.0
2008-09-10,-20.0
2008-11-25,-25.0
2009-01-23,66.6667
2009-02-23,-40.0
2009-03-06,-63.3333
2009-04-03,-9.0909
2009-04-15,100.0
2009-05-07,50.0
2009-05-14,-66.6667
2009-05-18,-50.0
2009-05-29,300.0
2009-06-30,-60.0
2009-07-06,150.0
2009-07-28,0.0
2009-09-08,0.0
2009-09-28,-50.0
2009-12-18,200.0
2010-06-08,0.0
2011-03-28,-65.625
2011-04-11,0.0
2011-04-27,142.4242
2011-06-07,-58.75
2011-06-14,-1.2121
2011-06-20,0.0
2011-06-21,145.3988
2011-12-13,-58.0
2013-07-18,-98.8095
2014-06-05,63900.0
2014-06-30,-98.5938
2015-04-20,61.1111
2015-09-11,3.4483
2015-10-14,0.0
2015-11-30,0.0
2016-04-04,4166.6667
2016-04-19,-85.0
2016-04-20,733.3333
2016-07-15,-98.0
2016-11-25,0.0
2017-07-03,2400.0
2017-07-07,900.0
2017-07-26,-99.44
2017-09-20,1517.8571
2017-12-29,-0.0442
2018-01-05,10.424
2018-04-30,-20.2
2018-05-14,-7.2682
2018-09-17,0.0
2018-10-12,151.3514
2019-01-10,7.5269
2019-01-29,0.0
2019-04-24,-70.0
2019-07-02,66.6667
2019-07-03,0.0
2019-07-08,0.0
2020-03-02,100.0
2020-03-25,-80.0
2020-07-01,212.5
2020-07-08,60.0
2020-07-09,-15.0
2020-07-10,76.4706
2020-07-21,0.0
2020-07-24,0.0
