ticker,TCFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-28,-1.6949
2000-01-31,1.7241
2000-02-24,0.0
2000-05-11,0.0
2000-10-25,-11.8644
2000-10-26,0.0
2001-02-27,0.9615
2001-03-01,0.0
2001-03-06,-2.8571
2001-03-12,-1.9607999999999999
2001-05-03,-4.0
2001-05-04,-4.1667
2001-05-16,14.1304
2001-05-24,-3.8095
2001-06-04,-8.9109
2001-06-05,14.1304
2001-06-12,0.0
2001-06-13,-12.381
2001-06-20,1.4783
2001-06-25,12.4679
2001-06-29,-10.857099999999999
2002-01-08,3.2479
2002-01-09,0.0
2002-01-11,0.3725
2002-01-14,0.0
2002-01-15,0.0
2002-01-16,0.0
2002-01-17,0.0
2002-01-18,0.0
2002-01-22,0.0
2002-01-23,0.0
2002-02-28,17.5258
2002-03-05,0.0
2002-03-06,0.0
2002-03-07,0.0
2002-03-11,-5.0877
2002-03-13,1.6636
2002-03-26,3.6364
2002-03-27,-1.7544
2002-04-09,7.1429
2002-04-15,-1.6667
2002-04-16,-3.3898
2002-05-17,5.2632
2002-05-20,-3.3333
2002-05-23,17.2414
2002-05-31,-14.7059
2002-06-12,0.0
2002-06-13,2.5862
2002-06-14,1.6806999999999999
2002-07-05,16.1157
2002-07-08,-1.7793999999999999
2002-07-12,-4.3478
2002-07-15,12.1212
2002-07-19,0.0
2002-08-30,0.0
2002-09-30,0.0
2002-10-01,0.0
2002-10-17,-1.3514
2002-10-18,0.0
2002-10-29,7.8767
2002-11-14,-2.8571
2002-12-13,-3.9215999999999998
2002-12-19,6.1224
2003-01-22,-5.7436
2003-01-28,4.7334
2003-03-17,-4.4156
2003-03-19,3.2609
2003-03-20,2.6316
2003-04-03,0.641
2003-04-04,-0.6369
2003-04-09,-1.2308
2003-04-10,1.2461
2003-04-11,0.0
2003-04-22,0.0
2003-06-20,-0.641
2003-06-30,2.5806
2003-07-22,5.0314
2003-07-29,-5.3892
2003-08-11,5.0633
2003-09-12,1.2048
2003-11-13,1.1905000000000001
2003-12-16,0.0
2003-12-19,-2.9412000000000003
2003-12-31,1.8182
2004-01-06,-1.1905000000000001
2004-01-28,0.1205
2004-01-30,3.4898
2004-02-03,0.0
2004-02-04,0.0
2004-03-04,2.3256
2004-03-12,-1.1364
2004-03-18,2.7586
2004-03-22,-1.1364
2004-03-23,1.1494
2004-03-24,-0.5682
2004-05-10,4.0
2004-05-11,1.4285999999999999
2004-05-17,-0.8667
2004-05-24,-0.2186
2004-05-25,1.3143
