ticker,PETZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-21,50.8235
2017-09-22,98.908
2017-09-25,-18.0392
2017-09-26,-1.4354
2017-09-27,5.534
2017-09-28,16.0074
2017-09-29,33.2276
2017-10-02,35.8333
2017-10-03,24.8466
2017-10-04,-19.2699
2017-10-05,10.7826
2017-10-06,-7.7708
2017-10-09,4.1277
2017-10-10,-5.4352
2017-10-11,4.6672
2017-10-12,-0.2064
2017-10-13,2.4824
2017-10-16,17.9653
2017-10-17,-15.8111
2017-10-18,-0.813
2017-10-19,1.4754
2017-10-20,-3.8772
2017-10-23,5.042
2017-10-24,0.04
2017-10-25,9.7961
2017-10-26,2.185
2017-10-27,-44.0485
2017-10-30,-4.5222999999999995
2017-10-31,7.8286
2017-11-01,14.0223
2017-11-02,11.2317
2017-11-03,6.0488
2017-11-06,16.4673
2017-11-07,4.6603
2017-11-08,-13.2075
2017-11-09,-5.2174
2017-11-10,-7.3853
2017-11-13,-21.2977
2017-11-14,0.8181
2017-11-15,-5.4931
2017-11-16,-10.0396
2017-11-17,-11.8209
2017-11-20,-18.5679
2017-11-21,-5.726
2017-11-22,0.6508
2017-11-24,-1.7241
2017-11-27,-5.5921
2017-11-28,-5.5748999999999995
2017-11-29,-11.4391
2017-11-30,-13.0556
2017-12-01,4.1534
2017-12-04,14.1104
2017-12-05,5.2419
2017-12-06,-13.7931
2017-12-07,-5.037
2017-12-08,4.3682
2017-12-11,4.6338
2017-12-12,-0.1429
2017-12-13,10.5866
2017-12-14,-2.9754
2017-12-15,-6.6667
2017-12-18,-2.2857
2017-12-19,-0.1462
2017-12-20,-3.9531
2017-12-21,4.4207
2017-12-22,-17.6642
2017-12-26,-1.5957
2017-12-27,7.2072
2017-12-28,-1.3445
2017-12-29,-3.9182
2018-01-02,2.1277
2018-01-03,-1.9097
2018-01-04,-0.708
2018-01-05,-3.5651
2018-01-08,2.403
2018-01-09,0.361
2018-01-10,-4.4964
2018-01-11,1.8832
2018-01-12,1.8484
2018-01-16,0.0
2018-01-17,1.2704
2018-01-18,9.8566
2018-01-19,-6.3622
2018-01-22,-2.439
2018-01-23,-1.7856999999999998
2018-01-24,-2.3636
2018-01-25,0.9311
2018-01-26,1.107
2018-01-29,-2.5547
2018-01-30,-2.6217
2018-01-31,-5.5769
2018-02-01,-0.2037
2018-02-02,-10.4102
2018-02-05,1.5968
2018-02-06,-2.9148
2018-02-07,2.3095
2018-02-08,0.0
2018-02-09,-4.0632
2018-02-12,0.0
