ticker,XCUR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-23,12.9032
2018-05-24,14.2857
2018-05-25,6.25
2018-05-29,-5.4118
2018-05-30,-3.9801
2018-05-31,3.6269
2018-06-01,1.25
2018-06-04,-0.7407
2018-06-05,-0.4975
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,6.25
2018-06-11,5.8824
2018-06-12,-6.6667
2018-06-13,1.1905000000000001
2018-06-14,4.7059
2018-06-15,17.9775
2018-06-18,4.7619
2018-06-19,5.7273
2018-06-20,-1.1178
2018-06-21,-1.3913
2018-06-22,0.5291
2018-06-25,4.386
2018-06-26,0.8403
2018-06-27,-6.6667
2018-06-28,3.5714
2018-06-29,-1.7241
2018-07-02,-0.8772
2018-07-03,0.0
2018-07-05,1.5929
2018-07-06,-1.0453
2018-07-09,0.3521
2018-07-10,-0.8772
2018-07-11,1.9468999999999999
2018-07-12,-1.9097
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,1.5929
2018-07-18,0.1742
2018-07-19,0.0
2018-07-20,0.0
2018-07-23,-0.8696
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,1.2281
2018-07-27,-2.4263
2018-07-30,-1.0657
2018-07-31,-7.5404
2018-08-01,-7.5728
2018-08-02,4.4118
2018-08-03,0.6036
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,-0.2
2018-08-09,0.2004
2018-08-10,-1.2
2018-08-13,0.6073
2018-08-14,-3.0181
2018-08-15,3.7344
2018-08-16,0.0
2018-08-17,0.72
2018-08-20,-0.7149
2018-08-21,-0.2
2018-08-22,1.2024
2018-08-23,0.0
2018-08-24,-0.9901
2018-08-27,-3.6
2018-08-28,1.6598000000000002
2018-08-29,1.0204
2018-08-30,0.202
2018-08-31,-0.2016
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.404
2018-09-10,-0.4024
2018-09-11,1.8182
2018-09-12,-1.7856999999999998
2018-09-13,-0.404
2018-09-14,0.4057
2018-09-17,-2.8283
2018-09-18,35.1351
2018-09-19,-23.7108
2018-09-20,-0.1775
2018-09-21,-0.404
2018-09-24,0.6085
2018-09-25,-2.8226
2018-09-26,-4.668
2018-09-27,-9.6844
2018-09-28,-1.4458
2018-10-01,-2.2005
2018-10-02,2.25
2018-10-03,-4.401
2018-10-04,0.2558
2018-10-05,3.3163
2018-10-08,-1.2346
2018-10-09,-1.75
2018-10-10,1.6284999999999998
2018-10-11,1.4021
2018-10-12,-1.2346
