ticker,BNTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-10,-5.0667
2019-10-11,-2.9494
2019-10-14,-7.7424
2019-10-15,1.3333
2019-10-16,0.1548
2019-10-17,0.4637
2019-10-18,8.7692
2019-10-21,15.1344
2019-10-22,26.7813
2019-10-23,-14.5349
2019-10-24,6.8594
2019-10-25,-6.7905
2019-10-28,-6.3176
2019-10-29,3.2807
2019-10-30,-1.2353
2019-10-31,0.1787
2019-11-01,-1.7835999999999999
2019-11-04,14.8305
2019-11-05,-2.583
2019-11-06,-5.9524
2019-11-07,5.9839
2019-11-08,2.443
2019-11-11,4.6105
2019-11-12,-10.6383
2019-11-13,5.1587
2019-11-14,2.4259
2019-11-15,1.2631999999999999
2019-11-18,2.3909000000000002
2019-11-19,3.198
2019-11-20,0.0984
2019-11-21,-3.2923999999999998
2019-11-22,8.3841
2019-11-25,-2.7192
2019-11-26,2.9398
2019-11-27,2.4345
2019-11-29,0.457
2019-12-02,-0.5005
2019-12-03,-5.0297
2019-12-04,2.8888
2019-12-05,5.241
2019-12-06,8.3593
2019-12-09,18.9988
2019-12-10,-3.4483
2019-12-11,11.7857
2019-12-12,-4.6645
2019-12-13,8.7466
2019-12-16,7.8582
2019-12-17,5.4571
2019-12-18,-5.1747
2019-12-19,-16.1714
2019-12-20,19.1888
2019-12-23,-0.6863
2019-12-24,-3.628
2019-12-26,-0.8067
2019-12-27,-1.8675000000000002
2019-12-30,7.1516
2019-12-31,-2.9504
2020-01-02,13.6364
2020-01-03,4.026
2020-01-06,11.3109
2020-01-07,-2.7815
2020-01-08,4.0609
2020-01-09,-4.0576
2020-01-10,-8.2967
2020-01-13,-4.6623
2020-01-14,-8.7232
2020-01-15,0.0579
2020-01-16,-6.657
2020-01-17,2.8837
2020-01-21,10.1266
2020-01-22,6.4039
2020-01-23,-5.607
2020-01-24,-4.6594
2020-01-27,-5.1157
2020-01-28,3.0723
2020-01-29,-7.0719
2020-01-30,-5.9748
2020-01-31,-2.3077
2020-02-03,3.6289
2020-02-04,8.7545
2020-02-05,-11.1482
2020-02-06,12.5812
2020-02-07,-6.2253
2020-02-10,4.0155
2020-02-11,-4.3898
2020-02-12,-3.7447
2020-02-13,3.6536
2020-02-14,0.359
2020-02-18,2.5691
2020-02-19,2.2511
2020-02-20,0.4031
2020-02-21,-0.0926
2020-02-24,-5.4096
2020-02-25,9.281
2020-02-26,0.927
2020-02-27,0.3852
2020-02-28,3.6009
2020-03-02,4.2735
2020-03-03,5.1366
2020-03-04,1.8451
2020-03-05,-5.282
2020-03-06,2.6131
2020-03-09,-12.1029
2020-03-10,1.4337
2020-03-11,-5.2709
2020-03-12,-11.2527
2020-03-13,8.3363
2020-03-16,29.3243
2020-03-17,66.5
2020-03-18,38.1381
2020-03-19,-35.5435
2020-03-20,-21.5852
2020-03-23,10.3441
2020-03-24,4.541
2020-03-25,-12.006
2020-03-26,16.5254
2020-03-27,0.0
2020-03-30,12.7273
2020-03-31,-5.8065
2020-04-01,-9.3836
2020-04-02,7.5397
2020-04-03,-7.3098
2020-04-06,-0.0379
2020-04-07,-13.5217
2020-04-08,-1.4254
2020-04-09,1.0234
2020-04-13,-8.148
2020-04-14,-0.1918
2020-04-15,-7.3264
2020-04-16,0.5443
2020-04-17,5.2075
2020-04-20,6.273
2020-04-21,-2.5594
2020-04-22,26.5973
2020-04-23,-6.5421
2020-04-24,-4.5
2020-04-27,3.4555
2020-04-28,-7.2267
2020-04-29,7.4624
2020-04-30,-3.5939
2020-05-01,-4.9916
2020-05-04,1.4853
2020-05-05,9.218
2020-05-06,-4.44
2020-05-07,3.2231
2020-05-08,-0.1622
2020-05-11,1.5028000000000001
2020-05-12,-1.3005
2020-05-13,-1.7027999999999999
2020-05-14,0.3506
2020-05-15,1.7057
2020-05-18,21.5801
2020-05-19,-15.9216
2020-05-20,4.8429
2020-05-21,-2.1493
2020-05-22,-1.6763
2020-05-26,-0.2939
2020-05-27,-6.4662
2020-05-28,-1.5129000000000001
2020-05-29,5.6753
2020-06-01,5.5926
2020-06-02,0.153
2020-06-03,-2.3291
2020-06-04,-2.2674
2020-06-05,-1.6400000000000001
2020-06-08,-0.8133
2020-06-09,-2.0295
2020-06-10,-0.7951
2020-06-11,2.51
2020-06-12,-0.0412
2020-06-15,4.6727
2020-06-16,-1.8681999999999999
2020-06-17,1.9038
2020-06-18,0.177
2020-06-19,0.8245
2020-06-22,11.8575
2020-06-23,-8.181
2020-06-24,3.7536
2020-06-25,9.0992
2020-06-26,4.0529
2020-06-29,5.907
2020-06-30,1.4285999999999999
2020-07-01,-3.8957
2020-07-02,-1.3564
2020-07-06,3.5404
2020-07-07,5.8464
2020-07-08,-2.5671
2020-07-09,-2.8863
2020-07-10,7.2398
2020-07-13,10.5458
2020-07-14,7.8426
2020-07-15,-7.01
2020-07-16,-2.7308
2020-07-17,12.3633
2020-07-20,3.4604
2020-07-21,3.8548999999999998
2020-07-22,13.7227
2020-07-23,-14.7474
2020-07-24,-4.9033999999999995
2020-07-27,2.8038
2020-07-28,-1.329
2020-07-29,-3.3731999999999998
2020-07-30,2.0121
2020-07-31,-2.4358
