ticker,AREB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-29,100.0
2018-04-10,-30.0
2018-05-10,-28.5714
2018-06-04,0.0
2018-06-13,0.0
2018-06-26,-20.0
2018-06-29,20.0
2018-07-16,4.1667
2018-07-19,0.0
2018-07-24,-16.0
2018-08-02,11.4286
2018-08-03,-6.8376
2018-08-06,-3.6696999999999997
2018-08-07,3.8095
2018-08-08,-2.7523
2018-08-14,-24.5283
2018-08-15,-12.5
2018-08-20,42.8571
2018-08-30,10.0
2018-08-31,-8.1818
2018-09-04,8.9109
2018-09-05,0.0
2018-09-07,-9.0909
2018-09-10,15.0
2018-09-11,-8.6957
2018-09-14,13.3333
2018-09-19,-57.9832
2018-09-20,100.0
2018-10-16,15.0
2018-10-30,-8.6957
2018-11-26,-28.5714
2018-11-28,-80.0
2018-11-29,400.0
2018-12-20,-32.0
2018-12-21,7.8431
2018-12-24,34.5455
2018-12-26,-32.4324
2018-12-27,10.0
2018-12-28,18.1818
2019-01-02,-38.4615
2019-01-03,90.0
2019-01-16,-14.473700000000001
2019-01-17,7.6923
2019-01-25,7.1429
2019-01-28,-1.3333
2019-01-31,1.3514
2019-02-11,-6.6667
2019-02-14,7.1429
2019-02-20,-6.6667
2019-02-21,-21.4286
2019-02-25,18.1818
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-04,0.0
2019-03-06,0.0
2019-03-15,41.5385
2019-03-18,0.0
2019-04-04,3.2609
2019-04-05,0.0
2019-04-09,0.0
2019-04-17,0.0
2019-05-09,-1.0526
2019-05-14,1.0638
2019-07-05,-5.2632
2019-07-08,-61.1111
2019-07-09,170.0
2019-08-08,-59.2593
2019-08-09,32.4416
2019-08-12,-11.7474
2019-08-13,0.0
2019-08-14,64.2444
2019-08-15,-59.1395
2019-08-16,82.1192
2019-08-20,30.5455
2019-08-22,-2.507
2019-09-04,-21.7143
2019-09-06,-8.7591
2019-09-09,-0.4
2019-09-10,-13.6546
2019-09-11,-23.2558
2019-09-13,21.2121
2019-09-16,0.0
2019-09-18,0.0
2019-09-19,-12.5
2019-09-20,14.2857
2019-09-23,-12.5
2019-09-24,0.0
2019-09-25,-5.7143
2019-09-26,-3.0303
2019-09-27,-6.25
2019-09-30,0.0
2019-10-03,33.3333
2019-10-04,-25.0
2019-10-07,16.6667
2019-10-18,42.2857
2019-10-28,-19.6787
2019-10-29,-32.5
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,11.1111
2019-11-08,-16.6667
2019-11-12,-12.0
2019-11-14,-9.0909
2019-11-15,0.0
2019-11-29,-5.0
2019-12-03,0.0
2019-12-06,-10.0
2019-12-10,16.9591
2019-12-11,0.0
2019-12-13,10.0
2019-12-16,13.6364
2019-12-17,-20.0
2019-12-23,134.0
2019-12-24,-14.5299
2019-12-26,-28.75
2020-01-03,-0.5965
2020-01-13,-29.4035
2020-01-14,10.0
2020-01-22,13.5909
2020-01-24,-19.968
2020-01-27,17.125
2020-01-28,5.016
2020-01-30,-18.6992
2020-01-31,36.5
2020-02-07,-8.4249
2020-02-10,-22.7
2020-02-13,3.4929
2020-02-18,0.0
2020-02-21,-20.0
2020-02-24,1.4062999999999999
2020-02-25,-1.3867
2020-02-26,0.0
2020-02-28,6.25
2020-03-03,-11.7647
2020-03-05,13.2667
2020-03-06,-11.7128
2020-03-10,0.0
2020-03-13,0.0
2020-03-17,-6.6667
2020-03-19,0.0
2020-03-23,42.7857
2020-03-24,-24.9625
2020-03-26,-20.0
2020-04-01,4.1667
2020-04-03,-4.0
2020-04-07,-8.3333
2020-04-14,0.9091
2020-04-16,-8.1081
2020-04-17,2.9412000000000003
2020-04-22,0.0
2020-04-23,14.2857
2020-04-24,-6.25
2020-04-28,6.6667
2020-04-29,1.0417
2020-04-30,22.0619
2020-05-05,-12.1622
2020-05-06,15.3846
2020-05-07,-0.0667
2020-05-08,-13.2755
2020-05-11,15.3846
2020-05-13,-10.0
2020-05-14,-11.1111
2020-05-15,-8.3333
2020-05-18,9.0909
2020-05-19,-3.125
2020-05-20,7.5269
2020-05-21,-18.4
2020-05-22,20.098
2020-05-26,-10.2041
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,-4.5455
2020-06-01,9.5238
2020-06-03,8.6957
2020-06-04,-7.0
2020-06-05,-5.3763
2020-06-08,2.2727
2020-06-09,-11.1111
2020-06-11,15.0
2020-06-12,-8.6957
2020-06-17,-4.7619
2020-06-18,-10.0
2020-06-19,0.0
2020-06-26,14.4444
2020-06-29,-3.8834999999999997
2020-07-01,15.7576
2020-07-06,4.6248000000000005
2020-07-08,-3.6696999999999997
2020-07-13,-32.4675
2020-07-14,-16.6667
2020-07-15,0.0
2020-07-16,39.5385
2020-07-17,9.151
2020-07-21,1.0101
2020-07-23,23.0
2020-07-24,-24.3902
2020-07-27,-13.9785
2020-07-29,50.0
2020-07-30,-20.0
2020-07-31,0.0
