ticker,USEG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-10.7143
2000-01-04,14.0
2000-01-05,5.2632
2000-01-06,-8.3333
2000-01-07,0.0
2000-01-10,9.0909
2000-01-11,3.3333
2000-01-12,-9.6774
2000-01-13,0.0
2000-01-14,-4.4643
2000-01-18,-4.6729
2000-01-19,13.7255
2000-01-20,1.7241
2000-01-21,-5.0847
2000-01-24,-1.7856999999999998
2000-01-25,-1.8182
2000-01-26,3.7037
2000-01-27,-1.7856999999999998
2000-01-28,-3.6364
2000-01-31,5.6604
2000-02-01,-3.5714
2000-02-02,1.8519
2000-02-03,-1.8182
2000-02-04,1.8519
2000-02-07,-1.8182
2000-02-08,-3.7037
2000-02-09,0.0
2000-02-10,1.9231
2000-02-11,0.0
2000-02-14,1.8868
2000-02-15,-1.8519
2000-02-16,0.0
2000-02-17,3.7736
2000-02-18,-1.8182
2000-02-22,-1.8519
2000-02-23,3.7736
2000-02-24,-4.5455
2000-02-25,4.7619
2000-02-28,-3.6364
2000-02-29,3.7736
2000-03-01,5.4545
2000-03-02,-6.8966
2000-03-03,-5.5556
2000-03-06,3.9215999999999998
2000-03-07,1.8868
2000-03-08,1.8519
2000-03-09,-3.6364
2000-03-10,0.0
2000-03-13,3.7736
2000-03-14,0.0
2000-03-15,-3.6364
2000-03-16,1.8868
2000-03-17,-3.7037
2000-03-20,0.0
2000-03-21,-0.9615
2000-03-22,2.9126
2000-03-23,-1.8868
2000-03-24,5.7692
2000-03-27,0.0
2000-03-28,-7.2727
2000-03-29,-1.9607999999999999
2000-03-30,4.0
2000-03-31,-7.6923
2000-04-03,2.0833
2000-04-04,-14.2857
2000-04-05,23.8095
2000-04-06,-1.9231
2000-04-07,-3.9215999999999998
2000-04-10,-4.0816
2000-04-11,8.5106
2000-04-12,-5.8824
2000-04-13,0.0
2000-04-14,-22.9167
2000-04-17,-2.7027
2000-04-18,16.6667
2000-04-19,4.7619
2000-04-20,-4.5455
2000-04-24,7.1429
2000-04-25,-11.1111
2000-04-26,5.0
2000-04-27,-1.1905000000000001
2000-04-28,-1.2048
2000-05-01,-9.7561
2000-05-02,-5.4054
2000-05-03,2.8571
2000-05-04,-5.5556
2000-05-05,5.8824
2000-05-08,0.0
2000-05-09,-5.5556
2000-05-10,5.8824
2000-05-11,-5.5556
2000-05-12,8.8235
2000-05-15,-10.8108
2000-05-16,27.2727
2000-05-17,0.0
2000-05-18,-13.0952
2000-05-19,-4.1096
2000-05-22,-2.8571
