ticker,KXIN US Equity
2018-06-14,0.2026
2018-06-15,0.1011
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.101
2018-06-21,0.1009
2018-06-22,0.0
2018-06-25,-0.3024
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,-0.2022
2018-06-29,0.2026
2018-07-03,0.0
2018-07-06,-0.1011
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,0.2024
2018-07-23,-0.0505
2018-07-24,1.9707
2018-07-25,-0.5946
2018-07-26,-0.7976
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.1005
2018-08-02,-0.1004
2018-08-03,0.0
2018-08-06,0.0
2018-08-07,-0.1005
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-13,-0.1006
2018-08-14,0.4028
2018-08-17,0.0
2018-08-20,-0.1003
2018-08-23,-0.1004
2018-08-24,0.201
2018-08-27,0.0
2018-08-30,0.2006
2018-08-31,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-10,0.8008
2018-09-11,-0.1986
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,-0.199
2018-09-17,0.1994
2018-09-18,-0.0995
2018-09-19,9.5618
2018-09-20,-8.6364
2018-09-21,-1.393
2018-09-24,0.4036
2018-09-25,0.0
2018-09-26,1.206
2018-09-27,-0.1986
2018-09-28,0.2985
2018-10-03,0.1984
2018-10-04,0.0
2018-10-10,-0.297
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,-0.1986
2018-10-16,0.199
2018-10-17,-0.1986
2018-10-18,0.2985
2018-10-19,0.0
2018-10-22,0.0
2018-10-24,-0.1984
2018-10-25,0.1988
2018-10-26,0.0
2018-10-29,-0.496
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.3988
2018-11-06,0.1986
2018-11-07,-0.3687
2018-11-08,0.1711
2018-11-09,0.0
2018-11-12,-0.2979
2018-11-13,-1.3944
2018-11-14,2.0202
2018-11-15,-0.297
2018-11-16,0.0
2018-11-21,-0.0993
2018-11-26,-1.5905
2018-11-27,1.7172
2018-11-28,-0.0993
2018-11-29,0.1988
2018-11-30,0.1984
2018-12-03,-0.198
2018-12-10,-0.1984
2018-12-11,0.0497
2018-12-12,-0.0497
2018-12-13,0.8698
2018-12-14,-0.1725
2018-12-17,-0.1974
2018-12-18,-0.0989
2018-12-19,-0.198
2018-12-20,0.5952
2018-12-21,-1.6764999999999999
2018-12-24,0.8024
2018-12-26,0.0
2018-12-27,0.597
2018-12-28,0.0
2018-12-31,-0.0989
2019-01-02,0.3465
2019-01-03,0.148
2019-01-04,0.0
2019-01-07,-0.3941
2019-01-08,0.0989
2019-01-09,0.5929
2019-01-10,-0.6876
2019-01-11,0.0
2019-01-14,0.1978
2019-01-15,0.691
2019-01-16,-0.2941
2019-01-17,0.295
2019-01-22,0.1961
2019-01-24,0.0978
2019-01-25,0.0
2019-01-28,-0.0489
2019-01-30,-0.0489
2019-01-31,0.0
2019-02-01,0.0978
2019-02-04,-0.0978
2019-02-06,0.5871
2019-02-11,-0.2714
2019-02-12,-0.0702
2019-02-15,0.245
2019-02-19,-0.0935
2019-02-20,-0.1501
2019-02-26,-0.0488
2019-02-27,0.0
2019-03-11,0.4883
2019-03-12,0.0
2019-03-13,0.0972
2019-03-14,0.0971
2019-03-15,0.291
2019-03-19,-0.5803
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.1946
2019-03-25,0.2913
2019-03-26,0.0
2019-03-27,-25.847
2019-03-28,1.3054999999999999
2019-03-29,-7.442
2019-04-01,43.961
2019-04-02,-0.1451
2019-04-03,-0.001
2019-04-04,-0.0475
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.0291
2019-04-10,-0.0291
2019-04-11,-0.0969
2019-04-12,0.001
2019-04-15,-0.001
2019-04-16,0.0
2019-04-17,0.8729
2019-04-18,-0.3365
2019-04-22,-11.7221
2019-04-23,-8.306
2019-04-24,1.4243000000000001
2019-04-25,0.8285
2019-04-26,2.331
2019-04-29,-0.5695
2019-04-30,-42.8408
2019-05-01,-43.6874
2019-05-02,-1.0676
2019-05-03,20.8633
2019-05-06,10.119
2019-05-07,-7.027
2019-05-08,-8.1395
2019-05-09,-6.962
2019-05-10,11.9048
2019-05-13,-3.0395
2019-05-14,1.8809
2019-05-15,-1.8462
2019-05-16,-3.4483
2019-05-17,-7.7922
2019-05-20,-3.169
2019-05-21,16.3636
2019-05-22,-15.625
2019-05-23,1.4815
2019-05-24,-1.0949
2019-05-28,-0.738
2019-05-29,5.948
2019-05-30,-11.2281
2019-05-31,-5.1383
2019-06-03,-10.0
2019-06-04,2.3148
2019-06-05,1.3575
2019-06-06,-5.192
2019-06-07,-1.116
2019-06-10,2.3810000000000002
2019-06-11,-3.2558
2019-06-12,-3.3654
2019-06-13,1.4925
2019-06-14,7.7451
2019-06-17,-4.2675
2019-06-18,4.5527999999999995
2019-06-19,9.0909
2019-06-20,-8.3333
2019-06-21,1.3636
2019-06-24,0.0897
2019-06-25,-3.6738
2019-06-26,1.3953
2019-06-27,-5.5046
2019-06-28,6.7961
2019-07-01,-3.6364
2019-07-02,-5.1887
2019-07-03,1.99
2019-07-05,-1.4634
2019-07-08,-0.495
2019-07-09,-1.4925
2019-07-10,-1.5152
2019-07-11,-6.1538
2019-07-12,-4.918
2019-07-15,3.4483
2019-07-16,-8.8889
2019-07-17,1.2195
2019-07-18,-11.8735
2019-07-19,2.8778
2019-07-22,-2.3256
2019-07-23,17.0136
2019-07-24,-13.3771
2019-07-25,0.6711
2019-07-26,1.3333
2019-07-29,-2.1447
2019-07-30,1.8556
2019-07-31,8.2508
2019-08-01,-0.6098
2019-08-02,1.227
2019-08-05,-3.0303
2019-08-06,-2.5063
2019-08-07,-1.9167999999999998
2019-08-08,-1.9607999999999999
2019-08-09,-6.6667
2019-08-12,-8.5714
2019-08-13,7.0313
2019-08-14,1.4599
2019-08-15,35.3022
2019-08-16,-1.1007
2019-08-19,-3.2258
2019-08-20,2.7778
2019-08-21,-0.9838
2019-08-22,-1.736
2019-08-23,0.5556
2019-08-26,-3.3149
2019-08-27,12.8
2019-08-28,0.304
2019-08-29,-4.0404
2019-08-30,-2.1053
2019-09-03,1.0753
2019-09-04,-2.6596
2019-09-05,-1.6393
2019-09-06,4.4444
2019-09-09,4.2553
2019-09-10,3.5714
2019-09-11,-0.468
2019-09-12,-3.4892
2019-09-13,0.0
2019-09-16,0.5128
2019-09-17,3.5714
2019-09-18,-3.9557
2019-09-19,5.6573
2019-09-20,3.8834999999999997
2019-09-23,0.9346
2019-09-24,-6.9444
2019-09-25,-3.9801
2019-09-26,-0.5233
2019-09-27,-9.1619
2019-09-30,3.211
2019-10-01,0.0
2019-10-02,-11.1111
2019-10-03,1.875
2019-10-04,7.9755
2019-10-07,-0.5682
2019-10-08,-7.4286
2019-10-10,1.2346
2019-10-11,0.9878
2019-10-14,3.8522
2019-10-15,-3.4884
2019-10-16,4.8193
2019-10-17,0.5747
2019-10-18,-6.8571
2019-10-21,2.454
2019-10-22,-2.3952
2019-10-23,3.6258
2019-10-24,2.4214
2019-10-28,-12.7168
2019-10-29,3.9735
2019-10-30,4.4459
2019-10-31,-14.6237
2019-11-01,8.5143
2019-11-04,2.0274
2019-11-05,-2.5806
2019-11-06,-7.947
2019-11-07,1.4388
2019-11-08,4.2553
2019-11-11,1.2652999999999999
2019-11-12,0.094
2019-11-13,-3.5369
2019-11-14,0.1879
2019-11-15,1.8264
2019-11-18,-1.7936
2019-11-19,3.0347
2019-11-20,1.0986
2019-11-21,3.3333
2019-11-22,-9.6774
2019-11-25,0.0
2019-11-26,9.9857
2019-11-27,-9.0791
2019-11-29,2.5
2019-12-02,0.0139
2019-12-03,-4.536
2019-12-04,-0.7372
2019-12-05,-6.25
2019-12-06,3.2784
2019-12-10,-0.1367
2019-12-11,-7.2243
2019-12-12,-4.918
2019-12-13,3.4483
2019-12-16,-4.375
2019-12-17,6.3181
2019-12-18,4.918
2019-12-19,2.3438
2019-12-20,1.5267
2019-12-23,1.5038
2019-12-24,-1.2593
2019-12-26,-0.9752
2019-12-27,-1.5152
2019-12-30,20.7692
2019-12-31,19.1083
2020-01-02,-27.8075
2020-01-03,-2.3704
2020-01-06,-1.3657
2020-01-07,-3.8462
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,4.0
2020-01-13,-3.0769
2020-01-14,0.7937
2020-01-15,-0.0157
2020-01-16,-0.4253
2020-01-17,-1.9298
2020-01-21,-3.2258
2020-01-22,-2.5
2020-01-23,3.4188
2020-01-24,-1.6529
2020-01-27,-3.3613
2020-01-28,2.6087
2020-01-29,-2.5339
2020-01-30,-0.8782
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,-6.1404
2020-02-05,9.3458
2020-02-06,0.0
2020-02-07,-2.8974
2020-02-10,1.2939
2020-02-11,-2.1116
2020-02-12,-6.7909
2020-02-13,6.4857
2020-02-14,0.1699
2020-02-18,2.6786
2020-02-19,1.7304
2020-02-20,-3.4105
2020-02-21,0.9912
2020-02-24,-4.3814
2020-02-25,-1.9245
2020-02-26,-1.8875
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,1.7238
2020-03-03,-0.7584
2020-03-04,4.717
2020-03-05,-1.3514
2020-03-06,-1.5068000000000001
2020-03-09,-14.6963
2020-03-10,4.3478
2020-03-11,-1.0417
2020-03-12,-15.7895
2020-03-13,-0.375
2020-03-16,-14.8181
2020-03-17,-18.9571
2020-03-18,-12.6681
2020-03-19,15.5255
2020-03-20,35.1108
2020-03-23,-10.16
2020-03-24,33.556
2020-03-25,-0.5445
2020-03-26,4.5251
2020-03-27,-5.922
2020-03-30,-2.2838
2020-03-31,0.0
2020-04-01,3.4767
2020-04-02,-0.4831
2020-04-03,-6.2783
2020-04-06,16.8675
2020-04-07,3.0928
2020-04-08,-0.47
2020-04-09,2.4716
2020-04-13,-6.8046
2020-04-14,10.4682
2020-04-15,-8.8
2020-04-16,0.5326
2020-04-17,-0.8206
2020-04-20,-0.4922
2020-04-21,-4.2206
2020-04-22,-5.9559999999999995
2020-04-23,5.1648
2020-04-24,-2.2111
2020-04-27,-5.6925
2020-04-28,0.0361
2020-04-29,5.8905
2020-04-30,18.2768
2020-05-01,-13.0109
2020-05-04,-1.5587
2020-05-05,13.4194
2020-05-06,-8.8515
2020-05-07,9.1679
2020-05-08,-0.5274
2020-05-11,4.0312
2020-05-12,6.7308
2020-05-13,-9.964
2020-05-14,-2.7016
2020-05-15,-16.5056
2020-05-18,-0.973
2020-05-19,-0.9204
2020-05-20,11.1096
2020-05-21,-2.8583
2020-05-22,-2.3029
2020-05-26,-1.6667
2020-05-27,1.6949
2020-05-28,-2.3689999999999998
2020-05-29,-3.6703
2020-06-01,0.6329
2020-06-02,3.8742
2020-06-03,-4.3352
2020-06-04,7.5949
2020-06-05,0.0353
2020-06-08,3.2577
2020-06-09,15.0342
2020-06-10,7.9208
2020-06-11,-17.4312
2020-06-12,7.7778
2020-06-15,-8.2474
2020-06-16,10.6966
2020-06-17,-7.633
2020-06-18,-1.0989
2020-06-19,-3.3333
2020-06-22,-2.2989
2020-06-23,1.1764999999999999
2020-06-24,-4.6512
2020-06-25,-4.878
2020-06-26,1.859
2020-06-29,9.377
2020-06-30,-1.0357
2020-07-01,-1.1628
2020-07-02,-5.0353
2020-07-06,0.5946
2020-07-07,16.0961
2020-07-08,12.5278
2020-07-09,-19.3816
2020-07-10,-2.4673
2020-07-13,-3.3569
2020-07-14,3.6968
2020-07-15,-0.7417
2020-07-16,1.2294
2020-07-17,0.3096
2020-07-20,0.0593
2020-07-21,2.6097
2020-07-22,10.520199999999999
2020-07-23,-3.7762000000000002
2020-07-24,0.1522
2020-07-27,2.0297
2020-07-28,-2.1277
2020-07-29,17.3913
2020-07-30,0.0
2020-07-31,-7.0833
