ticker,HBUV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-15,128.5714
2016-09-27,0.0
2016-09-28,-6.25
2016-09-29,-33.3333
2016-10-03,-20.0
2016-10-07,-25.0
2016-10-26,0.0
2016-10-31,-33.3333
2017-02-08,0.0
2017-03-17,100.0
2017-05-09,0.0
2017-06-15,-12.5
2017-08-24,-2.8571
2017-12-14,17.647100000000002
2017-12-15,37.5
2017-12-19,27.2727
2018-01-04,158.5714
2018-01-05,-10.0166
2018-01-08,-31.2335
2018-01-09,6.25
2018-01-10,-32.7731
2018-01-11,25.0
2018-03-14,-20.0
2018-03-27,25.0
2018-04-04,4.0
2018-04-06,-8.6538
2018-05-16,5.2632
2018-06-05,45.0
2018-06-07,-31.0345
2018-06-11,1.0
2018-06-20,-30.6931
2018-06-27,0.0
2018-07-02,0.0
2018-07-13,78.5714
2018-07-16,20.0
2018-07-17,3.3333
2018-07-18,-16.129
2018-07-20,15.3846
2018-08-06,-1.3333
2018-08-07,-5.4054
2018-08-14,-7.1429
2018-09-04,-11.538499999999999
2018-09-06,-13.0435
2018-10-01,-25.0
2018-10-02,26.6667
2018-10-26,102.1053
2018-10-29,-21.875
2018-10-30,-10.0
2018-11-01,0.0
2018-11-05,-7.4074
2018-11-06,4.0
2018-11-09,-11.538499999999999
2018-11-13,-12.1739
2018-11-16,-45.5446
2018-11-20,9.0909
2018-11-23,41.6667
2018-11-26,-29.4118
2018-11-28,16.6667
2018-11-29,78.5714
2018-11-30,-20.0
2018-12-06,5.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,19.0476
2018-12-12,-20.0
2018-12-18,-1.0
2019-01-02,51.5152
2019-01-03,33.3333
2019-01-04,-20.0
2019-01-07,-18.75
2019-01-08,-11.538499999999999
2019-01-09,0.0
2019-01-10,-8.6957
2019-01-11,-4.7619
2019-01-18,-20.0
2019-01-22,0.0
2019-07-08,-12.5
2019-07-09,0.0
2019-07-18,0.0
2019-09-06,7.1429
2019-09-09,-6.6667
2019-09-10,0.0
2019-09-18,0.0
2019-09-26,0.0
2019-09-27,-57.1429
2019-10-07,10.0
2019-10-21,66.6667
2019-10-29,-9.0909
2019-11-01,10.0
2019-11-05,0.0
2019-12-23,23.6364
2020-01-02,-25.0
2020-05-29,-50.9804
2020-06-17,0.0
