ticker,SXI US Equity
2000-05-24,0.7937
2000-05-25,3.5433
2000-05-26,1.5209000000000001
2000-05-30,2.9962999999999997
2000-05-31,-2.1818
2000-06-01,2.6022
2000-06-02,-0.3623
2000-06-05,0.0
2000-06-06,-5.4545
2000-06-07,1.9231
2000-06-08,2.2641999999999998
2000-06-09,-0.369
2000-06-12,0.3704
2000-06-13,-1.476
2000-06-14,2.9962999999999997
2000-06-15,-2.5455
2000-06-16,0.7463
2000-06-19,3.7037
2000-06-20,-0.7143
2000-06-21,0.0
2000-06-22,-1.7986
2000-06-23,-2.5641
2000-06-26,1.1278
2000-06-27,2.6022
2000-06-28,2.1739
2000-06-29,-3.5461
2000-06-30,-6.6176
2000-07-03,4.3307
2000-07-05,-0.3774
2000-07-06,1.1364
2000-07-07,-0.7491
2000-07-10,0.0
2000-07-11,2.2641999999999998
2000-07-12,0.0
2000-07-13,2.583
2000-07-14,0.7194
2000-07-17,0.7143
2000-07-18,-0.7092
2000-07-19,-2.8571
2000-07-20,-0.7353
2000-07-21,0.3704
2000-07-24,-1.107
2000-07-25,1.8657
2000-07-26,-1.0989
2000-07-27,0.3704
2000-07-28,-0.369
2000-07-31,2.2222
2000-08-01,0.0
2000-08-02,0.0
2000-08-03,2.2464
2000-08-04,0.3584
2000-08-07,2.1429
2000-08-08,0.6993
2000-08-09,0.6944
2000-08-10,0.0
2000-08-11,0.6897
2000-08-14,0.6849
2000-08-15,1.7006999999999999
2000-08-16,-1.3378
2000-08-17,5.4237
2000-08-18,-0.9646
2000-08-21,-0.974
2000-08-22,-1.9672
2000-08-23,2.0067
2000-08-24,-1.6393
2000-08-25,2.0
2000-08-28,-3.9215999999999998
2000-08-29,-0.3401
2000-08-30,0.0
2000-08-31,1.3652
2000-09-01,0.6734
2000-09-05,-0.3344
2000-09-06,0.3356
2000-09-07,1.3378
2000-09-08,-0.33
2000-09-11,1.9868000000000001
2000-09-12,0.6494
2000-09-13,-0.9677
2000-09-14,-0.3257
2000-09-15,0.6536
2000-09-18,-3.2468
2000-09-19,0.3356
2000-09-20,-0.3344
2000-09-21,-1.0067
2000-09-22,0.678
2000-09-25,2.0202
2000-09-26,-2.6403
2000-09-27,-1.0169
2000-09-28,6.1644
2000-09-29,-0.3226
2000-10-02,-2.2654
2000-10-03,-1.3245
2000-10-04,-1.6779
2000-10-05,3.413
2000-10-06,0.33
2000-10-09,0.6579
2000-10-10,-2.2876
2000-10-11,-3.3445
2000-10-12,0.692
2000-10-13,-6.5292
2000-10-16,0.7353
2000-10-17,-0.7299
2000-10-18,-1.4706000000000001
2000-10-19,0.0
2000-10-20,-0.7463
2000-10-23,0.0
2000-10-24,0.7519
2000-10-25,2.9851
2000-10-26,0.0
2000-10-27,0.0
2000-10-30,5.0725
2000-10-31,1.0345
2000-11-01,-0.3413
2000-11-02,4.1096
2000-11-03,-0.9868
2000-11-06,-0.3322
2000-11-07,-0.3333
2000-11-08,1.1237
2000-11-09,1.6722000000000001
2000-11-10,-0.6579
2000-11-13,2.3179
2000-11-14,0.0
2000-11-15,0.3236
2000-11-16,0.0
2000-11-17,1.9355
2000-11-20,-1.2658
2000-11-21,0.0
2000-11-22,0.3205
2000-11-24,0.639
2000-11-27,-0.9524
2000-11-28,0.3205
2000-11-29,1.9169
2000-11-30,-1.5674000000000001
2000-12-01,1.5924
2000-12-04,-0.627
2000-12-05,0.6309
2000-12-06,-0.627
2000-12-07,1.2618
2000-12-08,1.2461
2000-12-11,0.3077
2000-12-12,-0.6135
2000-12-13,-1.8519
2000-12-14,-2.5157
2000-12-15,-3.5484
2000-12-18,1.6722000000000001
2000-12-19,-1.3158
2000-12-20,-2.3333
2000-12-21,0.3413
2000-12-22,0.3401
2000-12-26,1.0169
2000-12-27,4.0268
2000-12-28,4.1935
2000-12-29,2.1672
2001-01-02,-4.2424
2001-01-03,0.6329
2001-01-04,0.6289
2001-01-05,2.8125
2001-01-08,0.6079
2001-01-09,1.2085
2001-01-10,4.1791
2001-01-11,4.5845
2001-01-12,-1.9178
2001-01-16,7.2626
2001-01-17,-1.8229
2001-01-18,-1.061
2001-01-19,1.0724
2001-01-22,-1.8568
2001-01-23,-0.5405
2001-01-24,-1.087
2001-01-25,-4.1209
2001-01-26,-4.5845
2001-01-29,3.7838000000000003
2001-01-30,3.1481
2001-01-31,2.1095
2001-02-01,1.1868
2001-02-02,0.0434
2001-02-05,0.3908
2001-02-06,0.692
2001-02-07,2.2766
2001-02-08,-0.21
2001-02-09,0.1699
2001-02-12,5.3836
2001-02-13,3.58
2001-02-14,-3.3786
2001-02-15,3.537
2001-02-16,-1.3975
2001-02-20,0.0
2001-02-21,-0.7874
2001-02-22,-2.3810000000000002
2001-02-23,-1.626
2001-02-26,3.1405
2001-02-27,-1.8429
2001-02-28,-0.4082
2001-03-01,1.8443
2001-03-02,0.6036
2001-03-05,-0.44
2001-03-06,-1.1651
2001-03-07,0.2033
2001-03-08,-1.0142
2001-03-09,-4.6311
2001-03-12,-2.2346
2001-03-13,0.2198
2001-03-14,1.0965
2001-03-15,-0.6508
2001-03-16,-1.31
2001-03-19,-0.4425
2001-03-20,0.4444
2001-03-21,-2.1681
2001-03-22,-1.4021
2001-03-23,-0.6422
2001-03-26,1.108
2001-03-27,0.4566
2001-03-28,0.4545
2001-03-29,2.3077
2001-03-30,1.5038
2001-04-02,-1.1764999999999999
2001-04-03,0.0
2001-04-04,0.5291
2001-04-05,1.7544
2001-04-06,0.3879
2001-04-09,1.331
2001-04-10,0.0424
2001-04-11,-0.8471
2001-04-12,0.4699
2001-04-16,0.2976
2001-04-17,1.1869
2001-04-18,-1.1311
2001-04-19,0.678
2001-04-20,0.0
2001-04-23,-1.5152
2001-04-24,-1.0684
2001-04-25,1.5119
2001-04-26,0.0
2001-04-27,1.4894
2001-04-30,0.4193
2001-05-01,0.8351
2001-05-02,0.6211
2001-05-03,-0.9465
2001-05-04,0.7125
2001-05-07,-0.3329
2001-05-08,-0.6263
2001-05-09,0.7563
2001-05-10,-0.5004
2001-05-11,-0.6706
2001-05-14,0.7595
2001-05-15,0.0838
2001-05-16,-0.2092
2001-05-17,0.2935
2001-05-18,-0.2508
2001-05-21,-0.461
2001-05-22,0.2105
2001-05-23,-4.2017
2001-05-24,-4.8246
2001-05-25,1.8433000000000002
2001-05-29,1.991
2001-05-30,0.7986
2001-05-31,-2.7289
2001-06-01,0.2262
2001-06-04,0.9932
2001-06-05,0.3576
2001-06-06,-0.0891
2001-06-07,0.0446
2001-06-08,-0.6239
2001-06-11,0.7623
2001-06-12,-0.3115
2001-06-13,-4.0179
2001-06-14,-2.3721
2001-06-15,-1.1434
2001-06-18,1.9759
2001-06-19,0.7089
2001-06-20,2.534
2001-06-21,2.746
2001-06-22,-1.1136
2001-06-25,-1.1712
2001-06-26,-0.9572
2001-06-27,3.1293
2001-06-28,0.3124
2001-06-29,4.9822
2001-07-02,-2.7542
2001-07-03,0.3486
2001-07-05,-1.2158
2001-07-06,-1.5385
2001-07-09,-0.0893
2001-07-10,-0.7149
2001-07-11,1.3501
2001-07-12,1.9538
2001-07-13,1.9163999999999999
2001-07-16,-0.5128
2001-07-17,1.8041
2001-07-18,0.2532
2001-07-19,-0.0421
2001-07-20,-0.2105
2001-07-23,-0.5063
2001-07-24,0.0848
2001-07-25,0.0
2001-07-26,-0.4237
2001-07-27,-0.1277
2001-07-30,-0.2983
2001-07-31,-0.2137
2001-08-01,0.257
2001-08-02,0.9825
2001-08-03,-0.5122
2001-08-06,-0.4719
2001-08-07,1.0776
2001-08-08,-0.4264
2001-08-09,-0.5996
2001-08-10,0.8186
2001-08-13,-0.641
2001-08-14,0.2151
2001-08-15,-0.2146
2001-08-16,2.5806
2001-08-17,-1.3417
2001-08-20,-0.34
2001-08-21,-1.7058
2001-08-22,1.7354
2001-08-23,-0.4264
2001-08-24,0.4283
2001-08-27,0.6397
2001-08-28,-0.9322
2001-08-29,1.1548
2001-08-30,-1.0994
2001-08-31,-0.8123
2001-09-04,1.2931
2001-09-05,-0.0851
2001-09-06,0.0852
2001-09-07,-1.4468
2001-09-10,-2.6339
2001-09-17,-2.2173
2001-09-18,-2.0408
2001-09-19,-4.213
2001-09-20,-4.7366
2001-09-21,-6.4942
2001-09-24,2.4959
2001-09-25,-2.1175
2001-09-26,1.1357
2001-09-27,-1.0695000000000001
2001-09-28,1.8919000000000001
2001-10-01,0.0
2001-10-02,0.5305
2001-10-03,0.6332
2001-10-04,-0.6817
2001-10-05,-0.2112
2001-10-08,1.3228
2001-10-09,-2.0888
2001-10-10,1.8667
2001-10-11,2.0942
2001-10-12,-0.0513
2001-10-15,0.0
2001-10-16,2.3602
2001-10-17,3.3083
2001-10-18,-0.7763
2001-10-19,-1.467
2001-10-22,0.2481
2001-10-23,0.0
2001-10-24,-0.2475
2001-10-25,1.737
2001-10-26,1.9024
2001-10-29,5.3135
2001-10-30,-1.1364
2001-10-31,0.092
2001-11-01,2.8939
2001-11-02,-1.3839000000000001
2001-11-05,-0.6338
2001-11-06,-2.0501
2001-11-07,0.186
2001-11-08,-0.5626
2001-11-09,0.2357
2001-11-12,-1.0348
2001-11-13,1.9487
2001-11-14,1.6783000000000001
2001-11-15,-1.4214
2001-11-16,1.3023
2001-11-19,1.5611000000000002
2001-11-20,-0.5877
2001-11-21,-4.4566
2001-11-23,0.1904
2001-11-26,-0.7126
2001-11-27,0.2392
2001-11-28,0.9069
2001-11-29,-0.0946
2001-11-30,1.3258
2001-12-03,0.2336
2001-12-04,0.2331
2001-12-05,4.6512
2001-12-06,3.1111
2001-12-07,0.7759
2001-12-10,-1.4115
2001-12-11,2.2560000000000002
2001-12-12,-0.5515
2001-12-13,-1.7917999999999998
2001-12-14,1.3467
2001-12-17,1.5859
2001-12-18,0.0422
2001-12-19,0.3796
2001-12-20,-2.9412000000000003
2001-12-21,-1.4719
2001-12-24,-0.1318
2001-12-26,0.308
2001-12-27,0.2193
2001-12-28,-3.7199
2001-12-31,-1.1364
2002-01-02,-1.0575
2002-01-03,0.6506
2002-01-04,4.8015
2002-01-07,-0.9692
2002-01-08,2.3132
2002-01-09,-0.2174
2002-01-10,0.2614
2002-01-11,-0.0869
2002-01-14,-6.9161
2002-01-15,3.271
2002-01-16,0.6787
2002-01-17,-1.1236
2002-01-18,-1.6818
2002-01-22,-0.8322
2002-01-23,2.331
2002-01-24,-0.5923
2002-01-25,0.7333
2002-01-28,-1.5013999999999998
2002-01-29,1.3395000000000001
2002-01-30,0.0
2002-01-31,0.1823
2002-02-01,0.0
2002-02-04,-0.8189
2002-02-05,0.5963
2002-02-06,-1.0488
2002-02-07,-4.1014
2002-02-08,3.1553
2002-02-11,-0.8
2002-02-12,1.0436
2002-02-13,1.7370999999999999
2002-02-14,-1.7536
2002-02-15,1.2212
2002-02-19,-0.6961
2002-02-20,0.4673
2002-02-21,-1.3023
2002-02-22,1.508
2002-02-25,-1.1142
2002-02-26,0.4695
2002-02-27,0.4673
2002-02-28,1.5349
2002-03-01,0.7787
2002-03-04,0.9545
2002-03-05,-1.3958
2002-03-06,0.4566
2002-03-07,0.2273
2002-03-08,4.9433
2002-03-11,1.5556999999999999
2002-03-12,-0.8085
2002-03-13,0.6006
2002-03-14,0.2132
2002-03-15,-0.1702
2002-03-18,-0.2131
2002-03-19,2.5202999999999998
2002-03-20,1.0417
2002-03-21,0.9897
2002-03-22,0.0817
2002-03-25,-0.0816
2002-03-26,0.8575
2002-03-27,0.2024
2002-03-28,-1.3333
2002-04-01,-1.638
2002-04-02,0.0
2002-04-03,0.3331
2002-04-04,0.9544
2002-04-05,-1.3564
2002-04-08,0.4167
2002-04-09,1.2863
2002-04-10,1.7616
2002-04-11,1.4493
2002-04-12,2.5794
2002-04-15,-1.9342000000000001
2002-04-16,1.9724
2002-04-17,-0.3482
2002-04-18,0.3106
2002-04-19,-0.5031
2002-04-22,-2.1004
2002-04-23,0.5165
2002-04-24,-0.1976
2002-04-25,1.2673
2002-04-26,-0.1564
2002-04-29,-0.3134
2002-04-30,1.8468
2002-05-01,0.3086
2002-05-02,2.9231
2002-05-03,4.1431000000000004
2002-05-06,-1.6275
2002-05-07,1.5809
2002-05-08,0.941
2002-05-09,-3.0118
2002-05-10,-1.6636
2002-05-13,1.3158
2002-05-14,3.154
2002-05-15,0.1799
2002-05-16,-1.939
2002-05-17,0.4394
2002-05-20,-1.2031
2002-05-21,-5.4244
2002-05-22,2.0679
2002-05-23,0.6116
2002-05-24,-0.7599
2002-05-28,0.4977
2002-05-29,-1.9048
2002-05-30,-0.6214
2002-05-31,0.9769
2002-06-03,-2.4381
2002-06-04,-0.2777
2002-06-05,0.3978
2002-06-06,-0.9509
2002-06-07,1.16
2002-06-10,-0.7117
2002-06-11,-0.4381
2002-06-12,0.48
2002-06-13,-0.4777
2002-06-14,-1.6
2002-06-17,3.8618
2002-06-18,0.3131
2002-06-19,-0.5072
2002-06-20,-2.4706
2002-06-21,0.5227
2002-06-24,-0.2
2002-06-25,-0.2806
2002-06-26,0.1206
2002-06-27,0.1606
2002-06-28,0.6012
2002-07-01,-3.2271
2002-07-02,-1.7703
2002-07-03,-0.8801
2002-07-05,3.1712
2002-07-08,-0.3689
2002-07-09,0.3702
2002-07-10,-2.459
2002-07-11,-2.521
2002-07-12,-3.0172
2002-07-15,-2.2222
2002-07-16,-0.9091
2002-07-17,0.2294
2002-07-18,-2.5172
2002-07-19,-0.6103
2002-07-22,-2.4563
2002-07-23,-4.3099
2002-07-24,1.2146
2002-07-25,-0.25
2002-07-26,0.1504
2002-07-29,7.6577
2002-07-30,0.4184
2002-07-31,-2.963
2002-08-01,1.7176
2002-08-02,0.4221
2002-08-05,-4.9043
2002-08-06,3.1434
2002-08-07,2.8571
2002-08-08,1.8981
2002-08-09,1.6055000000000001
2002-08-12,-0.5869
2002-08-13,0.3633
2002-08-14,0.905
2002-08-15,-0.4484
2002-08-16,0.4955
2002-08-19,0.7172
2002-08-20,-0.534
2002-08-21,1.5659999999999998
2002-08-22,-1.1013
2002-08-23,-3.3407999999999998
2002-08-26,1.1521
2002-08-27,-2.7335000000000003
2002-08-28,0.0937
2002-08-29,0.7487
2002-08-30,-0.6038
2002-09-03,-3.7382999999999997
2002-09-04,2.1845
2002-09-05,-2.2328
2002-09-06,2.138
2002-09-09,-1.8077999999999999
2002-09-10,-0.7752
2002-09-11,0.1465
2002-09-12,-2.4866
2002-09-13,0.05
2002-09-16,1.1994
2002-09-17,-1.7284000000000002
2002-09-18,2.4121
2002-09-19,-2.8459
2002-09-20,0.6061
2002-09-23,-0.9036
2002-09-24,1.6211
2002-09-25,1.3958
2002-09-26,6.1947
2002-09-27,-4.6296
2002-09-30,-1.5534
2002-10-01,4.783
2002-10-02,-0.4706
2002-10-03,-1.182
2002-10-04,-1.6745999999999999
2002-10-07,-1.8978000000000002
2002-10-08,0.0496
2002-10-09,-4.2142
2002-10-10,0.3106
2002-10-11,0.1032
2002-10-14,-0.7732
2002-10-15,2.2857
2002-10-16,-3.809
2002-10-17,1.6367
2002-10-18,-0.2078
2002-10-21,2.4466
2002-10-22,-1.1179000000000001
2002-10-23,1.1819
2002-10-24,-0.4571
2002-10-25,2.2959
2002-10-28,0.0998
2002-10-29,2.0927
2002-10-30,1.7570000000000001
2002-10-31,1.4388
2002-11-01,8.2742
2002-11-04,1.0917
2002-11-05,-0.2592
2002-11-06,1.3426
2002-11-07,-2.094
2002-11-08,-3.0837
2002-11-11,-0.3182
2002-11-12,0.5472
2002-11-13,-0.4535
2002-11-14,1.139
2002-11-15,1.1261
2002-11-18,-2.6726
2002-11-19,-0.6865
2002-11-20,1.4747
2002-11-21,4.6322
2002-11-22,0.6944
2002-11-25,0.6466
2002-11-26,-0.4283
2002-11-27,1.3333
2002-11-29,-1.7402
2002-12-02,1.9005999999999998
2002-12-03,-0.8902
2002-12-04,0.0855
2002-12-05,-1.4957
2002-12-06,2.6029999999999998
2002-12-09,-0.8457
2002-12-10,-0.4264
2002-12-11,1.4989
2002-12-12,1.8987
2002-12-13,-0.9524
2002-12-16,1.3378
2002-12-17,-0.6601
2002-12-18,-3.2392
2002-12-19,-0.4292
2002-12-20,-0.7759
2002-12-23,-0.3041
2002-12-24,1.4379
2002-12-26,-0.6443
2002-12-27,-1.1241
2002-12-30,0.7433
2002-12-31,3.4722
2003-01-02,-0.4195
2003-01-03,-1.2216
2003-01-06,1.2367
2003-01-07,-1.2216
2003-01-08,-2.4307
2003-01-09,-2.4913
2003-01-10,0.6275
2003-01-13,-8.2405
2003-01-14,3.3495
2003-01-15,4.5092
2003-01-16,2.3371
2003-01-17,-3.3816
2003-01-21,-1.4545
2003-01-22,-1.9834
2003-01-23,4.0
2003-01-24,-3.1673999999999998
2003-01-27,-3.0374
2003-01-28,2.0241
2003-01-29,0.3779
2003-01-30,-1.6471
2003-01-31,3.6364
2003-02-03,0.0462
2003-02-04,-1.4767000000000001
2003-02-05,0.281
2003-02-06,-0.9809
2003-02-07,-5.7646
2003-02-10,3.64
2003-02-11,-4.5366
2003-02-12,0.4088
2003-02-13,-0.916
2003-02-14,0.9245
2003-02-18,2.5445
2003-02-19,-1.2407
2003-02-20,-1.608
2003-02-21,0.3575
2003-02-24,-3.2061
2003-02-25,2.0505
2003-02-26,0.0
2003-02-27,0.4637
2003-02-28,-2.0513
2003-03-03,3.2461
2003-03-04,-0.8621
2003-03-05,0.2046
2003-03-06,-0.5615
2003-03-07,-1.4374
2003-03-10,-1.0417
2003-03-11,0.2632
2003-03-12,-1.5748
2003-03-13,4.0533
2003-03-14,2.1527
2003-03-17,2.1074
2003-03-18,-1.9165
2003-03-19,0.9519
2003-03-20,-0.2481
2003-03-21,-0.6965
2003-03-24,-0.0501
2003-03-25,-0.2506
2003-03-26,-4.0201
2003-03-27,0.3141
2003-03-28,1.8267
2003-03-31,-2.3578
2003-04-01,3.6745
2003-04-02,1.2152
2003-04-03,-1.6508
2003-04-04,1.6277
2003-04-07,-0.1001
2003-04-08,0.1503
2003-04-09,0.4002
2003-04-10,-0.0498
2003-04-11,-0.5484
2003-04-14,0.5013
2003-04-15,0.399
2003-04-16,-1.1426
2003-04-17,4.2714
2003-04-21,0.4337
2003-04-22,1.7274
2003-04-23,-1.4151
2003-04-24,-1.8182
2003-04-25,-2.3879
2003-04-28,5.991
2003-04-29,-2.732
2003-04-30,2.2276
2003-05-01,2.2264
2003-05-02,1.4365
2003-05-05,0.5025
2003-05-06,1.3182
2003-05-07,-1.4356
2003-05-08,-2.1848
2003-05-09,0.7989
2003-05-12,0.2797
2003-05-13,-0.4649
2003-05-14,-0.327
2003-05-15,-1.5933000000000002
2003-05-16,-4.5238
2003-05-19,-0.4988
2003-05-20,1.1028
2003-05-21,1.5369000000000002
2003-05-22,-1.7578
2003-05-23,0.1988
2003-05-27,2.0833
2003-05-28,-1.1176
2003-05-29,1.2285
2003-05-30,-0.4854
2003-06-02,0.7317
2003-06-03,-0.4843
2003-06-04,-0.6326
2003-06-05,0.8815
2003-06-06,1.3592
2003-06-09,-0.6226
2003-06-10,2.6024000000000003
2003-06-11,0.0
2003-06-12,-1.0803
2003-06-13,-1.6619000000000002
2003-06-16,1.4003
2003-06-17,0.0
2003-06-18,1.9524
2003-06-19,-1.8683
2003-06-20,-0.0476
2003-06-23,0.0
2003-06-24,0.2381
2003-06-25,-0.9976
2003-06-26,0.7678
2003-06-27,0.2381
2003-06-30,-0.2375
2003-07-01,0.7143
2003-07-02,2.1277
2003-07-03,-0.3704
2003-07-07,1.3011
2003-07-08,3.5321
2003-07-09,1.9052
2003-07-10,-1.087
2003-07-11,0.044
2003-07-14,-1.3181
2003-07-15,-0.5343
2003-07-16,0.2238
2003-07-17,-1.2952
2003-07-18,0.543
2003-07-21,-1.9352
2003-07-22,1.3768
2003-07-23,-0.1358
2003-07-24,-1.0879
2003-07-25,1.5582
2003-07-28,-0.2256
2003-07-29,-0.8141
2003-07-30,1.6872
2003-07-31,0.5381
2003-08-01,-3.033
2003-08-04,1.012
2003-08-05,0.1821
2003-08-06,0.3636
2003-08-07,0.1359
2003-08-08,-1.1416
2003-08-11,0.6928
2003-08-12,0.6881
2003-08-13,1.139
2003-08-14,1.3514
2003-08-15,1.1111
2003-08-18,1.0989
2003-08-19,2.5652
2003-08-20,-1.4413
2003-08-21,0.5591
2003-08-22,-3.7639
2003-08-25,-0.8
2003-08-26,-0.7616
2003-08-27,3.386
2003-08-28,1.3974
2003-08-29,-1.3780999999999999
2003-09-02,4.3668
2003-09-03,0.8368
2003-09-04,-0.1245
2003-09-05,-0.2908
2003-09-08,1.25
2003-09-09,-0.535
2003-09-10,-0.4965
2003-09-11,0.499
2003-09-12,-0.331
2003-09-15,-0.166
2003-09-16,1.8295
2003-09-17,-1.1842
2003-09-18,0.9917
2003-09-19,-0.3682
2003-09-22,-1.8479999999999999
2003-09-23,1.6736
2003-09-24,-0.823
2003-09-25,-0.9544
2003-09-26,-0.0838
2003-09-29,1.2998
2003-09-30,0.5795
2003-10-01,0.6584
2003-10-02,-0.6541
2003-10-03,0.6173
2003-10-06,-0.2045
2003-10-07,0.4098
2003-10-08,7.7551
2003-10-09,-2.0076
2003-10-10,-0.2319
2003-10-13,0.9686
2003-10-14,0.921
2003-10-15,0.2281
2003-10-16,-0.1897
2003-10-17,-2.9647
2003-10-20,-0.9009
2003-10-21,0.2767
2003-10-22,-2.4438
2003-10-23,-0.202
2003-10-24,2.1862
2003-10-27,0.9509
2003-10-28,0.6672
2003-10-29,0.2729
2003-10-30,0.2722
2003-10-31,-1.3183
2003-11-03,4.2043
2003-11-04,-0.4902
2003-11-05,1.7431
2003-11-06,0.6331
2003-11-07,-0.2238
2003-11-10,-2.0187
2003-11-11,-0.8012
2003-11-12,0.9615
2003-11-13,0.8381
2003-11-14,0.1133
2003-11-17,0.3774
2003-11-18,-2.2556
2003-11-19,1.5385
2003-11-20,0.2273
2003-11-21,0.0
2003-11-24,2.0408
2003-11-25,1.5185
2003-11-26,0.073
2003-11-28,-0.5833
2003-12-01,3.117
2003-12-02,-1.3514
2003-12-03,-0.2523
2003-12-04,-1.7709000000000001
2003-12-05,-0.8094
2003-12-08,2.0401
2003-12-09,-1.454
2003-12-10,-1.8812
2003-12-11,4.4737
2003-12-12,0.7557
2003-12-15,-0.9286
2003-12-16,1.478
2003-12-17,0.9591
2003-12-18,-2.5334
2003-12-19,-1.2635
2003-12-22,0.4753
2003-12-23,2.8384
2003-12-24,-0.7431
2003-12-26,0.1783
2003-12-29,4.1281
2003-12-30,-0.8886
2003-12-31,-3.4483
2004-01-02,-1.1786
2004-01-05,1.3733
2004-01-06,0.2496
2004-01-07,-0.3912
2004-01-08,0.7497
2004-01-09,-0.2126
2004-01-12,1.8466
2004-01-13,1.4644
2004-01-14,1.3402
2004-01-15,-0.0339
2004-01-16,-1.1194
2004-01-20,0.3774
2004-01-21,-3.2809
2004-01-22,2.0495
2004-01-23,0.0346
2004-01-26,1.2461
2004-01-27,0.4786
2004-01-28,0.3743
2004-01-29,-1.2203
2004-01-30,-0.2402
2004-02-02,-0.8256
2004-02-03,0.4162
2004-02-04,-3.1088
2004-02-05,-0.107
2004-02-06,-0.4315
2004-02-09,-0.5056
2004-02-10,1.9964
2004-02-11,1.4591
2004-02-12,-1.1224
2004-02-13,-3.6893000000000002
2004-02-17,3.3149
2004-02-18,-0.9982
2004-02-19,-2.1966
2004-02-20,-0.3314
2004-02-23,-4.8762
2004-02-24,2.6795999999999998
2004-02-25,-0.6051
2004-02-26,2.3592
2004-02-27,1.1524
2004-03-01,7.9015
2004-03-02,-1.8733
2004-03-03,0.4859
2004-03-04,1.7271
2004-03-05,0.6112
2004-03-08,0.54
2004-03-09,-1.6113
2004-03-10,-2.593
2004-03-11,0.0
2004-03-12,3.5026
2004-03-15,-5.9222
2004-03-16,-1.6187
2004-03-17,0.2925
2004-03-18,-2.7707
2004-03-19,-2.0997
2004-03-22,3.1406
2004-03-23,0.2599
2004-03-24,-0.3704
2004-03-25,0.223
2004-03-26,-1.1128
2004-03-29,2.063
2004-03-30,-1.4333
2004-03-31,0.6711
2004-04-01,1.1852
2004-04-02,0.4392
2004-04-05,-1.4577
2004-04-06,-3.1065
2004-04-07,0.0382
2004-04-08,3.1286
2004-04-12,1.1099
2004-04-13,-1.2075
2004-04-14,-2.7407
2004-04-15,0.5331
2004-04-16,2.8788
2004-04-19,-0.0368
2004-04-20,-2.0994
2004-04-21,0.602
2004-04-22,2.4682
2004-04-23,-1.3504
2004-04-26,-0.222
2004-04-27,4.3751999999999995
2004-04-28,-1.8828
2004-04-29,-2.3534
2004-04-30,-0.2595
2004-05-03,-1.0409
2004-05-04,1.5026000000000002
2004-05-05,0.8512
2004-05-06,-3.5229
2004-05-07,-0.4985
2004-05-10,-3.3911
2004-05-11,0.9174
2004-05-12,0.3953
2004-05-13,-1.0236
2004-05-14,-3.0628
2004-05-17,1.3131
2004-05-18,1.8226
2004-05-19,0.6762
2004-05-20,2.0545
2004-05-21,2.6326
2004-05-24,-1.358
2004-05-25,3.5182
2004-05-26,-1.4038
2004-05-27,-1.7235
2004-05-28,-1.1819
2004-06-01,1.2731
2004-06-02,0.8381
2004-06-03,-3.1734
