ticker,CANG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-26,13.818200000000001
2018-07-27,-3.5144
2018-07-30,-10.6788
2018-07-31,-0.3707
2018-08-01,2.3256
2018-08-02,-2.2727
2018-08-03,1.7673999999999999
2018-08-06,0.5484
2018-08-07,-0.4545
2018-08-08,0.1826
2018-08-09,0.3655
2018-08-10,-0.0917
2018-08-13,-4.5455
2018-08-14,-3.0381
2018-08-15,-14.1538
2018-08-16,-0.4577
2018-08-17,-1.1494
2018-08-20,0.0
2018-08-21,0.5814
2018-08-22,-5.0867
2018-08-23,16.341
2018-08-24,7.8353
2018-08-27,-0.5825
2018-08-28,-2.708
2018-08-29,-0.8301
2018-08-30,0.2024
2018-08-31,5.0505
2018-09-04,-6.6346
2018-09-05,-5.7673
2018-09-06,-1.2568
2018-09-07,-2.4903
2018-09-10,2.3609999999999998
2018-09-11,-1.0013
2018-09-12,-0.3349
2018-09-13,2.4793
2018-09-14,-1.2985
2018-09-18,-1.7332999999999998
2018-09-19,1.4699
2018-09-20,-1.9990999999999999
2018-09-21,-0.8141
2018-09-24,0.7681
2018-09-25,-1.0239
2018-09-26,6.7356
2018-09-27,7.3982
2018-09-28,13.6067
2018-10-01,4.8544
2018-10-02,-5.0505
2018-10-03,1.6844000000000001
2018-10-04,0.2616
2018-10-05,-3.8261
2018-10-08,-5.7866
2018-10-09,-5.2783
2018-10-10,-6.4843
2018-10-11,2.2741
2018-10-12,3.0509
2018-10-15,1.5635
2018-10-16,-1.8218999999999999
2018-10-17,-0.9278
2018-10-18,-0.5203
2018-10-19,1.9874
2018-10-22,0.0
2018-10-23,-2.0
2018-10-24,-2.1455
2018-10-25,-0.2364
2018-10-26,-2.9792
2018-10-29,0.442
2018-10-30,-0.9901
2018-10-31,1.1111
2018-11-01,1.0989
2018-11-02,-0.7609
2018-11-05,0.4315
2018-11-06,-0.7569
2018-11-07,3.6264
2018-11-08,-3.4995
2018-11-09,0.0
2018-11-14,0.5
2018-11-15,-0.0897
2018-11-16,-3.2537
2018-11-19,0.8869
2018-11-20,-1.3276
2018-11-21,0.0
2018-11-23,2.2727
2018-11-26,0.4456
2018-11-27,-1.3285
2018-11-28,-1.5695000000000001
2018-11-29,-0.2278
2018-11-30,-0.0833
2018-12-03,-2.5444
2018-12-04,0.0
2018-12-06,0.3001
2018-12-07,-0.2992
2018-12-10,-2.4619
2018-12-11,-0.6046
2018-12-12,-1.0835
2018-12-13,-0.0012
2018-12-14,0.9389
