ticker,CANG US Equity
2018-12-17,-0.6879
2018-12-18,0.3488
2018-12-19,-1.6819
2018-12-20,-0.7441
2018-12-21,-2.4907
2018-12-24,-2.9144
2018-12-26,-4.6936
2018-12-27,9.0407
2018-12-28,-4.9367
2018-12-31,5.7257
2019-01-02,-5.2897
2019-01-03,0.4521
2019-01-04,1.1385
2019-01-10,-4.4503
2019-01-14,-1.2205
2019-01-15,0.3481
2019-01-16,0.8845
2019-01-17,-4.2466
2019-01-18,0.8584
2019-01-22,-2.0355
2019-01-23,1.2698
2019-01-24,0.3689
2019-01-29,2.3718
2019-01-30,7.0062
2019-01-31,-7.6723
2019-02-04,0.2831
2019-02-08,0.4536
2019-02-11,0.4838
2019-02-12,1.7824
2019-02-13,6.3553
2019-02-14,-1.7955999999999999
2019-02-15,0.6492
2019-02-19,10.5346
2019-02-20,6.7965
2019-02-21,7.1857
2019-02-22,1.2333
2019-02-25,2.0305
2019-02-26,-2.1891
2019-02-27,-8.6195
2019-02-28,-1.4773
2019-03-01,1.5209000000000001
2019-03-04,-4.9485
2019-03-05,-3.3958
2019-03-06,-2.7879
2019-03-07,0.0
2019-03-08,-5.3616
2019-03-11,0.2635
2019-03-13,-0.1314
2019-03-14,2.2368
2019-03-15,-2.8314
2019-03-18,-1.5894
2019-03-19,1.7497
2019-03-20,-0.795
2019-03-21,-3.0507
2019-03-22,-0.0151
2019-03-25,3.8514
2019-03-26,-0.6636
2019-03-27,-4.6987
2019-03-28,-2.0637
2019-03-29,-2.8571
2019-04-01,3.2353
2019-04-03,-0.2849
2019-04-04,0.0
2019-04-05,2.7143
2019-04-09,-0.4103
2019-04-11,0.007
2019-04-15,-1.5501
2019-04-16,-0.7092
2019-04-18,0.0
2019-04-22,3.7143
2019-04-23,-0.1377
2019-04-25,-2.5738
2019-04-26,4.3407
2019-04-29,0.4071
2019-04-30,-5.4054
2019-05-01,0.1429
2019-05-02,-1.9971
2019-05-03,0.4367
2019-05-06,0.0
2019-05-07,-2.8986
2019-05-08,-0.109
2019-05-09,0.1091
2019-05-10,-0.7752
2019-05-13,-3.8969
2019-05-14,-0.8227
2019-05-15,0.0
2019-05-16,-1.9672
2019-05-17,0.3344
2019-05-20,-2.3333
2019-05-21,-3.5836
2019-05-22,0.246
2019-05-23,-6.0718
2019-05-24,-6.015
2019-05-28,0.0
2019-05-29,-6.0
2019-05-30,2.5532
2019-05-31,7.8838
2019-06-03,-1.4327
2019-06-04,1.0633
2019-06-05,0.3861
2019-06-06,5.4808
2019-06-07,-8.2954
2019-06-10,5.9642
2019-06-11,11.8311
2019-06-12,6.7007
2019-06-13,0.4717
2019-06-14,1.5649
2019-06-17,0.1957
2019-06-18,3.0341
2019-06-20,0.4478
2019-06-24,-5.3492
2019-06-25,3.4537
2019-06-26,1.8209
2019-06-27,6.5574
2019-06-28,-3.2727
2019-07-01,15.24
2019-07-02,-12.798
2019-07-03,-2.5899
2019-07-05,-1.9202
2019-07-08,3.1627
2019-07-09,3.0657
2019-07-10,-0.4249
2019-07-11,3.0583
2019-07-12,-2.0014
2019-07-15,2.0732
2019-07-17,-0.6513
2019-07-18,0.0
2019-07-22,-5.7528
2019-07-23,3.8933999999999997
2019-07-24,-4.2553
2019-07-25,0.0
2019-07-26,-6.8148
2019-07-29,0.9539
2019-07-31,-2.3622
2019-08-01,-3.2258
2019-08-06,6.6667
2019-08-08,-0.625
2019-08-09,-0.3774
2019-08-12,-2.3043
2019-08-13,-2.7464
2019-08-15,-2.3256
2019-08-16,-1.9558
2019-08-19,5.9844
2019-08-20,-16.2029
2019-08-21,6.2578
2019-08-22,0.5441
2019-08-26,0.7313
2019-08-27,1.4047
2019-08-28,2.0152
2019-08-29,1.4035
2019-08-30,2.2474
2019-09-03,-14.7194
2019-09-04,1.7856999999999998
2019-09-05,0.0195
2019-09-06,2.9039
2019-09-09,-1.5152
2019-09-10,-2.6923
2019-09-11,2.7134
2019-09-12,-0.9101
2019-09-13,0.0
2019-09-16,6.7437000000000005
2019-09-17,2.232
2019-09-18,-5.5445
2019-09-19,1.7256
2019-09-24,-1.3315000000000001
2019-09-25,1.3494
2019-09-27,-0.3704
2019-10-01,-3.1599
2019-10-02,-2.2649
2019-10-03,1.7282
2019-10-04,-3.668
2019-10-07,-0.2004
2019-10-08,1.506
2019-10-09,-7.4184
2019-10-10,-1.7094
2019-10-11,2.1739
2019-10-14,3.1915
2019-10-15,-6.8041
2019-10-17,6.1947
2019-10-18,2.0833
2019-10-21,8.3673
2019-10-22,8.2863
2019-10-23,-4.5217
2019-10-24,2.7321999999999997
2019-10-25,-1.9504000000000001
2019-10-28,1.2658
2019-10-29,2.1429
2019-10-30,0.5612
2019-10-31,6.0447
2019-11-01,-2.9476
2019-11-04,-2.8716
2019-11-05,4.3478
2019-11-06,1.1667
2019-11-07,-7.9077
2019-11-08,1.6099999999999999
2019-11-11,-2.2887
2019-11-12,0.7207
2019-11-13,6.4401
2019-11-14,13.6134
2019-11-15,0.8876
2019-11-18,5.5718
2019-11-19,-4.0278
2019-11-20,-0.8683
2019-11-21,3.5036
2019-11-22,-1.1283
2019-11-25,0.0
2019-11-26,0.9986
2019-11-27,-0.1412
2019-11-29,2.5460000000000003
2019-12-02,-1.931
2019-12-03,0.7032
2019-12-04,0.6983
2019-12-05,-1.8031000000000001
2019-12-06,1.8362
2019-12-09,0.1387
2019-12-10,-0.554
2019-12-11,4.3175
2019-12-12,9.4126
2019-12-13,-0.183
2019-12-16,0.2445
2019-12-17,-1.5244
2019-12-18,-1.6718
2019-12-19,4.534
2019-12-20,0.0
2019-12-23,3.7349
2019-12-26,-1.2776
2019-12-27,1.1764999999999999
2019-12-30,2.3256
2019-12-31,3.9773
2020-01-02,0.5464
2020-01-03,0.6522
2020-01-06,-1.2959
2020-01-07,-0.9847
2020-01-08,-0.5525
2020-01-09,8.1511
2020-01-10,-3.0164
2020-01-13,1.6949
2020-01-14,-3.125
2020-01-15,-1.8279999999999998
2020-01-16,0.5476
2020-01-17,-7.4074
2020-01-21,-1.6471
2020-01-22,-2.3923
2020-01-23,-4.0441
2020-01-24,2.9374000000000002
2020-01-27,-0.7444
2020-01-28,0.5
2020-01-29,-2.4876
2020-01-30,0.0
2020-01-31,-0.8929
2020-02-03,0.6435
2020-02-04,2.9412000000000003
2020-02-05,-2.8571
2020-02-06,4.2199
2020-02-07,-1.227
2020-02-10,1.6149
2020-02-11,-1.2225
2020-02-12,2.4752
2020-02-13,-2.7778
2020-02-14,2.4845
2020-02-18,-0.7273
2020-02-19,-2.1978
2020-02-20,-1.2484
2020-02-21,-4.804
2020-02-24,1.5936
2020-02-25,-3.268
2020-02-26,-5.0
2020-02-27,0.1422
2020-02-28,-0.5682
2020-03-02,0.0
2020-03-03,3.5714
2020-03-04,-2.2069
2020-03-05,0.8463
2020-03-06,0.0
2020-03-09,-0.8392
2020-03-10,-1.1283
2020-03-11,-2.2824999999999998
2020-03-12,-10.5109
2020-03-13,0.1631
2020-03-16,-2.2801
2020-03-17,1.1667
2020-03-18,-12.0264
2020-03-19,-6.1798
2020-03-20,11.7764
2020-03-23,-10.5357
2020-03-24,5.2894
2020-03-25,-5.9716000000000005
2020-03-26,7.8629
2020-03-27,-6.5421
2020-03-30,7.0
2020-03-31,4.486
2020-04-01,-6.0823
2020-04-02,2.8571
2020-04-03,-6.2963000000000005
2020-04-06,0.5929
2020-04-07,0.1965
2020-04-08,2.3529
2020-04-09,-0.3161
2020-04-13,3.0076
2020-04-14,1.959
2020-04-15,-5.1235
2020-04-16,1.8322
2020-04-17,2.2727
2020-04-20,-4.6296
2020-04-21,-0.3883
2020-04-22,-0.3899
2020-04-23,2.9354
2020-04-24,-0.1901
2020-04-27,-0.7619
2020-04-28,0.9597
2020-04-29,5.5133
2020-04-30,-4.3243
2020-05-01,-1.1299
2020-05-04,-1.4
2020-05-05,-2.4341
2020-05-06,4.9896
2020-05-07,0.5941
2020-05-08,2.3622
2020-05-11,-1.3462
2020-05-12,-0.3899
2020-05-13,-2.1526
2020-05-14,1.6
2020-05-15,-0.7874
2020-05-18,0.3968
2020-05-19,-0.7905
2020-05-20,0.3984
2020-05-21,-0.7937
2020-05-22,0.4
2020-05-26,-1.1952
2020-05-27,0.8065
2020-05-28,-3.8
2020-05-29,-0.2079
2020-06-01,0.8333
2020-06-02,-1.6529
2020-06-03,-2.521
2020-06-04,-1.9397
2020-06-05,2.1978
2020-06-08,7.957
2020-06-09,-0.4004
2020-06-10,-3.9981
2020-06-11,-1.4583
2020-06-12,2.9598
2020-06-15,-1.4374
2020-06-16,-1.6667
2020-06-17,-1.4830999999999999
2020-06-18,0.271
2020-06-19,0.8021
2020-06-22,-1.383
2020-06-23,4.4229
2020-06-24,5.1632
2020-06-25,8.0571
2020-06-26,0.5455
2020-06-29,3.0741
2020-06-30,6.1404
2020-07-01,-5.7851
2020-07-02,1.2281
2020-07-06,-1.2132
2020-07-07,-0.5263
2020-07-08,-0.1764
2020-07-09,-1.0601
2020-07-10,-4.6429
2020-07-13,-3.1835
2020-07-14,-1.7408000000000001
2020-07-15,4.5276
2020-07-16,0.9416
2020-07-17,-6.7164
2020-07-20,2.0
2020-07-21,1.9607999999999999
2020-07-22,-1.3462
2020-07-23,0.3899
2020-07-24,-1.5534
2020-07-27,-5.2564
2020-07-28,-2.7792
2020-07-29,7.0664
2020-07-30,-0.4
2020-07-31,12.6506
