ticker,NRBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-18,3.4483
2010-11-02,6.6667
2010-11-03,0.0
2011-04-07,306.25
2011-04-11,-71.5385
2011-04-13,48.6486
2011-04-18,-61.8182
2011-04-25,0.0
2011-04-26,0.0
2011-08-30,376.1905
2011-08-31,-19.0
2011-09-01,-19.7531
2011-09-02,-15.3846
2011-09-28,-54.5455
2011-09-29,-20.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,25.0
2011-10-05,16.0
2011-10-06,17.2414
2011-10-07,5.8824
2011-10-10,-11.1111
2011-10-11,-0.0391
2011-10-12,-12.4658
2011-10-13,-21.4286
2011-10-14,-13.6364
2011-10-17,36.8421
2011-10-18,0.0
2011-10-19,3.8462
2011-10-20,0.0
2011-10-21,11.1111
2011-10-24,26.6667
2011-10-25,0.0
2011-10-26,10.526299999999999
2011-10-27,-11.9048
2011-10-28,-8.1081
2011-10-31,-20.5882
2011-11-01,3.7037
2011-11-02,14.2857
2011-11-03,-6.25
2011-11-04,-3.3333
2011-11-07,6.8966
2011-11-08,3.2258
2011-11-09,15.625
2011-11-10,0.0
2011-11-11,-5.4054
2011-11-14,0.0
2011-11-15,5.7143
2011-11-16,-5.4054
2011-11-17,5.7143
2011-11-18,-5.4054
2011-11-21,-2.0
2011-11-22,10.7872
2011-11-23,0.0
2011-11-25,-21.0526
2011-11-28,0.0
2011-11-29,20.0
2011-11-30,1.3889
2011-12-01,1.3699
2011-12-02,0.0
2011-12-05,19.7297
2011-12-06,0.4515
2011-12-07,-5.618
2011-12-08,-14.2857
2011-12-09,-16.6667
2011-12-12,13.3333
2011-12-13,2.9412000000000003
2011-12-14,-28.2857
2011-12-15,-20.0697
2011-12-16,4.6729
2011-12-19,42.8571
2011-12-20,-36.6667
2011-12-21,25.7895
2011-12-22,-2.5105
2011-12-23,-9.8712
2011-12-27,-4.7619
2011-12-28,-10.0
2011-12-29,11.1111
2011-12-30,-10.0
2012-01-03,-16.6667
2012-01-04,6.6667
2012-01-05,6.25
2012-01-06,0.0
2012-01-10,-20.5882
2012-01-11,0.0
2012-01-12,9.2593
2012-01-13,-5.0847
2012-01-17,-10.625
2012-01-18,11.8881
2012-01-19,-12.857099999999999
2012-01-20,-8.1967
2012-01-23,108.0357
2012-01-24,161.8026
2012-01-25,-27.8689
2012-01-26,40.9091
2012-01-27,-8.871
2012-01-30,46.9027
2012-01-31,30.1205
2012-02-01,14.8148
2012-02-02,-18.5484
2012-02-03,-22.7723
