ticker,CEHD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-08,0.0
2010-08-20,34.5
2010-08-25,11.5242
2010-09-03,8.9438
2010-09-07,-0.2543
2010-09-09,-38.6503
2010-09-10,50.0
2010-09-13,0.0
2010-09-14,11.0
2010-09-15,-9.9099
2010-09-21,4.0
2010-09-22,1.2821
2010-09-23,-0.6329
2010-09-24,-1.2739
2010-09-27,2.2580999999999998
2010-09-28,1.8927
2010-09-29,0.6192
2010-09-30,6.4615
2010-10-01,0.578
2010-10-04,3.4483
2010-10-05,-10.2778
2010-10-06,-1.8576000000000001
2010-10-12,8.8328
2010-10-13,2.8986
2010-10-14,8.4507
2010-10-15,1.2987
2010-10-18,8.9744
2010-10-19,-2.3529
2010-10-20,5.5422
2010-10-21,0.4566
2010-10-22,-0.2273
2010-10-25,0.6834
2010-10-26,-1.5836999999999999
2010-10-28,0.9195
2010-10-29,1.3667
2010-11-02,0.0
2010-11-03,-0.2247
2010-11-04,0.2252
2010-11-05,-0.6742
2010-11-08,1.81
2010-11-09,-1.3333
2010-11-11,-0.9009
2010-11-12,0.0
2010-11-15,5.6818
2010-11-16,1.0753
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,1.0638
2010-11-23,0.0
2010-11-24,-3.1579
2010-11-26,0.4348
2010-11-29,9.0909
2010-11-30,3.1746
2010-12-01,2.5
2010-12-02,1.3133
2010-12-03,5.5556
2010-12-06,7.5439
2010-12-07,-1.1419
2010-12-08,-10.066
2010-12-09,-1.8349
2010-12-10,4.6729
2010-12-13,3.5714
2010-12-14,-8.6207
2010-12-15,-0.9434
2010-12-16,-6.6667
2010-12-17,-5.9184
2010-12-20,-14.3167
2010-12-21,-17.7215
2010-12-22,4.6154
2010-12-23,2.9412000000000003
2010-12-27,2.8571
2010-12-28,2.7778
2010-12-29,0.0
2010-12-30,3.2432
2010-12-31,9.9476
2011-01-03,-4.0476
2011-01-04,-0.7444
2011-01-05,2.5
2011-01-06,1.2195
2011-01-07,-3.6145
2011-01-10,-2.5
2011-01-11,-3.8462
2011-01-12,-4.5333
2011-01-13,1.9553
2011-01-14,0.0
2011-01-18,4.1096
2011-01-19,-5.2632
2011-01-20,0.0
2011-01-21,-2.5
2011-01-24,-0.2849
2011-01-25,0.0
2011-01-26,-1.4285999999999999
2011-01-27,-4.3478
2011-01-28,-6.0606
2011-01-31,-1.6129
2011-02-01,-8.1967
2011-02-02,-4.6429
2011-02-03,12.3596
2011-02-04,5.0
