ticker,MU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.8
2000-01-04,-3.8683
2000-01-05,-0.3425
2000-01-06,1.7182
2000-01-07,-4.7297
2000-01-10,5.4965
2000-01-11,-2.6891
2000-01-12,2.2453
2000-01-13,5.2365
2000-01-14,-5.939
2000-01-18,0.4266
2000-01-19,-1.9541
2000-01-20,-3.2929
2000-01-21,-3.7634
2000-01-24,3.5382
2000-01-25,-5.2158
2000-01-26,-3.5103999999999997
2000-01-27,1.8681999999999999
2000-01-28,-8.1081
2000-01-31,4.5168
2000-02-01,2.1106
2000-02-02,3.7401999999999997
2000-02-03,3.2258
2000-02-04,-0.9191
2000-02-07,9.833
2000-02-08,2.7872
2000-02-09,-3.6976
2000-02-10,-1.1945000000000001
2000-02-11,-1.7271
2000-02-14,-4.7452
2000-02-15,1.845
2000-02-16,-4.0761
2000-02-17,-1.4163999999999999
2000-02-18,-3.2567
2000-02-22,2.1782
2000-02-23,3.876
2000-02-24,4.6642
2000-02-25,4.9911
2000-02-28,6.0272
2000-02-29,22.9784
2000-03-01,5.9896
2000-03-02,-4.1769
2000-03-03,-4.1026
2000-03-06,2.6738
2000-03-07,9.375
2000-03-08,-3.8095
2000-03-09,8.9109
2000-03-10,-3.2955
2000-03-13,10.9283
2000-03-14,-5.5085
2000-03-15,1.3453
2000-03-16,0.3319
2000-03-17,13.6714
2000-03-20,5.2376
2000-03-21,-12.0737
2000-03-22,18.239
2000-03-23,-4.5213
2000-03-24,0.0929
2000-03-27,3.525
2000-03-28,0.7168
2000-03-29,-4.2705
2000-03-30,-10.0372
2000-03-31,4.1322
2000-04-03,-4.7619
2000-04-04,-4.3229
2000-04-05,14.0991
2000-04-06,-0.0954
2000-04-07,-1.9102000000000001
2000-04-10,-5.258
2000-04-11,-4.111
2000-04-12,-4.9303
2000-04-13,-3.9459
2000-04-14,-9.8005
2000-04-17,18.6727
2000-04-18,10.9649
2000-04-19,-7.5099
2000-04-20,7.0513
2000-04-24,-1.4969999999999999
2000-04-25,5.2685
2000-04-26,-0.8662
2000-04-27,4.8544
2000-04-28,3.1944
2000-05-01,-5.4284
2000-05-02,-4.7438
2000-05-03,-0.6972
2000-05-04,-0.9027
2000-05-05,-2.0243
2000-05-08,-3.5124
2000-05-09,-5.0321
2000-05-10,-9.3574
2000-05-11,16.2935
2000-05-12,3.9572000000000003
2000-05-15,3.9095
2000-05-16,2.3762
2000-05-17,1.354
2000-05-18,-1.145
2000-05-19,-6.4672
