ticker,ONBI US Equity
2010-03-08,-0.3295
2010-03-15,-0.8264
2010-03-19,1.0
2010-03-25,-0.9901
2010-03-31,1.0
2010-04-01,-0.9901
2010-04-05,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.6667
2010-04-19,0.1656
2010-04-20,-0.6612
2010-04-21,-0.9983
2010-04-26,1.6806999999999999
2010-04-27,0.6612
2010-04-30,0.1642
2010-05-03,0.0
2010-05-04,0.0
2010-05-07,-1.4754
2010-05-11,1.4975
2010-06-01,0.0
2010-06-07,0.3279
2010-06-14,0.4902
2010-07-19,-1.3008
2010-08-04,-1.1532
2010-08-05,2.5
2010-10-13,-2.439
2010-11-09,-26.6667
2010-11-10,-27.2727
2010-11-11,-12.5
2010-11-12,-28.5714
2010-11-18,-10.0
2010-11-19,0.0
2010-11-26,-13.8889
2010-12-14,-22.5806
2010-12-20,8.3333
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,-3.8462
2010-12-27,4.0
2010-12-28,3.8462
2010-12-29,3.7037
2010-12-30,0.0
2010-12-31,-7.2857
2011-01-03,7.8582
2011-01-04,0.0
2011-01-06,0.0
2011-01-12,0.0
2011-01-13,-5.0
2011-01-14,2.2556
2011-01-18,-16.1765
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,3.5088
2011-01-25,-27.1186
2011-01-26,0.0
2011-01-27,2.3256
2011-01-28,0.0
2011-01-31,-1.1364
2011-02-01,0.0
2011-02-02,1.1494
2011-02-03,0.0
2011-02-04,-2.2727
2011-02-07,2.3256
2011-02-08,-2.2727
2011-02-09,2.3256
2011-02-10,-2.2727
2011-02-11,-1.1628
2011-02-14,1.1764999999999999
2011-02-15,-1.6279
2011-02-16,0.4728
2011-02-17,0.0
2011-02-18,3.2941
2011-02-22,0.0
2011-02-23,1.3667
2011-02-24,2.2472
2011-02-25,4.3956
2011-02-28,-0.2105
2011-03-01,0.211
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,2.1053
2011-03-09,-0.8247
2011-03-10,-0.2079
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,-2.0833
2011-03-16,-2.1277
2011-03-17,3.2609
2011-03-18,-1.0526
2011-03-21,0.0
2011-03-22,0.8511
2011-03-23,0.211
2011-03-24,-0.2105
2011-03-25,0.211
2011-03-28,-1.0526
2011-03-29,0.0
2011-03-30,1.0638
2011-03-31,2.1053
2011-04-01,-4.7423
2011-04-04,-2.5974
2011-04-05,5.5556
2011-04-06,-1.0526
2011-04-07,-4.2553
2011-04-08,5.5556
2011-04-11,-5.2632
2011-04-12,-1.1111
2011-04-13,4.4944
2011-04-15,-1.0753
2011-04-18,4.1304
2011-04-19,-2.9228
2011-04-20,0.0
2011-04-21,-1.0753
2011-04-25,1.087
2011-04-26,3.2258
2011-04-27,-4.1667
2011-04-28,-1.087
2011-04-29,1.0989
2011-05-02,0.0
2011-05-03,-1.087
2011-05-04,0.0
2011-05-05,5.4945
2011-05-06,-0.4167
2011-05-09,-5.8577
2011-05-10,0.0
2011-05-11,6.4444
2011-05-12,-10.2296
2011-05-13,3.4884
2011-05-16,0.0
2011-05-17,0.0
2011-05-18,-6.7416
2011-05-19,14.4578
2011-05-20,-0.2105
2011-05-23,-12.4473
2011-05-24,8.4337
2011-05-25,5.3333
2011-05-26,-0.8439
2011-05-27,0.8511
2011-05-31,-2.9536
2011-06-01,2.1739
2011-06-02,0.0
2011-06-03,-9.5745
2011-06-06,0.4706
2011-06-07,-6.5574
2011-06-08,6.5163
2011-06-10,0.0
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,-3.5294
2011-06-17,-1.2195
2011-06-20,1.2346
2011-06-21,-2.439
2011-06-22,0.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-30,0.0
2011-07-05,12.5
2011-07-06,-4.4444
2011-07-07,5.1163
2011-07-08,0.6637
2011-07-11,-3.2967
2011-07-12,-4.3182
2011-07-13,-1.1876
2011-07-14,5.7692
2011-07-15,-2.2727
2011-07-18,-0.2326
2011-07-19,-4.4289
2011-07-20,8.5366
2011-07-21,-3.3708
2011-07-22,-2.3256
2011-07-25,-2.1429
2011-07-26,0.0
2011-07-27,1.9465
2011-07-28,-4.5346
2011-07-29,2.5
2011-08-03,2.439
2011-08-04,-9.5238
2011-08-05,5.2632
2011-08-08,1.25
2011-08-09,6.6667
2011-08-10,-2.7778
2011-08-11,1.1905000000000001
2011-08-12,0.0
2011-08-15,1.1764999999999999
2011-08-16,1.1628
2011-08-17,1.1494
2011-08-18,0.0
2011-08-19,1.1364
2011-08-22,-2.2472
2011-08-23,-2.5286999999999997
2011-08-24,3.7736
2011-08-25,2.2727
2011-08-26,13.3333
2011-08-29,0.3922
2011-08-30,-2.3438
2011-08-31,3.0
2011-09-02,-2.9126
2011-09-06,0.0
2011-09-07,-1.0
2011-09-08,-2.2222
2011-09-09,-1.8595000000000002
2011-09-12,-2.1053
2011-09-20,0.0
2011-09-22,-3.2258
2011-09-23,4.4444
2011-09-26,0.0
2011-09-27,2.1277
2011-09-29,0.0
2011-10-14,-4.1667
2011-10-17,0.0
2011-10-24,0.0
2011-10-25,0.0
2011-11-23,-4.7826
2011-12-01,7.3059
2011-12-08,-7.4468
2011-12-09,1.1494
2011-12-19,-4.5455
2011-12-20,4.7619
2011-12-22,0.0
2011-12-28,-5.2273
2011-12-29,3.1175
2012-01-05,-2.3256
2012-01-06,2.3810000000000002
2012-01-18,1.8605
2012-01-19,-1.8265
2012-01-25,-2.093
2012-01-26,2.1378
2012-01-31,-1.1628
2012-02-01,0.0
2012-02-10,-5.8824
2012-02-13,7.5
2012-02-15,-2.3256
2012-02-16,-2.3810000000000002
2012-02-17,2.439
2012-02-21,-2.3810000000000002
2012-02-22,-2.439
2012-02-24,2.5
2012-02-28,0.0
2012-02-29,0.0
2012-03-02,0.0
2012-03-12,0.0
2012-03-30,-8.5366
2012-04-02,17.0667
2012-04-03,-13.4396
2012-04-18,-10.526299999999999
2012-04-20,-4.4118
2012-04-23,13.8462
2012-04-24,-5.4054
2012-04-26,-10.0
2012-05-11,-28.254
2012-05-14,-9.292
2012-05-22,-43.9024
2012-05-23,178.2609
2012-09-10,-65.0
2012-09-11,-0.8929
2012-09-12,13.5135
2012-11-13,-11.9048
2012-11-15,0.0
2012-11-20,0.0
2012-11-29,0.0
2012-12-20,-0.9009
2012-12-28,-17.2727
2013-01-02,0.0
2013-01-14,0.0
2013-02-27,0.0
2013-04-17,0.0
2013-04-25,-1.0989
2013-05-01,-21.1111
2013-05-07,-1.4085
2013-06-14,-91.2857
2013-06-21,0.0
2013-09-24,0.0
2013-10-11,0.0
2013-12-13,1.6393
2014-01-09,-3.2258
2014-01-10,0.0
2014-02-11,250.0
2014-02-12,4.7619
2014-03-14,-4.4886
2014-03-18,0.0
2014-03-28,42.7722
2014-04-02,0.0
2014-04-07,0.0
2014-04-11,-29.9583
2014-04-21,42.7722
2014-05-01,-26.625
2014-07-02,-4.5145
2014-07-14,42.7297
2014-08-04,-50.0
2014-08-06,66.6667
2014-09-18,-4.0
2014-10-20,-16.6667
2014-12-16,-20.0
2014-12-22,0.0
2014-12-29,0.0
2015-01-23,56.1719
2015-02-19,-15.958
2015-03-26,-14.2857
2015-05-04,0.0
2015-05-05,-44.4444
2015-05-08,50.0
2015-05-15,0.0
2015-06-15,0.0
2015-06-23,-33.3333
2015-06-25,50.0
2015-08-07,-33.3333
2016-01-14,0.0
2016-02-17,0.0
2016-02-29,50.0
2016-03-17,-33.3333
2016-05-05,0.0
2016-05-13,-79.0
2016-05-16,-51.7857
2016-06-02,0.0
2016-07-19,0.0
2016-08-18,0.6173
2016-11-29,0.0
2016-12-01,96.319
2017-02-22,-69.375
2017-10-17,1024.0816
2017-10-24,-90.8497
2017-11-10,0.0
2018-03-13,0.0
2018-04-10,993.6508
2018-04-13,45.1379
2018-04-16,0.0
2018-09-27,-94.0
2018-10-01,-98.3333
2018-10-09,13900.0
2018-10-11,612.8571
2018-10-22,0.0
2018-11-20,-93.988
2018-11-21,66.6667
2018-12-10,-93.0
2019-04-05,12471.4286
2019-04-09,2.1591
2019-04-11,0.0
2019-04-24,-77.6418
2019-05-17,347.2637
2019-06-18,4.2269
2019-07-01,6.6169
2019-07-29,-69.8699
2019-08-06,0.0
2019-08-15,182.392
2019-10-01,-64.7059
2019-10-04,-16.6667
2019-10-09,-15.2
2019-10-18,-5.6604
2019-12-02,-37.5
2019-12-17,0.0
2019-12-20,618.4
2020-01-09,-55.4566
2020-01-13,0.0
2020-02-11,0.0
2020-03-10,-29.75
2020-04-14,0.0
2020-04-15,6.7616
2020-04-22,-6.3333
2020-04-30,38.79
2020-06-03,-15.3846
2020-07-23,-14.5455
