ticker,ONBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-29,0.0
2009-08-03,-2.8571
2009-08-05,2.9412000000000003
2009-08-11,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-21,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,4.7619
2009-08-27,1.8182
2009-08-31,-4.4643
2009-09-01,2.8037
2009-09-02,0.0
2009-09-03,0.9091
2009-09-04,0.9009
2009-09-08,1.7856999999999998
2009-09-09,1.7544
2009-09-10,0.8621
2009-09-11,-1.7094
2009-09-14,0.8696
2009-09-15,2.5862
2009-09-16,0.0
2009-09-17,0.8403
2009-09-18,-3.3333
2009-09-21,0.8621
2009-09-22,0.8547
2009-09-23,0.8475
2009-09-24,0.8403
2009-09-25,0.0
2009-09-28,0.0
2009-09-29,-1.6667
2009-09-30,2.5423999999999998
2009-10-01,0.0
2009-10-02,-0.8264
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.8333
2009-10-09,1.6529
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.813
2009-10-16,0.0
2009-10-19,0.0
2009-10-20,0.8065
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-26,0.0
2009-10-28,0.8
2009-10-29,-1.5873
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,1.6129
2009-11-05,0.0
2009-11-06,0.0
2009-11-11,0.7937
2009-11-12,0.0
2009-11-13,-3.9370000000000003
2009-11-16,5.7377
2009-11-17,0.0
2009-11-18,0.7752
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,-3.0769
2009-11-24,0.0
2009-11-25,-3.1746
2009-11-30,-1.6393
2009-12-01,0.0
2009-12-02,0.8333
2009-12-03,0.4959
2009-12-04,0.3289
2009-12-08,-0.3279
2009-12-10,0.3289
2009-12-15,-1.6393
2009-12-16,1.6667
2009-12-21,-1.1475
2009-12-22,0.8292
2009-12-23,-0.8224
2009-12-24,0.8292
2009-12-29,0.0
2009-12-30,-0.8224
2010-01-04,0.995
2010-01-05,0.0
2010-01-11,0.0
2010-01-13,0.1642
2010-01-19,0.0
2010-01-21,-0.8197
2010-01-25,0.1653
2010-01-27,-0.165
2010-01-28,-0.3306
2010-01-29,0.6633
2010-02-01,-0.659
2010-02-03,0.6633
2010-02-04,-1.1532
2010-02-08,0.0
2010-02-19,1.1667
2010-02-22,0.0
2010-02-25,0.0
2010-02-26,-1.1532
2010-03-02,1.1667
