ticker,HBMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-25,8.6914
2006-09-27,-4.7619
2006-10-25,-1.8868
2006-10-26,5.3846
2006-10-27,0.292
2006-11-06,0.0728
2006-11-10,0.0
2006-11-14,1.7455
2006-11-16,0.0715
2006-12-08,-0.0714
2007-01-09,0.0
2007-01-16,0.0
2007-01-23,0.0
2007-01-29,0.0
2007-02-28,0.0
2007-03-02,-0.0715
2007-03-19,0.1431
2007-03-20,0.0
2007-05-23,4.7143
2007-05-24,-0.0682
2007-06-05,1.5699999999999998
2007-06-06,-2.5538
2007-06-07,3.4483
2007-06-27,-5.3333
2007-06-28,0.3521
2007-08-13,-0.7719
2007-08-15,0.0707
2007-08-24,-0.3534
2007-09-04,-0.7092
2007-09-05,0.0
2007-09-10,-0.7143
2007-09-12,0.0
2007-10-05,-6.4748
2007-10-08,-3.8462
2007-10-15,0.0
2007-10-22,-6.0
2007-10-25,-6.383
2007-10-26,-6.8182
2007-10-29,14.6341
2007-10-30,-2.1277
2007-10-31,0.0
2007-11-02,-4.3478
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-09,0.0
2007-11-13,-9.0909
2007-11-14,5.0
2007-11-16,-2.3810000000000002
2007-11-19,-11.2195
2007-11-20,10.4396
2007-11-21,0.0
2007-11-23,-2.9851
2007-11-26,0.0
2007-11-27,-2.5641
2007-11-30,7.8947
2007-12-05,4.878
2007-12-12,18.6047
2007-12-27,2.3529
2007-12-31,-0.7663
2008-01-02,-1.5444
2008-01-04,-0.3922
2008-01-07,1.9685000000000001
2008-01-08,-3.4749
2008-01-15,-12.0
2008-01-23,-4.5455
2008-02-22,23.8095
2008-02-25,-23.0
2008-03-11,34.7652
2008-03-25,0.0741
2008-04-02,-18.5185
2008-04-21,0.0
2008-04-22,5.4545
2008-04-23,12.069
2008-04-25,0.0
2008-04-28,-11.538499999999999
2008-05-23,-6.5217
2008-05-27,0.0
2008-06-02,-5.1163
2008-06-06,0.4902
2008-06-18,-2.439
2008-06-23,15.0
2008-07-08,0.0
2008-07-25,-6.5217
2008-08-04,0.0
2008-08-06,-18.1395
2008-08-07,15.3409
2008-08-11,0.0
2008-08-12,0.4926
2008-08-19,0.0
2008-08-25,-0.4902
2008-08-26,0.9852
2008-09-02,0.4878
2008-09-10,-1.9417
2008-09-11,-3.4653
2008-09-23,3.0769
2008-09-24,3.9801
2008-10-03,-0.5742
2008-10-24,0.0
2008-11-05,-3.7536
2008-11-18,-2.5
