ticker,BTIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-05-11,0.0
2020-06-24,0.0
2020-06-30,0.0
2020-07-09,-7.2
2020-07-10,0.0
2020-07-13,0.8621
2020-07-14,3.4188
2020-07-15,0.0
2020-07-16,1.6529
2020-07-17,7.3171
2020-07-20,-5.303
2020-07-21,1.6
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.7874
2020-07-29,-1.5625
2020-07-30,0.7937
