ticker,SCVX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-03-23,2.6087
2020-03-25,-2.5423999999999998
2020-03-26,3.2609
2020-04-14,1.6842000000000001
2020-04-20,-0.1035
2020-04-21,0.9326
2020-04-23,0.616
2020-04-27,-1.0204
2020-04-30,0.5155
2020-05-01,0.5128
2020-05-04,-1.1735
2020-05-05,-0.1538
2020-05-06,0.3092
2020-05-07,2.0619
2020-05-08,-0.202
2020-05-11,0.0
2020-05-12,-0.5061
2020-05-13,0.0
2020-05-14,0.2035
2020-05-15,-1.1168
2020-05-18,0.2053
2020-05-19,-0.3074
2020-05-20,0.2693
2020-05-21,-0.2685
2020-05-22,-0.1028
2020-05-26,0.1029
2020-05-27,0.2055
2020-06-01,-0.1026
2020-06-02,-0.2053
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.1029
2020-06-09,0.6485
2020-06-10,-0.1338
2020-06-11,-0.3067
2020-06-12,0.3077
2020-06-15,-0.6125
2020-06-16,1.8508
2020-06-17,0.0
2020-06-18,1.1111
2020-06-19,-0.0999
2020-06-22,-0.6
2020-06-23,0.1006
2020-06-24,0.603
2020-06-25,-0.5994
2020-06-26,0.1005
2020-06-29,-0.1004
2020-06-30,0.1005
2020-07-01,0.1004
2020-07-02,0.1003
2020-07-06,0.3457
2020-07-07,-0.2446
2020-07-08,0.1001
2020-07-09,0.115
2020-07-10,1.0838
2020-07-13,-0.2964
2020-07-14,0.3964
2020-07-15,-0.2962
2020-07-16,0.9901
2020-07-17,0.4902
2020-07-20,0.2927
2020-07-21,0.0
2020-07-22,3.1128
2020-07-23,-2.017
2020-07-24,0.6143
2020-07-27,-0.4785
2020-07-28,0.3846
2020-07-29,-1.4368
2020-07-30,0.4966
2020-07-31,-1.8479999999999999
