ticker,DLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-02-27,-1.1364
2020-02-28,-0.05
2020-03-02,0.1
2020-03-03,-0.05
2020-03-04,0.2999
2020-03-05,-0.1495
2020-03-06,-0.1996
2020-03-09,-2.1895
2020-03-10,0.4493
2020-03-11,-1.2723
2020-03-12,-5.6701
2020-03-13,2.3497
2020-03-16,-3.8975
2020-03-17,0.2222
2020-03-18,-4.0466
2020-03-19,-0.0578
2020-03-20,1.4451
2020-03-23,-4.8433
2020-03-24,9.3413
2020-03-25,6.7908
2020-03-26,-1.2821
2020-03-27,-0.8312
2020-03-30,-2.5667999999999997
2020-03-31,2.1505
2020-04-01,-1.5789
2020-04-02,-2.5667999999999997
2020-04-03,-0.6586
2020-04-06,-0.5525
2020-04-07,0.0
2020-04-08,-2.8889
2020-04-09,2.9748
2020-04-13,1.0
2020-04-14,-0.5501
2020-04-15,0.3872
2020-04-16,-0.3306
2020-04-17,0.0553
2020-04-20,-1.2155
2020-04-21,0.67
2020-04-22,0.0011
2020-04-23,-0.2778
2020-04-24,0.093
2020-04-27,1.4566
2020-04-28,0.1104
2020-04-29,-2.1511
2020-04-30,-1.8037999999999998
2020-05-01,0.0
2020-05-04,-0.4592
2020-05-05,0.346
2020-05-06,-0.5747
2020-05-07,0.0
2020-05-08,0.4624
2020-05-11,-0.3452
2020-05-12,0.3464
2020-05-13,-0.3642
2020-05-14,-1.5116
2020-05-15,-1.2987
2020-05-18,0.4785
2020-05-19,0.4167
2020-05-20,0.9484
2020-05-21,1.9378
2020-05-22,-0.6912
2020-05-26,1.2181
2020-05-27,2.4069
2020-05-28,0.2238
2020-05-29,1.6192
2020-06-01,0.3846
2020-06-02,0.9852
2020-06-03,2.6558
2020-06-04,1.4784
2020-06-05,-0.1041
2020-06-08,-2.1354
2020-06-09,-1.9691
2020-06-10,0.0364
2020-06-11,-1.3108
2020-06-12,0.0
2020-06-15,0.7194
2020-06-16,-0.7692
2020-06-17,-0.1661
2020-06-18,0.4992
2020-06-19,0.3863
2020-06-22,-0.2199
2020-06-23,-0.551
2020-06-24,0.0554
2020-06-25,0.2215
2020-06-26,-0.3039
2020-06-29,-0.665
2020-06-30,-1.6457000000000002
2020-07-01,2.7226
2020-07-02,-0.8283
2020-07-06,1.392
2020-07-07,-0.3295
2020-07-08,-0.8264
2020-07-09,-0.3889
2020-07-10,0.6693
2020-07-13,-0.4986
2020-07-14,0.6125
2020-07-15,0.6458
2020-07-16,-0.4981
2020-07-17,0.0
2020-07-20,0.9455
2020-07-21,0.0
2020-07-22,0.7713
2020-07-23,0.164
2020-07-24,-0.5459
2020-07-27,2.2503
2020-07-28,-1.5030000000000001
2020-07-29,0.109
2020-07-30,0.7077
2020-07-31,2.1622
