ticker,REEMF US Equity
2006-03-15,2.075
2006-03-16,-12.8092
2006-03-17,12.3596
2006-03-21,-9.6
2006-03-22,1.7699
2006-03-24,-2.1739
2006-03-27,12.2222
2006-03-28,-10.099
2006-03-30,7.2687
2006-03-31,-4.7228
2006-04-03,6.681
2006-04-04,-1.0101
2006-04-10,0.6122
2006-04-11,1.4199
2006-04-17,-10.0
2006-04-18,16.6667
2006-04-19,10.4762
2006-04-20,6.5517
2006-04-21,-2.9126
2006-04-24,-0.8333
2006-04-25,2.1218
2006-04-26,-2.9006
2006-04-28,18.6441
2006-05-01,5.7143
2006-05-02,0.6757
2006-05-03,-10.0671
2006-05-04,7.1642
2006-05-08,-1.1142
2006-05-09,2.8169
2006-05-10,2.7397
2006-05-11,1.3333
2006-05-15,-14.473700000000001
2006-05-16,-0.7692
2006-05-17,-10.0775
2006-05-18,0.0
2006-05-19,6.0345
2006-05-23,13.8211
2006-05-24,-1.4285999999999999
2006-05-25,-3.6231999999999998
2006-05-26,1.5038
2006-05-30,-3.7037
2006-06-01,-13.8462
2006-06-02,0.0
2006-06-05,-5.3571
2006-06-06,0.0
2006-06-07,9.434
2006-06-08,-14.8599
2006-06-09,2.063
2006-06-12,-11.5079
2006-06-13,0.8969
2006-06-16,11.1111
2006-06-19,3.0
2006-06-20,-2.9126
2006-06-26,-12.1375
2006-06-30,19.9602
2006-07-06,-14.777
2006-07-07,18.0072
2006-07-12,0.0
2006-07-13,-13.5849
2006-07-18,-2.8384
2006-07-19,1.1236
2006-07-20,5.1111
2006-07-25,-4.8626000000000005
2006-07-28,-3.7778
2006-08-01,-8.776
2006-08-02,0.7595
2006-08-08,80.9045
2006-08-10,2.7778
2006-08-11,3.3361
2006-08-14,-1.9207
2006-08-16,-0.6667
2006-08-17,-2.6846
2006-08-21,10.3448
2006-08-23,-8.75
2006-08-29,-9.863
2006-09-11,-18.541
2006-09-12,15.6716
2006-09-14,-16.5927
2006-09-20,7.3967
2006-09-26,-9.9707
2006-09-27,9.0
2006-09-29,-8.2569
2006-10-02,23.0
2006-10-03,-20.3252
2006-10-04,0.0
2006-10-05,10.2041
2006-10-10,-14.8148
2006-10-11,14.1304
2006-10-12,5.7857
2006-10-13,-4.0963
2006-10-17,3.755
2006-10-18,-13.3228
2006-10-24,1.6701000000000001
2006-10-25,9.5483
2006-10-26,-0.656
2006-10-27,0.4363
2006-10-30,1.4442
2006-10-31,-7.4074
2006-11-02,-10.0
2006-11-06,8.2917
2006-11-07,6.7077
2006-11-08,1.9231
2006-11-09,0.0
2006-11-10,2.3349
2006-11-14,-2.6273
2006-11-15,-1.6331
2006-11-16,-3.9461
2006-11-17,-1.1398
2006-11-20,-0.7348
2006-11-21,0.0383
2006-11-22,2.0669
2006-11-24,-2.0
2006-11-27,26.5306
2006-11-28,-3.2258
2006-11-29,3.3333
2006-11-30,-11.875
2006-12-01,-0.3089
2006-12-06,5.5651
2006-12-11,0.8696
2006-12-12,-1.7241
2006-12-13,-3.5088
2006-12-18,-4.7841000000000005
2006-12-19,1.2054
2006-12-20,-8.6085
2006-12-27,7.4193999999999996
2006-12-28,4.7447
2006-12-29,-7.6491
2007-01-03,1.3287
2007-01-04,1.9607999999999999
2007-01-08,-3.8462
2007-01-09,2.0
2007-01-10,-9.8039
2007-01-12,2.1739
2007-01-18,-2.1277
2007-01-19,-6.5217
2007-01-22,-0.3488
2007-01-23,-8.9848
2007-01-24,-10.7692
2007-01-25,7.7586
2007-01-26,4.0
2007-01-29,14.1026
2007-01-30,-10.3371
2007-01-31,-2.2556
2007-02-01,-1.2821
2007-02-07,7.7922
2007-02-08,-2.3645
2007-02-09,5.553
2007-02-12,0.5699
2007-02-13,-0.0291
2007-02-14,-6.9767
2007-02-15,2.5
2007-02-16,-3.6585
2007-02-20,-0.9177
2007-02-21,2.7148
2007-02-22,-7.9602
2007-02-23,6.4865
2007-02-26,4.0609
2007-03-02,0.0
2007-03-07,-2.439
2007-03-08,2.5
2007-03-12,-2.439
2007-03-13,-2.5
2007-03-14,10.2564
2007-03-16,-2.3547000000000002
2007-03-19,-10.6877
2007-03-23,21.3333
2007-03-26,7.4038
2007-03-27,16.639
2007-03-29,-3.5088
2007-03-30,-10.9091
2007-04-03,15.5102
2007-04-04,-15.371
2007-04-09,7.868
2007-04-10,-0.3266
2007-04-12,4.8544
2007-04-13,5.0694
2007-04-16,-6.5874
2007-04-17,20.7547
2007-04-18,0.1563
2007-04-19,9.9844
2007-04-20,5.8865
2007-04-23,4.4876
2007-04-24,2.4359
2007-04-25,-2.378
2007-04-26,-12.5481
2007-04-27,11.2699
2007-04-30,2.7668
2007-05-02,0.2564
2007-05-03,6.3059
2007-05-04,3.1952
2007-05-07,4.9104
2007-05-08,9.0139
2007-05-09,10.5873
2007-05-10,1.3825
2007-05-11,-1.017
2007-05-14,-2.0148
2007-05-15,-1.2068
2007-05-16,22.8356
2007-05-17,-4.3254
2007-05-18,-0.5399
2007-05-22,6.9298
2007-05-23,0.223
2007-05-24,-2.0686
2007-05-25,1.3148
2007-05-29,-1.5267
2007-05-30,-14.7287
2007-05-31,4.5455
2007-06-01,13.0435
2007-06-04,5.4615
2007-06-05,-10.1386
2007-06-06,1.2732999999999999
2007-06-07,0.1853
2007-06-08,-4.4
2007-06-11,-4.5293
2007-06-13,-5.4837
2007-06-14,-0.2608
2007-06-15,-2.371
2007-06-18,12.8393
2007-06-19,-0.4062
2007-06-20,-2.9078
2007-06-21,-0.8347
2007-06-22,-1.1442
2007-06-25,0.5954
2007-06-26,-4.7905999999999995
2007-06-27,-1.1039
2007-06-28,4.8117
2007-07-03,-0.1233
2007-07-05,-3.9173999999999998
2007-07-06,-0.3738
2007-07-09,15.3553
2007-07-10,0.5845
2007-07-11,-1.2683
2007-07-12,11.2544
2007-07-13,7.4616
2007-07-16,1.7894
2007-07-17,-8.4868
2007-07-18,-2.8447
2007-07-19,-2.3698
2007-07-20,7.9748
2007-07-24,3.9711
2007-07-25,-7.859
2007-07-26,-2.5761
2007-07-27,1.5385
2007-07-30,3.7879
2007-07-31,-6.0082
2007-08-01,-3.1743
2007-08-02,-2.1505
2007-08-07,-5.7377
2007-08-08,-8.7283
2007-08-09,-4.7279
2007-08-10,-7.2875
2007-08-13,1.8404
2007-08-14,-4.6799
2007-08-15,-7.7778
2007-08-16,-10.9413
2007-08-17,28.1136
2007-08-20,-5.7022
2007-08-21,2.8345000000000002
2007-08-23,-10.7058
2007-08-24,3.8034
2007-08-27,1.0352999999999999
2007-08-29,6.8605
2007-08-30,-1.8090000000000002
2007-09-04,-1.316
2007-09-05,-2.5267
2007-09-06,18.2388
2007-09-10,-10.8946
2007-09-11,2.7884
2007-09-12,-7.9787
2007-09-13,0.1156
2007-09-14,-4.2003
2007-09-17,-0.5575
2007-09-18,4.7879000000000005
2007-09-19,-2.5087
2007-09-20,3.2258
2007-09-26,2.2989
2007-09-27,-2.9424
2007-10-02,12.0035
2007-10-03,-1.8088
2007-10-04,-0.3816
2007-10-05,5.0324
2007-10-09,7.08
2007-10-10,-6.1245
2007-10-11,13.7925
2007-10-12,3.8698
2007-10-15,-1.2013
2007-10-16,-4.012
2007-10-17,9.8214
2007-10-18,0.0508
2007-10-19,9.3753
2007-10-22,-0.8033
2007-10-23,3.1597
2007-10-24,-3.5756
2007-10-25,5.2988
2007-10-26,-0.3933
2007-10-29,-4.5226
2007-10-30,-6.1372
2007-10-31,6.178
2007-11-02,1.5937000000000001
2007-11-05,5.0404
2007-11-06,-1.0384
2007-11-07,2.0137
2007-11-08,-1.9739
2007-11-09,-10.4612
2007-11-12,-0.758
2007-11-13,-4.1604
2007-11-14,-4.3724
2007-11-15,6.4583
2007-11-19,-11.2833
2007-11-20,6.7278
2007-11-21,-8.4086
2007-11-23,20.19
2007-11-26,0.8449
2007-11-27,-9.4606
2007-11-30,2.105
2007-12-03,-7.1493
2007-12-04,6.3812999999999995
2007-12-05,-1.1589
2007-12-07,2.0628
2007-12-10,-2.1381
2007-12-11,-3.6087
2007-12-12,-1.7309
2007-12-13,-0.9352
2007-12-14,0.0695
2007-12-17,-0.7756
2007-12-18,0.6416
2007-12-19,3.4601
2007-12-20,-4.0054
2007-12-21,14.8109
2007-12-24,1.1386
2007-12-27,-11.5489
2007-12-28,11.818200000000001
2008-01-03,9.7815
2008-01-04,7.9519
2008-01-07,1.5307
2008-01-09,-6.7568
2008-01-11,-4.7962
2008-01-14,1.841
2008-01-16,-10.1784
2008-01-17,5.2317
2008-01-18,-4.5219000000000005
2008-01-22,-8.9027
2008-01-23,-0.2273
2008-01-24,4.9203
2008-01-25,0.0543
2008-01-28,-0.5316
2008-01-29,0.4363
2008-01-30,0.8688
2008-01-31,3.9943999999999997
2008-02-04,-8.8933
2008-02-06,9.0909
2008-02-07,-1.25
2008-02-08,-0.1846
2008-02-11,-2.2246
2008-02-12,-1.5564
2008-02-13,0.1592
2008-02-14,4.8726
2008-02-15,-0.4808
2008-02-19,-7.4782
2008-02-22,0.9309
2008-02-26,7.9744
2008-02-27,-4.5417
2008-02-28,1.9750999999999999
2008-02-29,2.7287
2008-03-03,1.974
2008-03-04,-5.5212
2008-03-05,4.1842
2008-03-06,-4.7738
2008-03-07,2.136
2008-03-10,-0.3414
2008-03-12,-10.8779
2008-03-13,1.7119
2008-03-14,1.5295999999999998
2008-03-17,-4.1589
2008-03-18,-3.4776
2008-03-19,-8.7022
2008-03-20,-2.4793
2008-03-24,2.2599
2008-03-25,0.0
2008-03-26,0.1796
2008-03-27,3.5158
2008-03-28,10.8018
2008-03-31,-9.6045
2008-04-01,0.0
2008-04-03,1.2035
2008-04-07,-0.7293
2008-04-09,-2.8458
2008-04-10,-10.6267
2008-04-11,5.5335
2008-04-14,-5.3589
2008-04-15,8.5012
2008-04-17,-4.9515
2008-04-18,1.8203
2008-04-21,-2.907
2008-04-23,4.012
2008-04-24,-4.3178
2008-04-25,3.1438
2008-04-28,-1.3782
2008-04-29,-3.7634
2008-04-30,0.799
2008-05-02,-1.2652
2008-05-05,-1.8064
2008-05-06,0.566
2008-05-07,2.4781
2008-05-08,-0.9764
2008-05-12,1.0708
2008-05-13,0.9527
2008-05-14,-10.2303
2008-05-15,8.2843
2008-05-16,2.5476
2008-05-20,9.4297
2008-05-21,7.4197
2008-05-22,7.5644
2008-05-23,-8.3623
2008-05-27,-6.6545
2008-05-28,2.521
2008-05-29,-2.9645
2008-05-30,5.3076
2008-06-02,-1.3035
2008-06-03,-3.8808
2008-06-04,-0.5214
2008-06-06,2.5641
2008-06-09,-4.3232
2008-06-10,-8.0121
2008-06-11,0.3374
2008-06-12,-0.1486
2008-06-13,4.2607
2008-06-16,0.5859
2008-06-17,-0.8439
2008-06-18,-0.0226
2008-06-19,-3.0661
2008-06-20,5.6346
2008-06-24,-1.8393000000000002
2008-06-26,2.5183999999999997
2008-06-27,0.1316
2008-06-30,-12.229800000000001
2008-07-02,0.3577
2008-07-03,-0.6217
2008-07-07,-2.5774
2008-07-08,-2.7397
2008-07-09,-4.6479
2008-07-10,4.6067
2008-07-11,1.4121000000000001
2008-07-14,-5.1519
2008-07-15,-2.4222
2008-07-16,2.661
2008-07-18,7.2999
2008-07-21,3.0474
2008-07-22,-6.0139
2008-07-23,1.3044
2008-07-25,-3.6889
2008-07-28,-0.3433
2008-07-29,2.4384
2008-07-30,-3.9377
2008-07-31,1.3265
2008-08-05,1.1364
2008-08-06,0.9438
2008-08-08,-5.984
2008-08-11,-4.3474
2008-08-12,11.1397
2008-08-14,-6.7979
2008-08-15,1.8641
2008-08-18,9.6096
2008-08-19,1.2328999999999999
2008-08-20,0.0
2008-08-21,4.3302
2008-08-25,-1.451
2008-08-26,-12.7416
2008-08-27,1.6591
2008-08-28,9.2452
2008-08-29,1.0695000000000001
2008-09-02,1.1674
2008-09-04,-5.6948
2008-09-05,-2.6936999999999998
2008-09-08,-3.311
2008-09-09,-15.0636
2008-09-10,2.7539
2008-09-11,-18.2461
2008-09-12,27.4587
2008-09-15,4.2798
2008-09-16,-0.5525
2008-09-17,-7.381
2008-09-18,11.3753
2008-09-19,3.0967
2008-09-22,-8.2556
2008-09-23,-0.2949
2008-09-24,3.3959
2008-09-25,0.2071
2008-09-26,-3.1988
2008-09-29,-2.3894
2008-09-30,-5.1979
2008-10-01,-13.1854
2008-10-02,-4.8222000000000005
2008-10-03,-0.6383
2008-10-06,-2.1012
2008-10-07,-18.1955
2008-10-08,-6.016
2008-10-09,15.7539
2008-10-10,-6.5131
2008-10-14,15.7082
2008-10-15,-1.8176999999999999
2008-10-16,-11.455
2008-10-17,-8.3959
2008-10-20,5.3852
2008-10-21,-9.8139
2008-10-22,-24.9531
2008-10-23,2.75
2008-10-24,1.2165
2008-10-27,3.5337
2008-10-28,-3.5291
2008-10-29,40.1685
2008-10-30,-12.0879
2008-10-31,-3.0859
2008-11-03,23.942
2008-11-04,-1.3984
2008-11-05,0.0
2008-11-06,1.2698
2008-11-07,-17.2447
2008-11-10,21.527
2008-11-11,-4.1451
2008-11-12,-6.4865
2008-11-13,-6.7377
2008-11-14,7.5925
2008-11-17,-15.6616
2008-11-18,-24.3543
2008-11-19,10.158
2008-11-20,5.6096
2008-11-21,-8.9498
2008-11-24,2.2909
2008-11-28,-7.3698
2008-12-01,11.3298
2008-12-02,-0.4545
2008-12-04,52.8666
2008-12-05,-7.5672
2008-12-08,4.0395
2008-12-10,-28.490099999999998
2008-12-11,13.5135
2008-12-12,2.3810000000000002
2008-12-15,11.8563
2008-12-16,-13.1613
2008-12-17,-7.1398
2008-12-19,30.9853
2008-12-22,-12.5483
2008-12-23,10.2894
2008-12-24,2.0044
2008-12-31,34.9946
2009-01-02,38.4941
2009-01-05,7.5483
2009-01-06,-2.8696
2009-01-07,2.4421
2009-01-08,0.9286
2009-01-09,-13.5439
2009-01-12,-8.7486
2009-01-13,3.2519
2009-01-14,-7.0374
2009-01-15,2.8037
2009-01-20,6.9658999999999995
2009-01-21,-2.6878
2009-01-22,-8.9083
2009-01-23,8.3413
2009-01-26,-21.5265
2009-01-27,0.2114
2009-01-28,21.2829
2009-01-30,-4.3609
2009-02-02,-15.0497
2009-02-03,14.2041
2009-02-04,9.1
2009-02-05,20.1306
2009-02-06,-8.6123
2009-02-09,10.5406
2009-02-10,-9.5449
2009-02-11,2.6824
2009-02-13,-19.0689
2009-02-17,-2.3989
2009-02-18,-4.7484
2009-02-19,2.0265
2009-02-20,26.9333
2009-02-23,-7.0832
2009-02-24,-20.961
2009-02-25,-14.3182
2009-02-26,33.4218
2009-02-27,-12.8976
2009-03-02,-10.913
2009-03-03,-2.3859
2009-03-04,8.2349
2009-03-05,0.5608
2009-03-09,1.2811
2009-03-10,-21.6667
2009-03-11,-0.6079
2009-03-12,9.1743
2009-03-13,0.8403
2009-03-16,-7.6042
2009-03-17,0.0
2009-03-19,10.1278
2009-03-20,3.5148
2009-03-23,19.6967
2009-03-24,-3.4977
2009-03-26,10.274000000000001
2009-03-27,-12.3965
2009-03-30,17.0753
2009-03-31,-3.3056
2009-04-01,6.4979
2009-04-02,-9.4095
2009-04-03,-2.759
2009-04-06,-0.5285
2009-04-07,11.5213
2009-04-08,-1.7050999999999998
2009-04-09,-4.4898
2009-04-13,6.063
2009-04-14,-11.4581
2009-04-15,-2.3891
2009-04-16,16.5501
2009-04-17,3.1625
2009-04-20,-7.0035
2009-04-21,4.8208
2009-04-22,10.3791
2009-04-23,-5.0113
2009-04-24,9.1049
2009-04-27,-7.2694
2009-04-28,-1.3827
2009-04-29,2.2814
2009-04-30,-0.7435
2009-05-01,14.3258
2009-05-04,7.7805
2009-05-05,6.7439
2009-05-06,4.5026
2009-05-07,8.9237
2009-05-08,3.6273
2009-05-11,-6.0954
2009-05-12,-3.1089
2009-05-13,-9.7421
2009-05-14,-0.4042
2009-05-15,5.7646
2009-05-19,8.4416
2009-05-20,-4.423
2009-05-21,10.6605
2009-05-22,2.5547
2009-05-26,46.204
2009-05-27,-7.1501
2009-05-28,4.2927
2009-05-29,3.7704
2009-06-01,3.4467
2009-06-02,7.0882
2009-06-03,-17.356
2009-06-04,5.2144
2009-06-05,2.0641
2009-06-08,-5.1586
2009-06-09,-3.9671
2009-06-10,22.9035
2009-06-11,11.7847
2009-06-12,-0.1846
2009-06-15,-2.6836
2009-06-16,-5.1689
2009-06-17,-5.4418
2009-06-18,-4.2008
2009-06-19,1.2978
2009-06-22,2.6012
2009-06-23,9.4078
2009-06-24,3.7914
2009-06-25,4.9858
2009-06-26,1.9282
2009-06-29,1.845
2009-06-30,-3.0461
2009-07-02,-8.7236
2009-07-06,-1.1876
2009-07-07,-6.2937
2009-07-08,4.2164
2009-07-09,6.6953
2009-07-10,-7.8187999999999995
2009-07-13,1.8839000000000001
2009-07-14,7.0344
2009-07-15,8.8588
2009-07-16,11.8139
2009-07-17,3.9047
2009-07-20,16.9356
2009-07-21,1.123
2009-07-22,-0.9068
2009-07-23,13.5802
2009-07-24,3.612
2009-07-27,-0.1412
2009-07-28,-1.3226
2009-07-29,-8.4256
2009-07-30,0.8008
2009-07-31,-1.8939
2009-08-04,-7.2072
2009-08-05,-8.7668
2009-08-06,-8.583
2009-08-07,17.2118
2009-08-10,-0.8749
2009-08-11,6.4975
2009-08-12,-0.7392
2009-08-13,-2.5415
2009-08-14,-5.5282
2009-08-17,8.4804
2009-08-18,27.4288
2009-08-19,-1.0505
2009-08-20,2.2443
2009-08-21,2.7645999999999997
2009-08-24,2.6029
2009-08-25,-7.2261
2009-08-26,-5.0456
2009-08-27,1.8231000000000002
2009-08-28,6.3812999999999995
2009-08-31,3.2573
2009-09-01,-8.630700000000001
2009-09-02,2.2086
2009-09-03,12.8432
2009-09-04,8.324
2009-09-08,7.1819
2009-09-09,-1.134
2009-09-10,2.9652
2009-09-11,-4.1495
2009-09-14,-7.3195
2009-09-15,19.073
2009-09-16,4.7919
2009-09-17,-6.1154
2009-09-18,6.1981
2009-09-21,-5.6863
2009-09-22,2.4818
2009-09-23,-2.4423
2009-09-24,-10.4021
2009-09-25,-0.4932
2009-09-28,1.5926
2009-09-29,8.4245
2009-09-30,3.2539
2009-10-01,6.6487
2009-10-02,-0.0556
2009-10-05,-3.8238
2009-10-06,-0.1297
2009-10-07,-6.9323
2009-10-08,6.8971
2009-10-09,-2.9571
2009-10-12,1.6598000000000002
2009-10-13,-2.3852
2009-10-14,-5.8408
2009-10-15,-13.2528
2009-10-16,16.4674
2009-10-19,-8.3701
2009-10-20,6.5358
2009-10-21,-1.6885
2009-10-22,-6.1936
2009-10-23,-6.0152
2009-10-26,-7.1429
2009-10-27,1.2413
2009-10-28,-6.0957
2009-10-29,13.0816
2009-10-30,-10.619
2009-11-02,-2.1469
2009-11-03,26.1348
2009-11-04,7.2818
2009-11-05,-4.2732
2009-11-06,-7.8764
2009-11-09,0.9933
2009-11-10,-1.8474
2009-11-11,0.5933
2009-11-12,0.0
2009-11-13,10.4219
2009-11-16,4.1319
2009-11-17,-4.8784
2009-11-18,0.9429
2009-11-19,-3.1135
2009-11-20,3.1259
2009-11-23,6.7989
2009-11-24,1.3263
2009-11-25,1.2565
2009-11-27,-5.636
2009-11-30,-5.7363
2009-12-01,7.248
2009-12-02,0.271
2009-12-03,-6.1216
2009-12-04,-4.7305
2009-12-07,-6.9409
2009-12-08,3.8866
2009-12-09,6.5896
2009-12-10,-3.6364
2009-12-11,1.6034000000000002
2009-12-14,-3.8301
2009-12-15,-2.2366
2009-12-16,1.8477000000000001
2009-12-17,0.0313
2009-12-18,2.5641
2009-12-21,1.4062999999999999
2009-12-22,0.1165
2009-12-23,5.5105
2009-12-24,-2.6612
2009-12-28,-0.2924
2009-12-29,5.9677
2009-12-30,-0.0692
2009-12-31,7.3802
2010-01-04,4.0748
2010-01-05,0.3593
2010-01-06,-0.7824
2010-01-07,-2.1978
2010-01-08,0.7634
2010-01-11,-2.9514
2010-01-12,-6.066
2010-01-13,6.7365
2010-01-14,2.7331
2010-01-15,-1.8694
2010-01-19,0.399
2010-01-20,-4.8205
2010-01-21,-0.8621
2010-01-22,-2.1875
2010-01-25,2.931
2010-01-26,-6.9366
2010-01-27,-4.9159
2010-01-28,5.2311
2010-01-29,-1.5562
2010-02-01,0.2263
2010-02-02,1.3514
2010-02-03,1.4058
2010-02-04,-10.2669
2010-02-05,-4.1191
2010-02-08,7.6411999999999995
2010-02-09,1.4255
2010-02-10,-1.4055
2010-02-11,1.2037
2010-02-12,-2.1043
2010-02-16,13.0841
2010-02-17,-6.9473
2010-02-18,1.978
2010-02-19,4.6939
2010-02-22,-0.8076
2010-02-23,-5.2782
2010-02-24,-0.6935
2010-02-25,0.2712
2010-02-26,2.4896
2010-03-01,1.0031
2010-03-02,0.8053
2010-03-03,0.6621
2010-03-04,-1.245
2010-03-05,1.4285999999999999
2010-03-08,1.1884000000000001
2010-03-09,0.4959
2010-03-10,-1.8092000000000001
2010-03-11,1.5604
2010-03-12,-2.2274
2010-03-15,1.4259
2010-03-16,1.3673
2010-03-17,-2.6062
2010-03-18,-0.6951
2010-03-19,2.5714
2010-03-22,-1.1142
2010-03-23,0.2817
2010-03-24,-3.2637
2010-03-25,-3.3048
2010-03-26,2.1021
2010-03-29,2.6471
2010-03-30,0.4728
2010-03-31,-0.1854
2010-04-01,3.0857
2010-04-05,0.854
2010-04-06,-1.3552
2010-04-07,-1.9362
2010-04-08,-3.4233000000000002
2010-04-09,2.6622
2010-04-12,0.2865
2010-04-13,-1.3107
2010-04-14,-0.8287
2010-04-15,-0.7444
2010-04-16,-3.9301
2010-04-19,-0.7309
2010-04-20,2.6985
2010-04-21,0.5706
2010-04-22,-3.2547
2010-04-23,-1.5027
2010-04-26,0.5856
2010-04-27,1.5575999999999999
2010-04-28,-4.2945
2010-04-29,-0.641
2010-04-30,0.1774
2010-05-03,3.6870000000000003
2010-05-04,1.8634
2010-05-05,-5.6402
2010-05-06,-2.5303
2010-05-07,1.2079
2010-05-10,-1.8157999999999999
2010-05-11,-0.6067
2010-05-12,-1.5607
2010-05-13,8.9541
2010-05-14,-2.92
2010-05-17,-3.1912
2010-05-18,-5.5272
2010-05-19,-8.7451
2010-05-20,-12.0574
2010-05-21,1.4493
2010-05-24,2.5974
2010-05-25,0.0
2010-05-26,3.1988
2010-05-27,6.3041
2010-05-28,1.601
2010-06-01,-6.4922
2010-06-02,5.2578
2010-06-03,-1.7885
2010-06-04,-6.0114
2010-06-07,-4.1667
2010-06-08,-2.5353
2010-06-09,0.131
2010-06-10,2.0048
2010-06-11,-0.8571
2010-06-14,1.7621
2010-06-15,3.8961
2010-06-16,0.6667
2010-06-17,3.6579
2010-06-18,-1.7719
2010-06-21,-4.0727
2010-06-22,-5.5433
2010-06-23,-5.7873
2010-06-24,2.6577
2010-06-25,-0.2696
2010-06-28,-0.4651
2010-06-29,-6.5508
2010-06-30,-7.9914
2010-07-01,-2.1739
2010-07-02,10.9236
2010-07-06,-0.3412
2010-07-07,-1.4983
2010-07-08,3.5714
2010-07-09,23.399
2010-07-12,-2.5948
2010-07-13,6.0246
2010-07-14,3.1165
2010-07-15,-6.5508
2010-07-16,-8.7123
2010-07-19,-5.567
2010-07-20,3.3039
2010-07-21,14.482
2010-07-22,16.3289
2010-07-23,-0.1184
2010-07-26,0.5757
2010-07-27,0.4482
2010-07-28,-4.1334
2010-07-29,-3.3741
2010-07-30,-1.3999
2010-08-02,6.4293
2010-08-03,8.9655
2010-08-04,-1.5823
2010-08-05,-5.6973
2010-08-06,-2.8237
2010-08-09,7.2873
2010-08-10,-4.18
2010-08-11,-4.7783999999999995
2010-08-12,1.4382
2010-08-13,1.4134
2010-08-16,-0.6969
2010-08-17,6.7193000000000005
2010-08-18,5.54
2010-08-19,-10.9034
2010-08-20,-2.0979
2010-08-23,16.0714
2010-08-24,12.3077
2010-08-25,4.9315
2010-08-26,-2.0888
2010-08-27,0.5333
2010-08-30,20.4244
2010-08-31,-4.185
2010-09-01,2.069
2010-09-02,2.4775
2010-09-03,13.6264
2010-09-07,11.412
2010-09-08,-12.6736
2010-09-09,10.9344
2010-09-10,0.0
2010-09-13,12.5448
2010-09-14,-3.6624
2010-09-15,-4.7934
2010-09-16,1.5625
2010-09-17,-2.0513
2010-09-20,3.4904
2010-09-21,0.1686
2010-09-22,-1.8519
2010-09-23,14.9228
2010-09-24,17.0149
2010-09-27,12.8827
2010-09-28,-2.8249
2010-09-29,-6.5116
2010-09-30,7.4627
2010-10-01,1.2731
2010-10-04,-1.4857
2010-10-05,-2.7842000000000002
2010-10-06,-8.9499
2010-10-07,-6.9463
2010-10-08,3.5211
2010-10-11,9.7959
2010-10-12,1.6109
2010-10-13,-0.9756
2010-10-14,-3.0788
2010-10-15,-2.7954
2010-10-18,25.7516
2010-10-19,19.5426
2010-10-20,10.7826
2010-10-21,-22.6845
2010-10-22,2.6395999999999997
2010-10-25,9.1988
2010-10-26,1.9022000000000001
2010-10-27,13.5111
2010-10-28,-11.5114
2010-10-29,0.531
2010-11-01,-11.5317
2010-11-02,2.1891
2010-11-03,-1.3632
2010-11-04,4.8370999999999995
2010-11-05,0.6591
2010-11-08,-0.9261
2010-11-09,0.5571
2010-11-10,3.662
2010-11-11,2.4457
