ticker,GVFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-14,0.0
2008-02-19,0.0
2008-02-21,0.0
2008-02-22,-0.11
2008-02-25,0.2203
2008-02-26,0.0
2008-02-29,0.5495
2008-03-10,-0.765
2008-03-11,-0.3304
2008-03-12,0.0
2008-03-13,0.5525
2008-03-14,-0.5495
2008-03-17,0.442
2008-03-18,-0.33
2008-03-19,-0.2208
2008-03-20,0.1106
2008-03-24,0.5525
2008-03-25,-0.2198
2008-03-26,0.1101
2008-03-27,-0.44
2008-03-31,0.1105
2008-04-01,0.0
2008-04-02,-0.1104
2008-04-03,0.442
2008-04-04,-0.44
2008-04-07,0.5525
2008-04-08,-0.4396
2008-04-09,0.1104
2008-04-10,0.0
2008-04-11,0.1103
2008-04-14,-0.3304
2008-04-15,-0.2196
2008-04-22,0.2201
2008-04-24,0.1105
2008-04-25,0.0
2008-04-28,0.1104
2008-04-29,0.1103
2008-05-01,-0.1101
2008-05-06,0.2205
2008-05-08,-0.11
2008-05-09,0.1101
2008-05-13,0.0
2008-05-14,-0.11
2008-05-15,0.0
2008-05-20,0.1101
2008-05-21,-0.11
2008-05-22,0.2203
2008-05-23,0.0879
2008-05-27,0.022
2008-05-28,-0.2195
2008-05-30,0.11
2008-06-02,0.4396
2008-06-04,1.0941
2008-06-06,0.0
2008-06-09,-0.4329
2008-06-10,-0.1087
2008-06-16,0.0
2008-06-17,-0.3264
2008-06-18,0.4367
2008-06-19,0.1087
2008-06-23,-0.1086
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.1087
2008-06-30,0.1086
2008-07-01,0.2169
2008-07-02,-0.974
2008-07-03,-0.3279
2008-07-07,0.1096
2008-07-09,0.4381
2008-07-10,0.5453
2008-07-11,-0.3254
2008-07-14,-0.4353
2008-07-15,0.3279
2008-07-16,1.8519
2008-07-17,-1.0695000000000001
2008-07-22,0.0
2008-07-23,0.5405
2008-07-24,-1.0753
2008-07-25,1.087
2008-07-29,-0.5376
2008-07-30,-0.1081
2008-07-31,1.1905000000000001
2008-08-01,0.9626
2008-08-04,-1.4830999999999999
2008-08-06,-0.5376
2008-08-07,0.5405
2008-08-11,-1.0753
2008-08-12,0.8696
2008-08-13,-0.6466
2008-08-14,0.2169
2008-08-15,-0.974
2008-08-18,1.0929
2008-08-19,-0.2162
2008-08-20,-0.1083
2008-08-21,0.0
2008-08-22,-0.1085
2008-08-25,0.2172
2008-08-26,1.0834
2008-08-27,0.7503
