ticker,CCMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-04,24.375
2000-04-05,10.5528
2000-04-06,22.0455
2000-04-07,-4.8417
2000-04-10,-6.0665
2000-04-11,-1.25
2000-04-12,-4.6414
2000-04-13,6.6372
2000-04-14,-0.4149
2000-04-17,-2.9167
2000-04-18,18.0258
2000-04-19,-7.8182
2000-04-20,-4.3393
2000-04-24,-3.0928
2000-04-25,1.2766
2000-04-26,-4.2017
2000-04-27,15.7895
2000-04-28,-1.5152
2000-05-01,3.4615
2000-05-02,-14.1264
2000-05-03,10.8225
2000-05-04,-4.8828
2000-05-05,1.4374
2000-05-08,-0.4049
2000-05-09,6.5041
2000-05-10,7.2519
2000-05-11,1.6014
2000-05-12,-4.3783
2000-05-15,0.0
2000-05-16,-0.1832
2000-05-17,-4.9541
2000-05-18,-1.1583
2000-05-19,0.3906
2000-05-22,5.8366
2000-05-23,-12.3162
2000-05-24,-0.6289
2000-05-25,-1.2658
2000-05-26,2.5641
2000-05-30,5.8333
2000-05-31,3.1496
2000-06-01,-5.7252
2000-06-02,4.8583
2000-06-05,3.2819
2000-06-06,-2.0561
2000-06-07,30.916
2000-06-08,-6.414
2000-06-09,5.296
2000-06-12,16.8639
2000-06-13,-3.038
2000-06-14,-2.8721
2000-06-15,-3.2258
2000-06-16,-5.5556
2000-06-19,0.0
2000-06-20,8.5294
2000-06-21,0.1355
2000-06-22,-5.2774
2000-06-23,-5.8571
2000-06-26,9.8634
2000-06-27,4.9724
2000-06-28,3.8158
2000-06-29,-1.0139
2000-06-30,-6.274
2000-07-03,3.0055
2000-07-05,10.6101
2000-07-06,-7.9137
2000-07-07,4.1667
2000-07-10,8.5
2000-07-11,-0.6912
2000-07-12,2.7842000000000002
2000-07-13,-6.3488
2000-07-14,3.1636
2000-07-17,-4.2056000000000004
2000-07-18,-4.3902
2000-07-19,-8.1633
2000-07-20,7.7778
2000-07-21,-2.8350999999999997
2000-07-24,-6.6312999999999995
2000-07-25,8.2386
2000-07-26,0.7874
2000-07-27,-2.0833
2000-07-28,-1.8617
2000-07-31,1.897
2000-08-01,-0.3989
2000-08-02,3.4713
2000-08-03,-4.2581
2000-08-04,0.2695
2000-08-07,11.828
2000-08-08,-2.2837
2000-08-09,-3.075
2000-08-10,-1.7766
2000-08-11,4.522
2000-08-14,8.0346
2000-08-15,11.4416
2000-08-16,3.2854
2000-08-17,3.5785
2000-08-18,-0.1919
2000-08-21,-2.0192
2000-08-22,0.8832
