ticker,SONR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,-2.9412000000000003
2000-01-24,30.303
2000-02-07,2.3256
2000-02-15,-10.0
2000-03-08,11.1111
2000-03-13,0.0
2000-03-16,-22.7273
2000-03-27,17.647100000000002
2000-03-28,0.0
2000-04-05,-15.0
2000-04-19,-41.1765
2000-04-26,120.0
2000-04-28,0.0
2000-05-01,-54.5455
2000-06-05,120.0
2000-06-07,-9.0909
2000-07-11,-20.0
2000-07-19,0.0
2000-08-03,3.125
2000-09-14,-39.3939
2000-09-20,0.0
2000-09-22,5.0
2000-09-27,-9.5238
2000-09-28,68.4211
2000-12-28,-20.3125
2001-07-25,-60.7843
2001-12-26,60.0
2002-01-23,25.0
2002-01-28,10.0
2002-03-04,-27.2727
2002-07-05,-12.5
2002-07-31,2.8571
2002-08-30,0.0
2002-12-02,0.0
2003-02-18,0.0
2003-04-01,0.0
2003-05-19,61.1111
2003-10-20,51.7241
2003-12-29,81.8182
2004-05-11,-59.375
2004-06-01,15.3846
2004-07-23,4.0
2004-12-16,37.1795
2005-04-19,4.6729
2005-08-19,-10.7143
2005-08-24,0.0
2006-02-03,0.0
2006-03-13,0.0
2006-04-27,0.0
2006-05-31,0.0
2006-06-01,0.0
2006-07-17,0.0
2007-03-26,10.0
2007-06-13,0.0
2007-06-21,-9.0909
2007-07-20,-15.0
2007-08-13,0.0
2007-08-15,-3.5294
2009-01-26,-26.8293
2009-05-15,-13.3333
2009-09-10,1.9231
2009-10-30,32.0755
2009-12-16,-25.7143
2010-09-10,31.9231
2010-09-13,-24.1983
2011-01-04,-15.3846
2011-03-07,-31.8182
2011-10-18,-10.0
2012-01-31,0.0
2012-04-10,48.1481
2012-07-10,-47.5
2012-07-24,14.2857
2013-02-05,-1.6667
2013-08-02,0.0
2013-08-05,0.0
2014-01-03,10.1695
2014-01-09,-43.8462
2014-08-12,-30.137
2014-12-31,76.4706
2016-10-14,-27.7778
2017-12-12,38.4615
2017-12-15,-33.3333
2019-07-12,66.6667
2020-06-03,150.0
2020-06-18,0.0
2020-07-06,0.4
