ticker,OPESU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-14,0.2
2018-03-15,0.0
2018-03-16,0.0998
2018-03-19,-0.0997
2018-03-20,0.0499
2018-03-21,0.0499
2018-03-22,0.0987
2018-03-23,0.3994
2018-03-26,0.1984
2018-03-27,0.0
2018-03-28,-0.297
2018-03-29,-0.15
2018-04-02,0.2496
2018-04-03,-0.496
2018-04-04,0.4985
2018-04-05,-0.2976
2018-04-06,-0.0995
2018-04-09,0.2988
2018-04-10,0.0
2018-04-11,-0.1986
2018-04-12,0.2985
2018-04-13,-0.2976
2018-04-16,0.0995
2018-04-17,0.0
2018-04-18,-0.2982
2018-04-19,0.4975
2018-04-23,-0.1974
2018-04-25,-0.0994
2018-04-30,0.199
2018-05-02,-0.1986
2018-05-03,0.0
2018-05-07,-0.2985
2018-05-08,0.0
2018-05-09,0.0
2018-05-11,0.0
2018-05-14,0.0998
2018-05-15,-0.1994
2018-05-17,0.2997
2018-05-21,0.3984
2018-05-22,0.0
2018-05-25,0.1984
2018-05-30,0.0
2018-05-31,-0.099
2018-06-05,-0.1982
2018-06-06,-0.1986
2018-06-07,0.199
2018-06-14,-0.4965
2018-06-15,0.2994
2018-06-19,-0.1493
2018-06-20,-0.0498
2018-06-26,0.3988
2018-06-27,0.2979
2018-07-10,-0.198
2018-07-12,-0.0992
2018-07-19,0.2979
2018-07-20,0.0
2018-07-26,-0.296
2018-07-27,0.2969
2018-07-31,-0.0505
2018-08-01,0.0505
2018-08-02,0.0
2018-08-03,0.2079
2018-08-06,0.0889
2018-08-07,0.0
2018-08-08,0.0987
2018-08-09,0.0
2018-08-10,0.0986
2018-08-14,0.0
2018-08-15,0.0
2018-08-22,-0.197
2018-08-24,-0.2586
2018-08-28,0.1603
2018-09-14,0.415
2018-09-17,0.1771
2018-09-18,0.0
2018-09-19,-0.0982
2018-09-20,0.0983
2018-09-21,-0.1965
2018-09-25,-0.0236
2018-09-28,0.0236
2018-10-02,-0.0994
2018-10-04,0.001
2018-10-05,0.0985
2018-10-08,0.0
2018-10-09,-0.0984
2018-10-10,0.0985
2018-10-11,-0.1033
2018-10-12,0.1035
2018-10-15,0.1969
2018-10-17,0.0
2018-10-18,0.1965
2018-10-19,-0.1324
2018-10-23,0.1325
2018-10-24,0.0
2018-10-25,-0.098
2018-10-29,-0.0343
2018-10-30,0.1325
2018-10-31,0.4902
2018-11-01,0.16
2018-11-02,0.0351
2018-11-05,0.2921
2018-11-06,0.0
2018-11-07,-0.0971
2018-11-13,0.0972
2018-11-16,0.1942
2018-11-19,-0.0969
2018-11-21,0.001
2018-11-23,-0.097
2018-11-27,-0.1078
2018-11-29,0.1069
2018-11-30,-0.8738
2018-12-12,0.3918
2018-12-13,0.1463
2018-12-14,0.1072
2018-12-18,0.0
2018-12-19,-0.1479
2018-12-21,0.2164
2018-12-24,-0.0914
2018-12-26,-0.1314
2018-12-27,0.0965
2018-12-28,0.0078
2019-01-02,0.1052
2019-01-03,-0.0788
2019-01-07,-0.073
2019-01-08,-0.1559
2019-01-09,-0.0683
2019-01-16,-0.0322
2019-01-23,0.0908
2019-01-24,0.0683
2019-01-25,-0.0926
2019-01-28,0.1357
2019-01-29,-0.1014
2019-01-30,0.0878
2019-01-31,0.2242
2019-02-01,0.1984
2019-02-04,-0.1786
2019-02-11,-0.0389
2019-02-12,-0.1946
2019-02-14,0.2924
2019-02-15,-0.0972
2019-02-19,0.0
2019-02-20,0.0
2019-02-22,0.1946
2019-02-25,0.2913
2019-02-26,0.0
2019-02-27,-0.0968
2019-02-28,0.1453
2019-03-01,0.2419
2019-03-04,0.1014
2019-03-12,0.0916
2019-03-22,-0.6744
2019-03-25,0.0
2019-03-27,0.0
2019-03-28,0.194
2019-03-29,0.3892
2019-04-01,-0.0974
2019-04-04,-0.0975
2019-04-05,0.0966
2019-04-09,0.1931
2019-04-18,0.0
2019-04-22,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-02,-0.0077
2019-05-06,0.0077
2019-05-07,0.1927
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,-0.4808
2019-05-13,0.4831
2019-05-15,0.0
2019-05-16,0.0048
2019-05-30,-0.1971
2019-06-03,0.0
2019-06-07,0.289
2019-06-13,0.001
2019-06-19,-0.001
2019-07-02,0.8646
2019-07-11,0.0
2019-07-12,0.0
2019-07-19,0.0952
2019-07-22,0.0951
2019-07-23,-0.2852
2019-07-24,-0.0953
2019-07-25,0.1908
2019-07-31,-0.0952
2019-08-06,0.0
2019-08-14,-0.3813
2019-08-21,0.4785
2019-09-04,-0.4762
2019-09-05,-0.1531
2019-09-30,0.1533
2019-10-01,0.3828
2019-10-07,-0.0953
2019-10-11,4.6756
2019-10-21,-0.1823
2019-10-31,0.0
2019-11-26,-4.1096
2019-11-29,5.6667
2019-12-17,-5.1825
2019-12-26,5.4658
2020-02-19,-4.2812
2020-02-20,0.0
2020-02-26,0.2825
2020-06-09,32.9117
2020-06-10,31.4014
2020-06-11,10.0
2020-06-12,0.4399
2020-06-15,-3.6496
2020-06-16,0.0
2020-06-17,13.5859
2020-06-19,6.7141
2020-06-26,-8.3333
2020-06-29,6.8182
