ticker,HASI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-18,-8.8
2013-04-19,-1.3158
2013-04-22,1.0667
2013-04-23,-1.5831
2013-04-24,0.6256
2013-04-25,1.0657
2013-04-26,1.0545
2013-04-29,-1.3043
2013-04-30,0.2643
2013-05-01,0.5272
2013-05-02,0.5245
2013-05-03,0.1739
2013-05-06,1.4757
2013-05-07,2.6518
2013-05-08,-0.1667
2013-05-09,-0.5843
2013-05-10,0.5038
2013-05-13,0.2506
2013-05-14,0.5833
2013-05-15,1.1599
2013-05-16,1.0647
2013-05-17,1.2966
2013-05-20,-0.48
2013-05-21,-0.4019
2013-05-22,-4.7619
2013-05-23,2.1186
2013-05-24,-1.1618
2013-05-28,0.5877
2013-05-29,-3.7563
2013-05-30,0.954
2013-05-31,-1.1168
2013-06-03,-0.7819
2013-06-04,0.613
2013-06-05,-3.3943
2013-06-06,1.5314999999999999
2013-06-07,-1.6859
2013-06-10,1.9856
2013-06-11,-1.5929
2013-06-12,0.0
2013-06-13,-2.2482
2013-06-14,3.8638
2013-06-17,2.6572
2013-06-18,-0.2588
2013-06-19,0.692
2013-06-20,0.0
2013-06-21,1.0309
2013-06-24,-1.3605
2013-06-25,-2.1552
2013-06-26,1.674
2013-06-27,0.0867
2013-06-28,2.8571
2013-07-01,4.7138
2013-07-02,-0.4823
2013-07-03,0.1616
2013-07-05,0.0806
2013-07-08,-0.4029
2013-07-09,-2.6699
2013-07-10,-0.7481
2013-07-11,1.8425
2013-07-12,0.8224
2013-07-15,-1.6313
2013-07-16,-0.4975
2013-07-17,-1.5833
2013-07-18,0.1693
2013-07-19,-2.7895
2013-07-22,0.0
2013-07-23,2.1739
2013-07-24,-2.8085
2013-07-25,-0.1751
2013-07-26,-0.614
2013-07-29,3.5305
2013-07-30,0.5968
2013-07-31,0.5932
2013-08-01,-2.6959
2013-08-02,-0.1732
2013-08-05,-0.954
2013-08-06,-0.3503
2013-08-07,-0.0879
2013-08-08,0.6157
2013-08-09,0.1748
2013-08-12,2.2688
2013-08-13,0.5119
2013-08-14,-2.292
2013-08-15,-0.2606
2013-08-16,2.7003
2013-08-19,2.7279999999999998
2013-08-20,0.7469
2013-08-21,0.0824
2013-08-22,0.0
2013-08-23,0.7407
2013-08-26,0.0817
2013-08-27,-3.6734999999999998
2013-08-28,-0.0847
2013-08-29,0.933
2013-08-30,-1.3445
2013-09-03,0.8518
2013-09-04,-1.098
2013-09-05,-0.427
2013-09-06,-0.8576
2013-09-09,1.2976
