ticker,ENBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-11,11.0
2014-04-14,3.3784
2014-04-15,0.0436
2014-04-16,-1.5678999999999998
2014-04-17,0.6195
2014-04-21,1.847
2014-04-22,1.0363
2014-04-23,2.4786
2014-04-24,2.2102
2014-04-25,0.2856
2014-04-28,-0.0407
2014-04-29,1.6280000000000001
2014-04-30,-0.9211
2014-05-01,1.0914
2014-05-02,-1.0396
2014-05-05,1.0101
2014-05-06,-1.12
2014-05-07,-0.6472
2014-05-08,-1.0993
2014-05-09,-3.4582
2014-05-12,2.0896
2014-05-13,-0.6266
2014-05-14,0.042
2014-05-15,-0.2521
2014-05-16,0.0421
2014-05-19,1.8947
2014-05-20,1.2397
2014-05-21,2.3673
2014-05-22,-0.0797
2014-05-23,-0.9577
2014-05-27,1.1684
2014-05-28,-0.4381
2014-05-29,1.0
2014-05-30,0.5941
2014-06-02,0.3937
2014-06-03,-1.2157
2014-06-04,-1.6673
2014-06-05,0.4441
2014-06-06,-2.5322
2014-06-09,0.2062
2014-06-10,0.2881
2014-06-11,-1.4362
2014-06-12,-1.8734
2014-06-13,-0.5091
2014-06-16,0.3412
2014-06-17,0.85
2014-06-18,-1.8121
2014-06-19,1.4592
2014-06-20,0.2961
2014-06-23,2.868
2014-06-24,-1.8860000000000001
2014-06-25,2.7163
2014-06-26,1.8714
2014-06-27,0.8387
2014-06-30,3.7228
2014-07-01,2.1382
2014-07-02,-0.972
2014-07-03,-1.2835
2014-07-07,-1.8738000000000001
2014-07-08,0.039
2014-07-09,-0.7012
2014-07-10,-2.8246
2014-07-11,0.7671
2014-07-14,1.883
2014-07-15,0.3146
2014-07-16,-0.4312
2014-07-17,0.3937
2014-07-18,1.4902
2014-07-21,2.0866
2014-07-22,-1.5518999999999998
2014-07-23,-0.9996
2014-07-24,-1.3592
2014-07-25,-0.3543
2014-07-28,0.6717
2014-07-29,-1.6876
2014-07-30,-1.0379
2014-07-31,-2.9189
2014-08-01,-0.1679
2014-08-04,2.6493
2014-08-05,2.417
2014-08-06,2.52
2014-08-07,0.5072
2014-08-08,0.2717
2014-08-11,-0.1549
2014-08-12,0.5816
2014-08-13,-0.4241
2014-08-14,0.7743
2014-08-15,0.6147
2014-08-18,0.9546
2014-08-19,-1.6641
2014-08-20,-0.7308
2014-08-21,-1.2398
2014-08-22,1.1769
2014-08-25,0.6979
2014-08-26,0.154
2014-08-27,-0.9227
2014-08-28,-0.3492
2014-08-29,-0.1947
2014-09-02,-0.7803
