ticker,PNBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-24,2.7668
2000-01-27,0.0
2000-01-28,0.0
2000-02-02,-1.9231
2000-02-23,0.0
2000-03-06,-37.2549
2000-03-28,56.25
2000-03-29,-19.2
2000-03-31,5.0
2000-04-04,4.7619
2000-04-05,0.0
2000-04-11,15.9091
2000-04-12,-5.8824
2000-06-21,-25.0
2000-06-29,3.9326
2000-07-25,8.1081
2000-08-03,0.0
2000-08-28,-0.625
2000-09-25,-19.4969
2000-11-29,19.462
2000-12-14,-9.2715
2000-12-18,11.5214
2000-12-29,0.6623
2001-01-17,-26.3158
2001-01-25,14.2857
2001-02-07,1.25
2001-02-08,0.0
2001-03-27,-7.4074
2001-03-28,21.3333
2001-04-02,16.6667
2001-04-12,0.0
2001-04-17,4.7619
2001-04-25,-4.5455
2001-05-03,4.7619
2001-05-08,-4.5455
2001-05-18,-2.3810000000000002
2001-06-29,8.3744
2001-07-05,2.2727
2001-07-19,0.0
2001-07-20,1.1111
2001-07-26,-3.2967
2001-07-30,0.0
2001-08-08,0.0
2001-08-21,0.0
2001-10-08,5.5046
2001-10-11,0.0
2001-11-20,0.0
2001-12-07,4.3478
2002-02-05,1.5139
2002-02-07,0.0
2002-02-25,-2.6512000000000002
2002-03-11,2.1277
2002-04-10,6.1817
2002-04-11,-4.9505
2002-04-16,-4.1667
2002-04-19,-1.3043
2002-04-29,11.1894
2002-05-09,-2.9318999999999997
2002-05-13,-6.1224
2002-05-14,6.5217
2002-06-12,-2.0408
2002-06-17,5.1667
2002-07-23,-6.4748
2002-11-12,1.3805
2002-11-20,0.0
2002-11-22,0.8511
2002-12-18,-6.3032
2003-01-02,12.2727
2003-01-03,-2.834
2003-01-23,-2.0833
2003-02-04,0.0
2003-02-06,2.1277
2003-02-24,0.0
2003-02-26,-0.8333
2003-03-03,-0.4202
2003-03-04,0.4219
2003-03-13,1.0084
2003-03-20,0.3359
2003-03-24,2.5105
2003-03-27,18.3673
2003-04-30,-6.8966
2003-05-09,0.0
2003-05-14,0.0
2003-06-03,5.5556
2003-06-04,3.5088
2003-06-11,-5.0847
2003-06-12,1.5
2003-07-14,0.0
2003-07-15,1.0638
2003-07-29,0.3509
2003-08-04,4.1958
2003-08-11,-5.0336
2003-08-12,6.0071
2003-08-18,-0.3333
2003-08-20,-1.3378
2003-08-21,-1.0169
2003-08-25,-0.6849
2003-08-26,4.1379
2003-09-09,-3.9735
