ticker,SPOM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-09,900.0
2000-03-10,10000.0
2000-03-16,-99.0099
2000-03-17,9900.0
2000-03-27,-98.0
2000-03-30,4900.0
2000-04-04,50.0
2000-04-06,-96.0
2000-04-14,0.0
2000-05-02,0.0
2000-05-10,4.1667
2000-06-27,156.0
2000-06-28,212.5
2000-07-06,-68.0
2000-07-07,0.0
2000-08-10,0.0
2000-08-24,0.0
2000-08-30,0.0
2000-09-21,0.0
2000-09-26,-31.25
2000-10-02,0.0
2000-10-05,0.0
2000-10-11,0.0
2000-10-19,0.0
2000-10-23,0.0
2000-10-24,0.0
2000-10-25,0.0
2000-11-03,0.0
2000-11-07,0.0
2000-11-16,0.0
2000-11-27,0.0
2000-11-29,0.0
2000-12-12,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-05,854.5455
2001-01-30,-89.5238
2001-02-01,600.0
2001-02-02,-85.7143
2001-03-02,0.0
2001-04-09,0.0
2001-04-17,0.0
2001-05-08,0.0
2001-05-31,0.0
2001-06-20,0.0
2001-06-22,0.0
2001-06-28,0.0
2001-07-23,-27.2727
2001-09-21,-12.5
2001-09-27,0.0
2001-11-08,0.0
2001-11-14,0.0
2001-11-26,0.0
2001-12-03,0.0
2001-12-11,0.0
2001-12-12,0.0
2001-12-17,0.0
2001-12-26,-14.2857
2001-12-28,0.0
2001-12-31,0.0
2002-01-02,0.0
2002-01-22,0.0
2002-02-01,133.3333
2002-02-04,-57.1429
2002-02-12,0.0
2002-03-11,0.0
2002-03-12,0.0
2002-04-15,0.0
2002-04-23,0.0
2002-04-29,0.0
2002-05-07,0.0
2002-05-09,0.0
2002-05-10,0.0
2002-05-28,0.0
2002-06-05,-16.6667
2002-06-11,0.0
2002-07-02,0.0
2002-07-09,0.0
2002-07-23,0.0
2002-08-02,0.0
2002-08-21,-98.0
2002-09-10,4900.0
2002-09-30,0.0
2002-10-11,0.0
2002-10-18,0.0
2002-10-29,0.0
2002-10-31,0.0
2002-11-04,-20.0
2002-11-06,0.0
2002-11-20,0.0
2002-11-27,0.0
2002-12-04,0.0
2002-12-11,-97.5
2002-12-18,0.0
2002-12-26,0.0
2002-12-31,0.0
2003-01-09,0.0
2003-01-21,0.0
2003-01-27,0.0
2003-01-30,0.0
2003-02-05,900.0
2003-03-12,-90.0
2003-04-11,0.0
2003-04-14,-87.5
2003-06-11,50.0
