ticker,H US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-05,12.0
2009-11-06,0.0
2009-11-09,3.2143
2009-11-10,1.3841
2009-11-11,-0.2048
2009-11-12,-0.4788
2009-11-13,-0.4124
2009-11-16,-0.2761
2009-11-17,-0.7958
2009-11-18,2.895
2009-11-19,-1.0169
2009-11-20,1.0959
2009-11-23,-2.2696
2009-11-24,-1.0745
2009-11-25,0.2453
2009-11-27,-0.9088
2009-11-30,1.4109
2009-12-01,3.3391
2009-12-02,-1.1444
2009-12-03,-0.3064
2009-12-04,0.7514
2009-12-07,-2.6441
2009-12-08,-2.8552
2009-12-09,0.681
2009-12-10,2.5276
2009-12-11,0.8681
2009-12-14,1.5835
2009-12-15,2.1688
2009-12-16,0.5307
2009-12-17,-0.9568
2009-12-18,0.3331
2009-12-21,0.2324
2009-12-22,0.265
2009-12-23,-0.2313
2009-12-24,-0.0662
2009-12-28,-0.2982
2009-12-29,-0.997
2009-12-30,0.3693
2009-12-31,-0.301
2010-01-04,0.5032
2010-01-05,0.1335
2010-01-06,-0.9333
2010-01-07,0.572
2010-01-08,-0.6022
2010-01-11,0.3366
2010-01-12,0.0671
2010-01-13,3.0171
2010-01-14,3.124
2010-01-15,0.1893
2010-01-19,-0.0945
2010-01-20,-1.3241
2010-01-21,-2.5559
2010-01-22,-3.0492
2010-01-25,1.6233
2010-01-26,-0.599
2010-01-27,-1.3057
2010-01-28,1.1533
2010-01-29,-0.6707
2010-02-01,0.7765
2010-02-02,0.0
2010-02-03,-1.1724999999999999
2010-02-04,-1.5593
2010-02-05,-1.4118
2010-02-08,1.0479
2010-02-09,0.242
2010-02-10,0.7586
2010-02-11,0.0342
2010-02-12,0.3763
2010-02-16,1.1929
2010-02-17,1.8862
2010-02-18,-0.8264
2010-02-19,-0.1
2010-02-22,3.2032
2010-02-23,-0.0647
2010-02-24,0.7764
2010-02-25,4.3339
2010-02-26,2.8615
2010-03-01,-0.0299
2010-03-02,-0.8977
2010-03-03,0.8454
2010-03-04,1.0479
2010-03-05,0.8
2010-03-08,1.9106
2010-03-09,-2.0767
2010-03-10,-0.4418
2010-03-11,-0.6509
2010-03-12,1.3996
2010-03-15,1.2628
2010-03-16,4.7274
2010-03-17,-2.2708
2010-03-18,1.1618
2010-03-19,4.902
2010-03-22,1.2283
2010-03-23,1.5827
2010-03-24,-0.4155
2010-03-25,1.3559
2010-03-26,1.4922
2010-03-29,0.2028
2010-03-30,-0.7336
2010-03-31,-0.7136
