ticker,REPL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-20,1.0667
2018-07-23,-1.0554
2018-07-24,0.6667
2018-07-25,0.1987
2018-07-26,-0.8592
2018-07-27,0.0
2018-07-30,0.6
2018-07-31,-0.6627
2018-08-01,2.8686
2018-08-02,6.096
2018-08-03,-2.0782
2018-08-06,-1.2484
2018-08-07,-0.1264
2018-08-08,3.4177
2018-08-09,-0.2448
2018-08-10,3.7423
2018-08-13,1.1236
2018-08-14,0.7602
2018-08-15,-1.3349
2018-08-16,2.5882
2018-08-17,0.0
2018-08-20,-1.4908000000000001
2018-08-21,-1.8044
2018-08-22,-0.5928
2018-08-23,-0.7156
2018-08-24,-0.1802
2018-08-27,1.083
2018-08-28,14.5833
2018-08-29,6.7013
2018-08-30,-9.2016
2018-08-31,3.4316
2018-09-04,14.7745
2018-09-05,-3.6134
2018-09-06,-1.1715
2018-09-07,-5.3106
2018-09-10,-3.8558
2018-09-11,0.7813
2018-09-12,0.7752
2018-09-13,-0.6667
2018-09-14,-0.1549
2018-09-17,-4.5502
2018-09-18,1.6793
2018-09-19,-2.9302
2018-09-20,0.6037
2018-09-21,2.0185
2018-09-24,2.6203
2018-09-25,-5.211
2018-09-26,-3.0786
2018-09-27,-2.042
2018-09-28,-6.7748
2018-10-01,-3.2919
2018-10-02,-6.2942
2018-10-03,-4.5922
2018-10-04,-7.0402
2018-10-05,-1.932
2018-10-08,-2.2065
2018-10-09,-11.3618
2018-10-10,-0.3636
2018-10-11,1.3686
2018-10-12,17.1017
2018-10-15,-3.8432
2018-10-16,4.8761
2018-10-17,2.2104
2018-10-18,-9.6197
2018-10-19,-4.2079
2018-10-22,1.0336
2018-10-23,1.1083
2018-10-24,-1.1804000000000001
2018-10-25,10.1536
2018-10-26,0.4648
2018-10-29,-4.0093
2018-10-30,-2.7309
2018-10-31,6.3584
2018-11-01,5.2019
2018-11-02,3.8376
2018-11-05,2.8429
2018-11-06,-0.5529
2018-11-07,2.8491999999999997
2018-11-08,0.6757
2018-11-09,-3.2886
2018-11-12,-1.4573
2018-11-13,-3.5211
2018-11-14,2.7737
2018-11-15,-1.9886
2018-11-16,1.8115999999999999
2018-11-19,6.1922
2018-11-20,-10.6568
2018-11-21,8.7022
2018-11-23,0.4141
2018-11-26,1.3746
2018-11-27,-1.3559
2018-11-28,3.0928
2018-11-29,-1.7332999999999998
2018-11-30,1.6961
2018-12-03,0.0667
2018-12-04,-2.0667
2018-12-06,0.0
2018-12-07,-2.5187
