ticker,REPL US Equity
2018-12-10,-2.2346
2018-12-11,-0.5
2018-12-12,4.6303
2018-12-13,2.5042999999999997
2018-12-14,-1.7403
2018-12-17,2.0436
2018-12-18,-0.534
2018-12-19,-5.4362
2018-12-20,-2.6969
2018-12-21,-1.5316999999999998
2018-12-24,-2.6667
2018-12-26,5.7078
2018-12-27,-20.2304
2018-12-28,-10.0181
2018-12-31,0.3009
2019-01-02,5.0
2019-01-03,0.2857
2019-01-04,0.1899
2019-01-07,4.1706
2019-01-08,-6.6424
2019-01-09,0.1462
2019-01-10,3.3577
2019-01-11,3.2957
2019-01-14,-5.5606
2019-01-15,1.7375
2019-01-16,-0.1898
2019-01-17,1.5209000000000001
2019-01-18,-2.1536
2019-01-22,1.4354
2019-01-23,3.3019
2019-01-24,-3.1963
2019-01-25,3.8679
2019-01-28,-3.3606
2019-01-29,3.2895
2019-01-30,3.5487
2019-01-31,6.4148
2019-02-01,-0.9083
2019-02-04,-1.75
2019-02-05,11.3656
2019-02-06,2.3609999999999998
2019-02-07,-1.4881
2019-02-08,3.0211
2019-02-11,19.0616
2019-02-12,-5.9729
2019-02-13,-8.7099
2019-02-14,-3.6585
2019-02-15,4.7655
2019-02-19,-3.5537
2019-02-20,1.7686
2019-02-21,-2.6068
2019-02-22,-2.974
2019-02-25,-0.7663
2019-02-26,7.8764
2019-02-27,2.5054
2019-02-28,-4.1899
2019-03-01,-2.551
2019-03-04,-2.4682
2019-03-05,0.9969
2019-03-06,-10.1746
2019-03-07,-4.3956
2019-03-08,8.6649
2019-03-11,-9.3572
2019-03-12,0.8079
2019-03-13,-0.6233
2019-03-14,2.957
2019-03-15,0.087
2019-03-18,14.1739
2019-03-19,2.0564
2019-03-20,5.2985
2019-03-21,5.5280000000000005
2019-03-22,-7.7905
2019-03-25,9.9782
2019-03-26,-0.7285
2019-03-27,0.467
2019-03-28,-2.2576
2019-03-29,3.3967
2019-04-01,1.8397000000000001
2019-04-02,5.5484
2019-04-03,-3.3619
2019-04-04,-2.9096
2019-04-05,12.5733
2019-04-08,-3.0671
2019-04-09,-8.5373
2019-04-10,1.893
2019-04-11,-1.9859
2019-04-12,-1.2418
2019-04-15,-13.7657
2019-04-16,-3.9908
2019-04-17,1.5987
2019-04-18,14.0834
2019-04-22,-5.6552
2019-04-23,6.7982
2019-04-24,4.9281
2019-04-25,6.6536
2019-04-26,-3.792
2019-04-29,-1.2079
2019-04-30,7.9151
2019-05-01,-10.8527
2019-05-02,4.2809
2019-05-03,2.8223000000000003
2019-05-06,-1.4348
2019-05-07,-2.3418
2019-05-08,3.4997
2019-05-09,1.2523
2019-05-10,-4.1435
2019-05-13,-8.5806
2019-05-14,2.1877
2019-05-15,-1.174
2019-05-16,5.8001000000000005
2019-05-17,-2.5099
2019-05-20,-1.4905
2019-05-21,2.8198
2019-05-22,-3.8796
2019-05-23,0.6959
2019-05-24,2.7643
2019-05-28,-1.8157
2019-05-29,-4.6575
2019-05-30,-4.454
2019-05-31,1.6541000000000001
2019-06-03,2.8106999999999998
2019-06-04,-2.446
2019-06-05,-3.6136
2019-06-06,-2.9074
2019-06-07,1.9701
2019-06-10,0.6955
2019-06-11,-2.1489
2019-06-12,0.6275
2019-06-13,1.325
2019-06-14,-3.1538
2019-06-17,3.6536999999999997
2019-06-18,-1.3793
2019-06-19,0.9324
2019-06-20,1.3857
2019-06-21,2.5057
2019-06-24,-5.1111
2019-06-25,11.7096
2019-06-26,-5.9399
2019-06-27,2.6003
2019-06-28,6.155
2019-07-01,-4.502
2019-07-02,-1.2143
2019-07-03,1.2292
2019-07-05,-2.2857
2019-07-08,0.1462
2019-07-09,0.0
2019-07-10,1.6787999999999998
2019-07-11,-5.743
2019-07-12,-0.0762
2019-07-15,6.4787
2019-07-16,0.3579
2019-07-17,-3.1384
2019-07-18,-6.9219
2019-07-19,-4.193
2019-07-22,1.8993
2019-07-23,-0.2431
2019-07-24,7.3111
2019-07-25,-3.6336
2019-07-26,2.2781000000000002
2019-07-29,-4.4547
2019-07-30,2.6527
2019-07-31,-2.7408
2019-08-01,2.9791
2019-08-02,-0.7037
2019-08-05,-8.8976
2019-08-06,-5.5315
2019-08-07,-2.4703
2019-08-08,4.7842
2019-08-09,-4.4763
2019-08-12,-4.4049
2019-08-13,2.7451
2019-08-14,-4.1031
2019-08-15,3.4826
2019-08-16,5.7692
2019-08-19,1.2727
2019-08-20,-1.7953000000000001
2019-08-21,-2.2852
2019-08-22,0.8419
2019-08-23,-6.1224
2019-08-26,1.7787
2019-08-27,-1.4563
2019-08-28,5.8128
2019-08-29,-2.7002
2019-08-30,-0.6699
2019-09-03,-3.5645
2019-09-04,1.5984
2019-09-05,3.2448
2019-09-06,2.4762
2019-09-09,1.7658
2019-09-10,0.9132
2019-09-11,6.6063
2019-09-12,3.056
2019-09-13,2.3888
2019-09-16,-1.8504
2019-09-17,3.4426
2019-09-18,3.0111
2019-09-19,11.1538
2019-09-20,16.7474
2019-09-23,-6.639
2019-09-24,-0.1905
2019-09-25,-5.4707
2019-09-26,-6.0565
2019-09-27,-4.0115
2019-09-30,3.7313
2019-10-01,-5.2518
2019-10-02,-5.7707
2019-10-03,-1.7728000000000002
2019-10-04,4.3478
2019-10-07,-2.673
2019-10-08,-6.2197
2019-10-09,4.9096
2019-10-10,0.2463
2019-10-11,1.8018
2019-10-14,-2.0113
2019-10-15,15.0246
2019-10-16,2.2841
2019-10-17,0.8374
2019-10-18,-3.045
2019-10-21,5.3533
2019-10-22,0.542
2019-10-23,-0.4717
2019-10-24,2.5051
2019-10-25,3.1044
2019-10-28,2.5625
2019-10-29,1.8738000000000001
2019-10-30,0.6744
2019-10-31,3.5323
2019-11-01,0.2353
2019-11-04,-0.7629
2019-11-05,0.6505
2019-11-06,0.2938
2019-11-07,-1.2888
2019-11-08,0.4154
2019-11-11,1.7139
2019-11-12,-2.9634
2019-11-13,-18.503
2019-11-14,0.2204
2019-11-15,-10.5572
2019-11-18,-2.2131
2019-11-19,4.7779
2019-11-20,6.16
2019-11-21,2.5622
2019-11-22,-1.4695
2019-11-25,-0.4474
2019-11-26,0.824
2019-11-27,0.8915
2019-11-29,2.3564
2019-12-02,3.741
2019-12-03,-5.1318
2019-12-04,-0.9503
2019-12-05,-0.5904
2019-12-06,3.0438
2019-12-09,1.4409
2019-12-10,-2.8409
2019-12-11,8.1871
2019-12-12,2.7702999999999998
2019-12-13,0.4602
2019-12-16,-2.2251
2019-12-17,-2.6774
2019-12-18,-0.4814
2019-12-19,0.7602
2019-12-20,1.5089000000000001
2019-12-23,3.1081
2019-12-24,3.6696999999999997
2019-12-26,0.885
2019-12-27,-3.1328
2019-12-30,-5.11
2019-12-31,-2.1813
2020-01-02,1.8815
2020-01-03,1.9836
2020-01-06,3.7559
2020-01-07,1.81
2020-01-08,0.8889
2020-01-09,3.5872
2020-01-10,7.9587
2020-01-13,0.2251
2020-01-14,0.9545
2020-01-15,1.6129
2020-01-16,4.4335
2020-01-17,-0.7862
2020-01-21,-3.6978
2020-01-22,-3.4558
2020-01-23,2.1023
2020-01-24,-3.3388999999999998
2020-01-27,-2.2453
2020-01-28,5.4181
2020-01-29,-6.7039
2020-01-30,-4.7305
2020-01-31,-0.0629
2020-02-03,5.5975
2020-02-04,5.1221
2020-02-05,1.5864
2020-02-06,-5.0753
2020-02-07,-1.5864
2020-02-10,1.4925
2020-02-11,8.5294
2020-02-12,-7.1545
2020-02-13,-0.8173
2020-02-14,-0.824
2020-02-18,0.2374
2020-02-19,1.1841
2020-02-20,-1.4628
2020-02-21,-1.6033
2020-02-24,-0.2414
2020-02-25,-5.2027
2020-02-26,-3.5737
2020-02-27,-7.0814
2020-02-28,-1.2107999999999999
2020-03-02,5.912
2020-03-03,0.1361
2020-03-04,0.0
2020-03-05,-8.7695
2020-03-06,2.7571
2020-03-09,-7.4692
2020-03-10,0.9404
2020-03-11,-7.3758
2020-03-12,-10.6454
2020-03-13,10.3189
2020-03-16,-13.2228
2020-03-17,15.3356
2020-03-18,-12.4894
2020-03-19,-3.7864
2020-03-20,-9.4854
2020-03-23,-0.7804
2020-03-24,9.887599999999999
2020-03-25,-3.2720000000000002
2020-03-26,13.0021
2020-03-27,-7.6707
2020-03-30,6.079
2020-03-31,-4.7755
2020-04-01,-1.9057
2020-04-02,-0.2045
2020-04-03,0.4098
2020-04-06,11.9388
2020-04-07,1.8232
2020-04-08,0.9848
2020-04-09,11.9681
2020-04-13,-12.985
2020-04-14,9.0992
2020-04-15,-10.6756
2020-04-16,7.1895
2020-04-17,11.324
2020-04-20,-6.1033
2020-04-21,-6.75
2020-04-22,-2.1448
2020-04-23,-1.0959
2020-04-24,6.1865
2020-04-27,8.1739
2020-04-28,2.9743
2020-04-29,16.8618
2020-04-30,20.8417
2020-05-01,-10.3925
2020-05-04,-1.7273
2020-05-05,11.8016
2020-05-06,9.4891
2020-05-07,-10.2051
2020-05-08,8.5665
2020-05-11,-3.6297
2020-05-12,0.3821
2020-05-13,4.4046
2020-05-14,0.5208
2020-05-15,5.0259
2020-05-18,4.6867
2020-05-19,-7.0688
2020-05-20,5.0203
2020-05-21,-0.3863
2020-05-22,1.8904999999999998
2020-05-26,-2.8544
2020-05-27,-4.7013
2020-05-28,-3.4943
2020-05-29,0.0
2020-06-01,5.2183
2020-06-02,1.0121
2020-06-03,1.1522999999999999
2020-06-04,16.4438
2020-06-05,-1.7865
2020-06-08,3.2915
2020-06-09,-15.891
2020-06-10,5.7827
2020-06-11,-2.8746
2020-06-12,-0.0485
2020-06-15,0.1456
2020-06-16,3.4901
2020-06-17,-3.0445
2020-06-18,5.1208
2020-06-19,-0.3676
2020-06-22,-1.476
2020-06-23,-2.9494
2020-06-24,6.4158
2020-06-25,17.6337
2020-06-26,-4.0462
2020-06-29,0.7229
2020-06-30,-0.9171
2020-07-01,-7.6459
2020-07-02,-3.4423
2020-07-06,0.722
2020-07-07,0.8961
2020-07-08,2.1758
2020-07-09,-4.4329
2020-07-10,0.7276
2020-07-13,-6.456
2020-07-14,9.8456
2020-07-15,1.8014000000000001
2020-07-16,-2.3306
2020-07-17,0.2651
2020-07-20,-1.0577
2020-07-21,-4.1871
2020-07-22,-5.1604
2020-07-23,-2.9901999999999997
2020-07-24,-2.9813
2020-07-27,-1.1979
2020-07-28,-0.6326
2020-07-29,6.0477
2020-07-30,-0.2001
2020-07-31,0.1003
