ticker,GFOO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-26,-36.3636
2013-08-01,0.0
2013-10-11,-65.7143
2013-10-25,-58.3333
2013-11-13,100.0
2013-11-19,50.0
2013-11-20,0.0
2013-11-25,0.0
2013-12-03,86.6667
2013-12-04,14.2857
2013-12-05,9.375
2013-12-06,14.2857
2013-12-09,25.0
2013-12-10,-20.0
2013-12-11,-15.0
2013-12-13,-26.4706
2013-12-16,0.0
2013-12-17,-20.0
2013-12-18,0.0
2013-12-19,-22.0
2013-12-20,-35.8974
2013-12-23,-10.0
2013-12-24,55.5556
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2014-01-02,-35.625
2014-01-08,0.2774
2014-01-22,5.1176
2014-01-23,26.3158
2014-01-24,25.0
2014-01-27,2.0
2014-01-28,-7.8431
2014-01-29,-0.7092
2014-01-30,0.0
2014-01-31,100.0
2014-02-03,-14.2857
2014-02-04,16.6667
2014-02-05,17.8571
2014-02-06,6.0606
2014-02-07,0.0
2014-02-10,37.1429
2014-02-11,-24.974
2014-02-12,-16.6956
2014-02-13,0.0
2014-02-14,0.0
2014-02-18,-15.0
2014-02-19,-1.9607999999999999
2014-02-20,9.2
2014-02-21,6.2271
2014-02-24,0.0
2014-02-25,-3.4483
2014-02-28,-17.8571
2014-03-03,-30.4348
2014-03-04,0.0
2014-03-05,0.0
2014-03-06,-12.5
2014-03-07,-3.5714
2014-03-10,0.0
2014-03-11,-11.1111
2014-03-12,0.0
2014-03-13,0.0
2014-03-14,-16.6667
2014-03-17,1.0
2014-03-18,-0.9901
2014-03-19,0.0
2014-03-20,-10.125
2014-03-21,122.5313
2014-03-24,-25.0
2014-03-25,6.6667
2014-03-26,-18.75
2014-03-27,-3.8462
2014-03-28,-0.8
2014-04-03,-7.2581
2014-04-04,0.0
2014-04-08,0.0
2014-04-10,0.0
2014-04-11,4.3478
2014-04-15,-8.1771
2014-04-17,8.9053
2014-04-22,-8.1771
2014-04-24,-4.7079
2014-04-25,0.0
2014-04-28,23.8095
2014-05-07,-23.0769
2014-05-08,-20.0
2014-05-14,0.0
2014-05-16,0.0
2014-05-22,25.0
2014-05-29,-20.0
2014-05-30,-12.5
2014-06-03,-21.4286
2014-06-04,-9.0909
2014-06-09,0.0
2014-06-10,-49.75
2014-06-11,-14.4279
2014-06-12,16.2791
2014-06-16,-8.0
2014-06-17,29.6196
2014-06-18,-22.8512
2014-06-24,-51.6304
2014-06-25,-10.1124
2014-06-26,0.0
