ticker,BIIO US Equity
2017-04-25,-1.9342000000000001
2017-04-26,-17.4227
2017-04-27,20.3822
2017-04-28,-10.0529
2017-05-01,33.0147
2017-05-02,17.1918
2017-05-03,5.6604
2017-05-04,0.0
2017-05-05,-5.7143
2017-05-08,-28.0303
2017-05-09,31.5789
2017-05-10,-19.0
2017-05-11,-18.5185
2017-05-12,-27.2727
2017-05-15,2.0313
2017-05-16,-24.0429
2017-05-17,0.0
2017-05-18,4.5027
2017-05-19,-2.2508
2017-05-22,-40.5921
2017-05-23,31.1185
2017-05-24,21.6216
2017-05-25,-8.0556
2017-05-26,20.0151
2017-05-30,-4.3424
2017-05-31,5.2632
2017-06-01,7.375
2017-06-02,38.766
2017-06-05,-6.1242
2017-06-06,-0.0536
2017-06-07,-32.0458
2017-06-08,26.8421
2017-06-09,-8.7137
2017-06-12,16.3636
2017-06-13,-21.875
2017-06-14,-0.4
2017-06-15,-0.6024
2017-06-16,-9.0909
2017-06-19,0.0
2017-06-20,-5.5556
2017-06-21,3.8353
2017-06-22,1.9714
2017-06-23,-9.3333
2017-06-26,8.1618
2017-06-27,0.0
2017-06-28,-3.6936
2017-06-29,-2.9412000000000003
2017-06-30,0.0364
2017-07-03,-9.124
2017-07-05,-6.6667
2017-07-06,-7.1429
2017-07-07,-10.7692
2017-07-10,-5.1724
2017-07-11,-9.0909
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,-20.0
2017-07-17,25.0
2017-07-18,-2.0
2017-07-19,-16.3265
2017-07-20,43.9024
2017-07-21,0.678
2017-07-24,1.0101
2017-07-25,-25.0
2017-07-26,11.1111
2017-07-27,-20.0
2017-07-28,22.5
2017-07-31,8.1633
2017-08-01,-15.0943
2017-08-02,-19.3333
2017-08-03,0.0
2017-08-04,-2.7548
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,41.6431
2017-08-11,-27.4
2017-08-14,0.0
2017-08-15,10.1928
2017-08-16,0.0
2017-08-17,-9.25
2017-08-18,0.8264
2017-08-22,0.0
2017-08-24,-0.8197
2017-08-25,6.3361
2017-08-28,-5.1813
2017-08-30,0.0
2017-08-31,0.0
2017-09-05,36.3388
2017-09-06,-26.9539
2017-09-07,3.3196
2017-09-08,-2.8147
2017-09-11,22.9508
2017-09-13,0.0
2017-09-14,-13.3333
2017-09-15,15.3846
2017-09-18,-13.3333
2017-09-19,15.1282
2017-09-20,0.0
2017-09-21,-19.1537
2017-09-25,0.8264
2017-09-26,9.2896
2017-09-27,0.0
2017-09-28,-8.0
2017-09-29,0.0
2017-10-02,8.6957
2017-10-03,12.25
2017-10-04,6.9042
2017-10-05,-24.375
2017-10-06,0.551
2017-10-09,20.5479
2017-10-10,13.4091
2017-10-11,-19.8397
2017-10-12,-8.5
2017-10-13,0.0
2017-10-16,0.0
2017-10-17,19.9454
2017-10-23,-16.6287
2017-10-24,0.0
2017-10-26,0.0
2017-10-27,-18.0328
2017-10-31,8.3333
2017-11-01,-5.8462
2017-11-03,1.634
2017-11-06,6.881
2017-11-07,33.574
2017-11-08,-27.2523
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,8.3591
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-24,-7.7143
2017-11-27,0.0
2017-11-29,-0.774
2017-11-30,-6.3963
2017-12-01,6.6667
2017-12-04,-6.25
2017-12-05,0.3333
2017-12-06,-0.3322
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,33.3333
2017-12-13,-23.25
2017-12-14,30.2932
2017-12-15,11.0
2017-12-18,-32.4324
2017-12-19,0.0
2017-12-20,-33.3333
2017-12-26,-95.99
2017-12-27,0.9975
2017-12-28,270.3704
2017-12-29,-39.4
2018-01-03,-53.6854
2018-01-04,4626.8409
2018-01-05,-2.0101
2018-01-08,-47.6923
2018-01-09,-0.9804
2018-01-10,-0.9901
2018-01-11,-89.2
2018-01-24,43.5185
2018-01-25,3.2258
2018-01-26,0.0
2018-01-29,1087.5
2018-01-30,-47.3684
2018-02-02,49.0
2018-02-06,-12.7517
2018-02-07,-42.3077
2018-02-13,0.0
2018-02-14,-9.3333
2018-02-16,0.0
2018-02-20,-8.8235
2018-02-23,0.0
2018-03-01,61.2903
2018-03-06,-35.75
2018-03-09,1.6341999999999999
2018-03-12,2.075
2018-03-13,84.5323
2018-03-14,0.0
2018-03-23,-7.3171
2018-03-27,0.0
2018-03-28,-33.2456
2018-03-29,48.4888
2018-04-03,-0.885
2018-04-04,-40.0089
2018-04-05,-0.2828
2018-04-09,0.0
2018-04-18,49.2537
2018-04-23,-1.0
2018-04-24,1.0101
2018-05-04,-30.89
2018-05-07,-0.1592
2018-05-21,23.1884
2018-06-04,-18.8235
2018-06-11,-10.1449
2018-06-22,-9.6774
2018-07-10,-28.5714
2018-07-20,27.5
2018-07-27,1.9607999999999999
2018-08-02,0.0
2018-08-16,1.9231
2018-08-23,60.3774
2018-08-27,-23.5294
2018-09-13,0.0
2018-10-09,-38.1538
2018-10-10,-30.3483
2018-11-05,25.0
2018-11-06,0.0
2018-11-20,0.0
2018-11-29,2.8571
2018-12-07,11.1111
2018-12-10,0.0
2018-12-26,-10.0
2018-12-27,0.0
2018-12-28,0.0
2019-01-14,12.5
2019-01-24,3.7037
2019-01-31,-26.1905
2019-03-04,64.5161
2019-03-05,58.8235
2019-03-06,22.9012
2019-03-07,4.7966
2019-03-08,3.5225999999999997
2019-03-11,1.8519
2019-03-12,-21.8182
2019-03-13,16.2791
2019-03-14,0.0
2019-03-15,-39.0
2019-03-20,72.1311
2019-03-21,6.6667
2019-03-29,-5.8259
2019-04-01,9.9787
2019-04-02,2.2414
2019-04-03,18.0438
2019-04-05,-14.2857
2019-04-09,25.0
2019-04-12,-6.6667
2019-04-18,4.2857
2019-04-22,-14.3836
2019-04-25,8.0
2019-05-06,-14.8148
2019-05-07,0.0
2019-05-08,66.087
2019-05-09,-91.0995
2019-05-10,-10.5882
2019-05-13,-19.5395
2019-05-14,6.296
2019-05-15,14.0831
2019-05-16,1.1409
2019-05-17,-13.2667
2019-05-20,-7.7633
2019-05-21,19.1667
2019-05-22,-15.9441
2019-05-23,7.9867
2019-05-24,-34.4761
2019-05-28,29.3357
2019-05-29,-9.0909
2019-05-30,-20.0
2019-05-31,0.625
2019-06-03,0.6211
2019-06-04,0.0
2019-06-05,-19.7531
2019-06-06,-7.6923
2019-06-07,33.3333
2019-06-10,-25.0
2019-06-11,33.3333
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,-6.25
2019-06-17,6.6667
2019-06-18,-2.5
2019-06-19,-16.2821
2019-06-20,-8.1164
2019-06-21,30.0
2019-06-24,-12.8205
2019-06-25,-4.4118
2019-06-26,7.6923
2019-06-27,1.7143000000000002
2019-06-28,-15.7303
2019-07-01,15.0
2019-07-02,-13.0435
2019-07-03,0.0
2019-07-05,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,-16.6667
2019-07-15,10.0
2019-07-16,-27.2727
2019-07-17,37.5
2019-07-19,-25.4545
2019-07-23,9.7561
2019-07-24,0.0
2019-07-25,-22.2222
2019-07-26,0.5714
2019-07-30,-0.5682
2019-07-31,0.0
2019-08-02,82.8571
2019-08-06,-1.9531
2019-08-08,-4.7809
2019-08-12,-3.3473
2019-08-14,3.4632
2019-08-16,-0.251
2019-08-22,0.2517
2019-08-23,-0.9205
2019-08-27,0.2534
2019-08-28,-0.2527
2019-08-30,0.2534
2019-09-03,-15.754
2019-09-05,-30.2
2019-09-06,0.2865
2019-09-10,-1.5771
2019-09-12,45.1463
2019-09-13,-0.5
2019-09-16,-0.201
2019-09-17,0.7049
2019-09-23,-0.5
2019-09-24,0.0
2019-10-01,0.0
2019-10-04,-20.1005
2019-10-07,0.0
2019-10-09,0.0
2019-10-10,-24.5283
2019-10-11,32.5
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,-22.5157
2019-10-18,29.0584
2019-10-23,-4.4025
2019-10-25,0.0
2019-10-28,0.0
2019-10-30,0.0
2019-11-08,0.0
2019-11-11,-2.6316
2019-11-14,-5.4054
2019-11-19,-5.7143
2019-11-22,0.0
2019-11-25,0.0
2019-11-29,14.3939
2019-12-05,0.0
2019-12-09,0.0
2019-12-10,-7.947
2019-12-12,-5.036
2019-12-13,5.303
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,-65.4676
2019-12-24,189.5833
2019-12-27,0.0
2019-12-30,0.282
2020-01-03,-3.0073
2020-01-08,-63.3136
2020-01-10,-99.1935
2020-01-13,9900.0
2020-01-16,7.0
2020-01-24,0.0093
2020-02-10,86.8984
2020-02-13,-47.0
2020-02-26,88.6792
2020-02-27,-12.5
2020-02-28,-12.5714
2020-03-19,-1.9607999999999999
2020-03-27,0.0
2020-04-01,0.0
2020-04-09,0.0
2020-04-16,24.0
2020-04-21,1.0753
2020-04-27,-45.7447
2020-05-19,-1.9607999999999999
2020-06-04,0.0
2020-07-23,0.0
2020-07-27,80.0
2020-07-28,-55.55
2020-07-29,87.4766
