ticker,MTFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-05-10,-2.5
2004-03-19,5.1282
2004-03-30,2.439
2004-10-11,-7.1429
2004-10-13,3.8462
2005-02-15,4.9383
2005-03-09,1.1764999999999999
2005-03-21,0.0
2005-03-22,0.0
2005-04-05,-2.3256
2005-04-08,1.1905000000000001
2005-06-01,-5.8824
2005-06-08,5.0
2005-07-14,-2.3810000000000002
2005-09-19,-2.439
2005-09-20,2.5
2006-02-22,-1.2195
2006-04-03,-1.2346
2006-04-04,5.0
2006-04-05,0.0
2006-08-03,-4.7619
2006-08-08,5.0
2006-10-26,-4.7619
2006-10-27,5.0
2007-01-18,-4.7619
2007-01-22,5.0
2007-03-20,-4.7619
2007-03-26,5.0
2007-03-29,-3.5714
2007-03-30,3.7037
2007-07-09,-2.3810000000000002
2007-07-12,2.439
2007-09-28,-14.2857
2007-10-05,5.5556
2008-02-11,-2.6316
2008-02-20,4.0541
2008-04-28,2.5974
2009-02-10,-2.5316
2009-02-11,3.8961
2009-04-08,-5.0
2009-04-16,5.2632
2009-05-26,0.0
2009-07-01,0.0
2009-07-28,0.0
2010-02-01,2.5
2010-02-02,0.0
2010-11-08,2.439
2010-11-09,0.0
2011-06-08,4.7619
2011-08-09,-2.2727
2011-08-10,2.3256
2011-09-12,-2.2727
2011-09-14,2.3256
2012-09-05,2.3810000000000002
2012-09-06,2.3256
2014-10-24,0.0
2015-01-05,22.5
2015-05-21,0.0
2015-05-26,2.0833
2016-05-31,6.6098
2016-09-12,2.145
2016-09-21,2.0
2016-09-22,0.0
2016-11-03,-0.9804
2016-11-07,1.9802
2016-11-10,-1.9417
2016-11-18,1.9802
2017-03-17,0.0991
2017-03-27,1.9802
2017-10-16,7.0367
2017-10-20,0.0
2017-10-24,1.8519
2017-12-29,0.0
2018-01-11,0.0
2018-02-07,0.0
2018-05-29,1.9462000000000002
2018-10-15,5.7514
2019-04-16,3.9698
2019-04-17,0.0
2019-05-02,4.0909
2019-05-09,0.0
2019-09-11,2.1728
2019-11-13,-0.2092
