ticker,CPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3784
2000-01-04,-2.5641
2000-01-05,0.2392
2000-01-06,1.9093
2000-01-07,1.8735
2000-01-10,-1.1494
2000-01-11,-0.4651
2000-01-12,-0.4673
2000-01-13,0.939
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,1.3953
2000-01-20,0.0
2000-01-21,-1.3761
2000-01-24,-0.6977
2000-01-25,-0.4684
2000-01-26,1.1764999999999999
2000-01-27,-0.9302
2000-01-28,-0.939
2000-01-31,-1.8957000000000002
2000-02-01,2.4154999999999998
2000-02-02,-1.6509
2000-02-03,0.4796
2000-02-04,0.4773
2000-02-07,-1.1876
2000-02-08,1.9231
2000-02-09,-0.9434
2000-02-10,0.2381
2000-02-11,-0.2375
2000-02-14,0.0
2000-02-15,0.4762
2000-02-16,0.4739
2000-02-17,0.4717
2000-02-18,-0.4695
2000-02-22,0.2358
2000-02-23,0.0
2000-02-24,-0.4706
2000-02-25,-0.2364
2000-02-28,-0.4739
2000-02-29,2.1429
2000-03-01,-1.6317
2000-03-02,0.237
2000-03-03,0.4728
2000-03-06,0.7059
2000-03-07,-1.8692
2000-03-08,1.1905000000000001
2000-03-09,0.2353
2000-03-10,-0.2347
2000-03-13,-0.2353
2000-03-14,0.0
2000-03-15,0.4717
2000-03-16,2.1127
2000-03-17,0.0
2000-03-20,0.6897
2000-03-21,-0.9132
2000-03-22,0.9217
2000-03-23,0.0
2000-03-24,-0.4566
2000-03-27,-0.4587
2000-03-28,-0.9217
2000-03-29,1.3953
2000-03-30,0.0
2000-03-31,1.4052
2000-04-03,0.0
2000-04-04,0.4619
2000-04-05,1.3793
2000-04-06,0.4535
2000-04-07,0.9029
2000-04-10,0.0
2000-04-11,0.4474
2000-04-12,1.3363
2000-04-13,1.3187
2000-04-14,-0.2169
2000-04-17,0.0
2000-04-18,0.2174
2000-04-19,-0.2169
2000-04-20,0.0
2000-04-24,-0.6522
2000-04-25,1.0941
2000-04-26,0.0
2000-04-27,0.2165
2000-04-28,-1.9438
2000-05-01,0.4405
2000-05-02,0.4386
2000-05-03,1.0917
2000-05-04,-0.432
2000-05-05,0.4338
2000-05-08,-0.216
2000-05-09,-0.6494
2000-05-10,-0.2179
2000-05-11,0.8734
2000-05-12,0.2165
2000-05-15,0.216
2000-05-16,-0.6466
2000-05-17,-1.5184
2000-05-18,-0.2203
2000-05-19,0.0
2000-05-22,0.4415
2000-05-23,0.2198
2000-05-24,1.0965
