ticker,PHAT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-25,29.4737
2019-10-28,-4.1057
2019-10-29,-1.1446
2019-10-30,-0.5146
2019-10-31,1.8103
2019-11-01,0.6774
2019-11-04,9.1674
2019-11-05,0.9245
2019-11-06,-2.0611
2019-11-07,2.689
2019-11-08,2.0873
2019-11-11,-0.855
2019-11-12,-0.6374
2019-11-13,-1.5849
2019-11-14,0.4601
2019-11-15,-1.2595
2019-11-18,-6.1848
2019-11-19,0.9065
2019-11-20,2.4091
2019-11-21,-5.8214
2019-11-22,-0.6351
2019-11-25,4.6016
2019-11-26,1.833
2019-11-27,0.0
2019-11-29,2.4
2019-12-02,2.2266
2019-12-03,-0.8789
2019-12-04,2.9298
2019-12-05,0.1873
2019-12-06,-9.3832
2019-12-09,-4.4967
2019-12-10,-2.5054
2019-12-11,-6.9561
2019-12-12,1.1905000000000001
2019-12-13,4.7059
2019-12-16,-4.4494
2019-12-17,-5.4563
2019-12-18,-7.5123999999999995
2019-12-19,8.4992
2019-12-20,16.0635
2019-12-23,15.5916
2019-12-24,-5.4324
2019-12-26,47.2059
2019-12-27,-12.3971
2019-12-30,-1.5152
2019-12-31,-4.1846
2020-01-02,-3.982
2020-01-03,4.8161000000000005
2020-01-06,9.5724
2020-01-07,-4.5428
2020-01-08,1.3728
2020-01-09,1.5047000000000001
2020-01-10,-7.2932
2020-01-13,-0.6716
2020-01-14,3.6059
2020-01-15,6.5258
2020-01-16,5.1634
2020-01-17,-2.0527
2020-01-21,5.4942
2020-01-22,-1.3691
2020-01-23,2.0142
2020-01-24,-5.1494
2020-01-27,6.8636
2020-01-28,-0.0526
2020-01-29,1.2642
2020-01-30,-9.2588
2020-01-31,-4.3565
2020-02-03,2.3674
2020-02-04,-3.3958
2020-02-05,0.6667
2020-02-06,-2.0169
2020-02-07,-2.4885
2020-02-10,-0.5986
2020-02-11,1.7116
2020-02-12,-0.5298
2020-02-13,1.9737
2020-02-14,2.9186
2020-02-18,12.3284
2020-02-19,3.7204
2020-02-20,9.7361
2020-02-21,-3.3388
2020-02-24,-11.207699999999999
2020-02-25,-1.1425
2020-02-26,-0.6329
2020-02-27,-11.4096
2020-02-28,12.9103
2020-03-02,0.1384
2020-03-03,-7.05
2020-03-04,12.3438
2020-03-05,10.6434
2020-03-06,0.4547
2020-03-09,-6.0743
2020-03-10,-1.1159
2020-03-11,-10.874600000000001
2020-03-12,-12.4892
2020-03-13,2.7951
2020-03-16,-19.3218
2020-03-17,18.3188
2020-03-18,-10.0201
2020-03-19,0.1117
2020-03-20,-3.2738
2020-03-23,-3.8462
2020-03-24,4.0
2020-03-25,2.6538
2020-03-26,4.9082
2020-03-27,-11.9643
2020-03-30,4.9087
2020-03-31,-0.1547
2020-04-01,-2.9435000000000002
2020-04-02,13.4078
2020-04-03,5.9113
2020-04-06,13.0897
2020-04-07,-7.0799
2020-04-08,-0.6639
2020-04-09,0.2864
2020-04-13,2.6023
2020-04-14,7.176
2020-04-15,-15.0938
2020-04-16,-2.1074
2020-04-17,5.8333
2020-04-20,-4.1667
2020-04-21,3.1838
2020-04-22,10.4512
2020-04-23,1.7122000000000002
2020-04-24,1.0927
2020-04-27,9.6991
2020-04-28,0.0799
2020-04-29,3.5923
2020-04-30,-13.0747
2020-05-01,-6.9149
2020-05-04,-2.3175
2020-05-05,14.3971
2020-05-06,11.0227
2020-05-07,11.3101
2020-05-08,-10.8276
2020-05-11,0.825
2020-05-12,-4.3979
2020-05-13,3.6908
2020-05-14,-5.5455
2020-05-15,5.2703
2020-05-18,8.3268
2020-05-19,-16.1877
2020-05-20,9.4857
2020-05-21,-3.8361
2020-05-22,12.1574
2020-05-26,4.7181
2020-05-27,1.1553
2020-05-28,-6.7154
2020-05-29,3.526
2020-06-01,0.071
2020-06-02,6.1215
2020-06-03,-2.0045
2020-06-04,-1.5909
2020-06-05,8.7529
2020-06-08,15.9482
2020-06-09,-6.0989
2020-06-10,-2.3406000000000002
2020-06-11,-3.0557
2020-06-12,1.8540999999999999
2020-06-15,-12.7427
2020-06-16,0.0464
2020-06-17,3.5449
2020-06-18,-3.8040000000000003
2020-06-19,8.3275
2020-06-22,-2.2547
2020-06-23,-0.7469
2020-06-24,-8.0345
2020-06-25,-1.0108
2020-06-26,-13.8585
2020-06-29,-5.1087
2020-06-30,-2.1118
2020-07-01,-2.1574
2020-07-02,-1.9255
2020-07-06,2.4066
2020-07-07,-1.7934
2020-07-08,-0.6612
2020-07-09,-4.8177
2020-07-10,-2.6307
2020-07-13,0.6498
2020-07-14,2.1407
2020-07-15,3.992
2020-07-16,-4.7985
2020-07-17,-0.2688
2020-07-20,8.8275
2020-07-21,-1.517
2020-07-22,-1.6976
2020-07-23,-0.5117
2020-07-24,-0.1286
2020-07-27,5.4071
2020-07-28,1.9237
2020-07-29,0.5992
2020-07-30,-2.0548
2020-07-31,1.125
