ticker,BBRW US Equity
2017-06-30,-1.5686
2017-07-03,-10.3586
2017-07-07,-0.8889
2017-07-10,-1.3453
2017-07-12,0.0
2017-07-14,13.6364
2017-07-18,-11.04
2017-07-19,-10.0719
2017-07-20,0.0
2017-07-21,20.0
2017-07-24,-29.1667
2017-07-26,37.0588
2017-07-27,-36.2661
2017-07-31,-0.3367
2017-08-01,0.0
2017-08-03,0.0
2017-08-07,-5.4054
2017-08-08,7.1429
2017-08-09,-6.6667
2017-08-10,-7.1429
2017-08-14,53.8462
2017-08-21,-25.0
2017-09-06,-6.6667
2017-09-19,0.7143
2017-09-22,-21.9858
2017-10-04,63.6364
2017-10-05,0.0
2017-10-10,-11.1111
2017-10-23,-0.625
2017-10-30,-43.3962
2017-10-31,-5.5556
2017-11-01,5.8824
2017-11-02,-5.5556
2017-11-03,-17.647100000000002
2017-11-06,-68.5714
2017-11-07,731.8182
2017-11-08,-45.3552
2017-11-09,-47.0
2017-11-10,-39.6226
2017-11-13,18.75
2017-11-14,-21.0526
2017-11-15,93.3333
2017-11-16,-34.4828
2017-11-17,-7.8947
2017-11-20,-14.2857
2017-11-21,0.0
2017-11-22,6.6667
2017-11-24,0.0
2017-11-27,-21.875
2017-11-28,-8.0
2017-11-29,-13.0435
2017-11-30,-20.0
2017-12-01,0.0
2017-12-04,-25.0
2017-12-05,8.3333
2017-12-06,-7.6923
2017-12-07,-8.3333
2017-12-08,-9.0909
2017-12-11,-10.0
2017-12-12,11.1111
2017-12-13,-10.0
2017-12-14,33.3333
2017-12-15,100.0
2017-12-18,-37.5
2017-12-19,-20.0
2017-12-20,15.0
2017-12-21,-13.0435
2017-12-22,-8.3333
2017-12-26,-27.2727
2017-12-27,37.5
2017-12-28,-18.1818
2017-12-29,0.0
2018-01-02,22.2222
2018-01-03,0.0
2018-01-04,-18.1818
2018-01-05,11.1111
2018-01-08,-10.0
2018-01-09,10.0
2018-01-10,-19.1919
2018-01-11,0.0
2018-01-12,12.5
2018-01-16,0.0
2018-01-17,-22.2222
2018-01-18,14.2857
2018-01-19,0.0
2018-01-22,-25.0
2018-01-23,16.6667
2018-01-24,-14.2857
2018-01-25,33.3333
2018-01-26,50.0
2018-01-29,-25.0
2018-01-30,-12.2222
2018-01-31,-11.3924
2018-02-01,-14.2857
2018-02-02,-1.6667
2018-02-05,-15.2542
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,-20.0
2018-02-09,25.0
2018-02-12,20.0
2018-02-13,-16.6667
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,100.0
2018-02-20,0.0
2018-02-21,-20.0
2018-02-22,12.5
2018-02-23,-22.2222
2018-02-26,14.2857
2018-02-27,0.0
2018-02-28,273.75
2018-03-01,50.5017
2018-03-02,4.4444
2018-03-05,-40.4255
2018-03-06,-28.5714
2018-03-07,10.0
2018-03-08,-13.6364
2018-03-09,21.0526
2018-03-12,0.0
2018-03-13,-13.4783
2018-03-14,-19.598
2018-03-15,-12.5
2018-03-16,7.1429
2018-03-19,6.6667
2018-03-20,43.75
2018-03-21,-4.3478
2018-03-22,-4.5455
2018-03-23,4.7619
2018-03-26,-18.1818
2018-03-27,-2.7778
2018-03-28,-14.2857
2018-03-29,6.6667
2018-04-02,-6.25
2018-04-03,-13.3333
2018-04-04,46.1538
2018-04-05,-5.2632
2018-04-06,-11.1111
2018-04-09,0.0
2018-04-10,-6.25
2018-04-11,20.0
2018-04-12,-5.5556
2018-04-13,-5.8824
2018-04-16,0.0
2018-04-17,-6.25
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,-3.3333
2018-04-25,-3.4483
2018-04-26,0.0
2018-04-27,6.4286
2018-04-30,1.3423
2018-05-01,-0.6623
2018-05-02,-6.6667
2018-05-03,0.0
2018-05-04,-7.1429
2018-05-07,7.6923
2018-05-08,0.0
2018-05-09,-7.1429
2018-05-10,0.0
2018-05-11,-7.6923
2018-05-14,0.0
2018-05-15,8.3333
2018-05-16,0.0
2018-05-17,-7.6923
2018-05-18,0.0
2018-05-21,-8.3333
2018-05-22,-9.0909
2018-05-23,-10.0
2018-05-24,0.0
2018-05-25,-11.1111
2018-05-29,12.5
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,-11.1111
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,-1.25
2018-06-08,1.2658
2018-06-11,0.0
2018-06-12,50.0
2018-06-13,-16.6667
2018-06-14,10.0
2018-06-15,9.0909
2018-06-18,-8.3333
2018-06-19,0.0
2018-06-20,8.1818
2018-06-21,9.2437
2018-06-22,-15.3846
2018-06-25,9.0909
2018-06-26,0.0
2018-06-27,-8.3333
2018-06-28,0.0
2018-06-29,0.0
2018-07-02,-9.0909
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,5.0
2018-07-09,-4.7619
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,10.0
2018-07-16,-9.0909
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,10.0
2018-07-20,0.0
2018-07-23,-9.0909
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,-10.0
2018-07-30,-11.1111
2018-07-31,0.0
2018-08-01,12.5
2018-08-02,22.2222
2018-08-03,-9.0909
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,-10.0
2018-08-10,11.1111
2018-08-13,-10.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,-11.1111
2018-08-20,-12.5
2018-08-21,14.2857
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,-18.75
2018-09-05,7.6923
2018-09-06,-14.2857
2018-09-07,16.6667
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,-14.2857
2018-09-14,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,-16.6667
2018-09-21,20.0
2018-09-24,0.0
2018-09-25,-16.6667
2018-09-26,0.0
2018-09-27,20.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,-16.6667
2018-10-03,0.0
2018-10-04,20.0
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,-16.6667
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,20.0
2018-10-15,0.0
2018-10-16,-16.6667
2018-10-17,-20.0
2018-10-18,0.0
2018-10-19,12.5
2018-10-22,11.1111
2018-10-23,-20.0
2018-10-24,0.0
2018-10-25,-2.5
2018-10-26,2.5641
2018-10-29,-25.0
2018-10-30,33.3333
2018-10-31,-25.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,-33.3333
2018-11-09,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,-50.0
2018-11-20,100.0
2018-11-21,0.0
2018-11-23,-50.0
2018-11-26,100.0
2018-11-27,-50.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,100.0
2018-12-03,0.0
2018-12-04,-50.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-14,0.0
2019-01-15,0.0
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,100.0
2019-01-22,-50.0
2019-01-23,100.0
2019-01-24,-50.0
2019-01-25,100.0
2019-01-28,0.0
2019-01-29,-50.0
2019-01-30,0.0
2019-01-31,100.0
2019-02-01,0.0
2019-02-04,-50.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-29,0.0
2019-04-01,-4.0
2019-04-02,4.1667
2019-04-04,0.0
2019-04-05,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-10,0.0
2019-05-14,-99.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,9900.0
2019-05-21,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-31,0.0
2019-06-04,0.0
2019-06-07,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,-90.0
2019-06-18,900.0
2019-06-19,-99.0
2019-06-20,9900.0
2019-06-21,0.0
2019-06-24,-99.0
2019-06-25,9900.0
2019-06-26,0.0
2019-06-28,0.0
2019-07-02,0.0
2019-07-05,-99.0
2019-07-08,0.0
2019-07-09,9900.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,-99.0
2019-07-16,0.0
2019-07-19,0.0
2019-07-23,0.0
2019-07-25,0.0
2019-07-30,9900.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-05,0.0
2019-08-12,-99.0
2019-08-13,9900.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-28,0.0
2019-08-29,-99.0
2019-08-30,9900.0
2019-09-03,0.0
2019-09-05,-99.0
2019-09-09,9900.0
2019-09-10,-99.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-17,0.0
2019-09-20,9900.0
2019-09-24,0.0
2019-09-30,0.0
2019-10-01,-99.0
2019-10-02,9900.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,-99.0
2019-10-08,9900.0
2019-10-09,-99.0
2019-10-10,9900.0
2019-10-11,-99.0
2019-10-14,9900.0
2019-10-15,0.0
2019-10-17,-60.0
2019-10-18,-58.3333
2019-10-21,6.0
2019-10-22,4.717
2019-10-23,-45.9459
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,16.6667
2019-11-05,-52.5714
2019-11-06,234.3373
2019-11-12,-76.036
2019-11-13,275.9398
2019-11-14,100.0
2019-11-15,-50.0
2019-11-18,-28.0
2019-11-20,38.8889
2019-11-21,-28.0
2019-11-22,94.4444
2019-11-25,-28.5714
2019-11-26,-20.0
2019-11-27,0.25
2019-11-29,-25.187
2019-12-02,0.0
2019-12-04,33.3333
2019-12-05,25.0
2019-12-06,-20.0
2019-12-09,-12.5
2019-12-10,-14.2857
2019-12-11,0.0
2019-12-12,-29.3333
2019-12-13,208.9623
2019-12-16,-62.5954
2019-12-17,-4.0816
2019-12-18,-9.7872
2019-12-19,0.0
2019-12-20,1.8868
2019-12-23,-12.963
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,180.5851
2019-12-30,-68.91
2019-12-31,-18.9024
2020-01-02,0.0
2020-01-03,-22.5564
2020-01-06,94.1748
2020-01-07,-25.0
2020-01-09,-20.0
2020-01-10,0.0
2020-01-13,25.8333
2020-01-14,52.3179
2020-01-15,-21.7391
2020-01-16,-27.7778
2020-01-17,54.6154
2020-01-21,34.3284
2020-01-22,0.0
2020-01-23,16.2963
2020-01-24,18.7898
2020-01-27,-30.2949
2020-01-28,-3.8462
2020-01-30,39.0
2020-01-31,-60.5755
2020-02-03,-55.4745
2020-02-04,87.7049
2020-02-05,-43.2314
2020-02-06,18.4615
2020-02-07,55.8442
2020-02-10,-25.0
2020-02-11,-21.1111
2020-02-12,40.7042
2020-02-13,-27.1772
2020-02-14,26.1168
2020-02-18,19.891
2020-02-19,47.2727
2020-02-20,23.4568
2020-02-21,-32.5
2020-02-24,-9.2593
2020-02-25,-13.4694
2020-02-26,50.9434
2020-02-27,-21.875
2020-02-28,-17.6
2020-03-02,-3.8834999999999997
2020-03-03,-19.1919
2020-03-04,18.75
2020-03-05,-24.2105
2020-03-06,36.1111
2020-03-09,2.0408
2020-03-10,-5.75
2020-03-11,-31.0345
2020-03-12,-25.3846
2020-03-13,-34.0206
2020-03-16,28.125
2020-03-17,14.6341
2020-03-18,-36.1702
2020-03-19,-18.6667
2020-03-20,63.9344
2020-03-23,-5.0
2020-03-24,-7.8947
2020-03-25,0.5714
2020-03-26,5.1136
2020-03-27,18.9189
2020-03-30,-18.2955
2020-03-31,-16.5508
2020-04-01,-11.0
2020-04-02,28.2772
2020-04-03,45.9854
2020-04-06,130.0
2020-04-07,-3.4783
2020-04-08,-24.5045
2020-04-09,1.432
2020-04-13,-14.1176
2020-04-14,9.589
2020-04-15,25.0
2020-04-16,20.0
2020-04-17,15.8333
2020-04-20,36.6906
2020-04-21,-2.6316
2020-04-22,-2.7027
2020-04-23,22.2222
2020-04-24,-16.3636
2020-04-27,7.337
2020-04-28,-14.9367
2020-04-29,3.8689999999999998
2020-04-30,-26.0745
2020-05-01,-30.2326
2020-05-04,11.1111
2020-05-05,-29.0
2020-05-06,11.9718
2020-05-07,-10.0629
2020-05-08,25.8741
2020-05-11,0.0
2020-05-12,-16.6667
2020-05-13,13.3333
2020-05-14,-1.7647
2020-05-15,-10.1796
2020-05-18,-9.3333
2020-05-19,2.9412000000000003
2020-05-20,17.1429
2020-05-21,-14.6341
2020-05-22,10.0
2020-05-26,93.5065
2020-05-27,100.6711
2020-05-28,79.2642
2020-05-29,-30.9701
2020-06-01,-35.1351
2020-06-02,-27.0833
2020-06-03,71.4286
2020-06-04,-21.1667
2020-06-05,-11.2051
2020-06-08,9.0476
2020-06-09,-13.1004
2020-06-10,1.005
2020-06-11,5.2239
2020-06-12,-14.8936
2020-06-15,-4.4444
2020-06-16,-1.1628
2020-06-17,-5.8824
2020-06-18,7.1875
2020-06-19,3.207
2020-06-22,18.6441
2020-06-23,0.0
2020-06-24,-12.857099999999999
2020-06-25,-26.2295
2020-06-26,-12.592600000000001
2020-06-29,-25.4237
2020-06-30,0.0
2020-07-01,-7.9545
2020-07-02,-12.3457
2020-07-06,-1.4085
2020-07-07,7.1429
2020-07-08,-13.3333
2020-07-09,-8.461500000000001
2020-07-10,-9.2437
2020-07-13,11.1111
2020-07-14,-5.0
2020-07-15,-6.1404
2020-07-16,-8.411200000000001
2020-07-17,-4.0816
2020-07-20,0.0
2020-07-21,-14.8936
2020-07-22,-17.5
2020-07-23,72.7273
2020-07-24,24.5614
2020-07-27,4.2254
2020-07-28,-16.2162
2020-07-29,-27.4194
2020-07-30,8.8889
2020-07-31,-2.0408
