ticker,COLD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-19,11.0625
2018-01-22,0.1125
2018-01-23,-0.8432
2018-01-24,-0.0567
2018-01-25,0.6807
2018-01-26,0.0
2018-01-29,1.1268
2018-01-30,-0.2228
2018-01-31,2.0659
2018-02-01,-0.0547
2018-02-02,-0.4926
2018-02-05,-1.3201
2018-02-06,-0.7804
2018-02-07,1.236
2018-02-08,-1.8868
2018-02-09,0.6222
2018-02-12,-1.4615
2018-02-13,2.4529
2018-02-14,0.1114
2018-02-15,-0.3337
2018-02-16,0.3348
2018-02-20,-0.0556
2018-02-21,-0.3895
2018-02-22,-0.2793
2018-02-23,2.0728
2018-02-26,-0.7135
2018-02-27,-0.4975
2018-02-28,0.0
2018-03-01,-0.5
2018-03-02,-0.0558
2018-03-05,-0.7821
2018-03-06,0.0563
2018-03-07,-0.1688
2018-03-08,0.6764
2018-03-09,0.6159
2018-03-12,0.8904
2018-03-13,-1.2135
2018-03-14,0.1675
2018-03-15,2.1739
2018-03-16,1.8549
2018-03-19,0.1607
2018-03-20,0.107
2018-03-21,0.8547
2018-03-22,-0.1589
2018-03-23,-1.008
2018-03-26,-0.0536
2018-03-27,-0.9651
2018-03-28,1.6219999999999999
2018-03-29,2.4154999999999998
2018-04-02,-2.6205
2018-04-03,0.3767
2018-04-04,0.9115
2018-04-05,0.1063
2018-04-06,-0.0531
2018-04-09,1.2215
2018-04-10,0.2099
2018-04-11,1.8848
2018-04-12,-0.8736
2018-04-13,-1.3997
2018-04-16,1.7875999999999999
2018-04-17,0.6198
2018-04-18,1.232
2018-04-19,0.0
2018-04-20,0.6592
2018-04-23,0.6549
2018-04-24,0.5005
2018-04-25,0.5976
2018-04-26,0.6436
2018-04-27,2.4102
2018-04-30,-1.0086
2018-05-01,0.0
2018-05-02,-0.4852
2018-05-03,1.0239
2018-05-04,0.0965
2018-05-07,1.2054
2018-05-08,0.7146
2018-05-09,1.6556
2018-05-10,-0.2792
2018-05-11,4.0597
2018-05-14,-3.9462
2018-05-15,-1.8207
2018-05-16,1.8069
2018-05-17,2.0551
2018-05-18,0.0
2018-05-21,0.1831
2018-05-22,-2.1471
2018-05-23,1.0271
2018-05-24,0.1848
2018-05-25,-0.3229
2018-05-29,-0.8329
2018-05-30,1.5399
2018-05-31,-5.3309
2018-06-01,3.6408
2018-06-04,3.0445
2018-06-05,-2.1818
2018-06-06,0.8364
2018-06-07,0.1843
2018-06-08,-0.184
2018-06-11,-0.3687
2018-06-12,0.37
