ticker,SPRV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-04-11,400.0
2000-04-20,0.0
2000-06-14,0.0
2000-06-27,0.0
2000-07-12,0.0
2000-08-25,0.0
2000-08-28,0.0
2000-09-11,0.0
2000-10-06,0.0
2000-12-20,0.0
2001-01-12,0.0
2001-01-18,0.0
2001-09-10,-80.0
2001-11-14,0.0
2001-12-26,0.0
2002-01-07,0.0
2002-01-25,0.0
2002-01-30,0.0
2002-02-25,0.0
2002-05-16,0.0
2002-09-23,0.0
2002-10-14,-87.5
2002-11-07,0.0
2002-12-19,0.0
2003-02-21,0.0
2003-05-22,0.0
2003-09-16,0.0
2003-12-22,0.0
2004-09-01,700.0
2004-09-30,-87.5
2006-01-19,0.0
2006-04-10,119900.0
2006-04-12,0.0
2006-04-13,0.0
2006-04-18,0.0
2006-04-20,33.3333
2006-04-21,50.0
2006-04-24,16.6667
2006-04-25,0.0
2006-04-26,0.0
2006-04-28,51.4286
2006-05-01,-43.3962
2006-05-02,83.3333
2006-05-03,-27.2727
2006-05-04,-25.0
2006-05-05,33.3333
2006-05-08,-50.0
2006-05-09,-5.0
2006-05-10,5.2632
2006-05-11,25.0
2006-05-12,0.0
2006-05-16,-20.0
2006-05-17,0.0
2006-05-18,0.0
2006-05-19,-15.0
2006-05-22,-29.4118
2006-05-23,-54.1667
2006-05-24,163.6364
2006-05-25,3.4483
2006-05-26,20.0
2006-05-30,-2.7778
2006-05-31,-14.2857
2006-06-01,20.0
2006-06-02,0.0
2006-06-05,-16.6667
2006-06-06,0.0
2006-06-07,-6.6667
2006-06-08,42.8571
2006-06-09,-25.0
2006-06-12,-20.0
2006-06-13,0.0
2006-06-14,8.3333
2006-06-15,15.3846
2006-06-16,-20.0
2006-06-20,0.0
2006-06-26,-8.3333
2006-06-27,0.0
2006-06-28,-9.0909
2006-06-30,0.0
2006-07-07,20.0
2006-07-10,0.0
2006-07-11,25.0
2006-07-12,-6.6667
2006-07-17,-7.1429
2006-07-18,0.0
2006-07-25,-15.3846
2006-07-27,36.3636
2006-07-31,-40.0
2006-08-04,44.4444
2006-08-07,-38.4615
2006-08-08,0.0
2006-08-09,62.5
2006-08-10,-38.4615
2006-08-15,0.0
2006-08-16,12.5
2006-08-22,-22.2222
2006-08-23,0.0
2006-08-25,0.0
2006-09-01,-17.1429
2006-09-28,-13.7931
2006-10-02,-40.0
2006-10-03,0.0
2006-10-17,0.0
2006-10-27,0.0
2006-10-31,133.3333
