ticker,RTNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-02,-60.0
2007-05-03,-30.0
2007-05-23,-9.0909
2007-05-24,-7.1429
2007-05-31,10.7692
2007-06-28,-16.6667
2007-06-29,0.0
2007-07-12,0.0
2008-04-02,-15.0
2008-04-28,7.8431
2008-05-19,-7.2727
2008-06-16,0.0
2008-10-02,0.0
2008-10-06,0.0
2008-10-15,-9.8039
2009-01-21,0.0
2009-02-25,-56.5217
2009-02-26,25.0
2009-03-25,-40.0
2009-03-31,100.0
2009-04-01,0.0
2009-04-03,0.0
2009-04-06,0.0
2009-05-05,10.0
2009-05-06,54.5455
2009-09-21,98.0392
2009-09-22,-45.5446
2009-09-30,18.1818
2009-10-02,15.3846
2009-10-05,34.6667
2009-10-06,-0.9901
2009-10-09,-20.0
2009-10-12,0.0
2009-11-11,-6.25
2009-11-13,-6.6667
2009-11-18,14.2857
2009-11-23,-5.0
2009-11-27,-7.8947
2009-11-30,42.8571
2009-12-16,-25.0
2009-12-17,-1.3333
2009-12-23,-2.7027
2009-12-31,37.5
2010-01-04,-27.2727
2010-01-27,-5.5556
2010-01-29,47.0588
2010-02-16,1.0
2010-02-22,-0.9901
2010-03-10,-29.0
2010-03-26,0.0
2010-03-30,19.7183
2010-04-22,5.8824
2010-04-26,-5.5556
2010-04-29,11.7647
2010-05-06,-15.7895
2010-05-14,0.0
2010-06-14,-17.5
2010-06-17,-1.5152
2010-06-21,23.0769
2010-06-30,25.0
2010-07-01,-25.0
2010-07-28,0.0
2010-07-30,33.3333
2010-08-31,-8.0
2010-09-13,8.6957
2010-09-14,-25.0
2010-09-21,0.0
2010-09-28,-5.3333
2010-09-29,0.0
2010-09-30,40.8451
2010-10-06,-20.0
2010-10-07,0.0
2010-10-12,0.0
2010-10-20,-18.75
2010-10-21,-13.8462
2010-10-27,25.0
2010-10-29,41.4286
2010-11-03,-29.2929
2010-11-08,-25.7143
2010-11-09,51.9231
2010-11-12,-11.3924
2010-11-30,0.0
2010-12-10,-2.8571
2010-12-16,-11.7647
2010-12-17,21.6667
2010-12-31,31.5068
2011-01-05,-11.4583
2011-01-06,-3.5294
2011-01-11,-8.5366
2011-01-12,1.3333
2011-01-18,-4.8931000000000004
2011-01-27,3.7613
2011-01-31,36.0
2011-02-07,-23.2537
2011-02-15,-10.5788
2011-02-22,8.9732
2011-02-25,16.5178
2011-02-28,11.251
2011-03-01,-29.208
2011-03-14,7.1429
2011-03-28,0.0
2011-03-29,0.0
